id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_SM122,membrane_SS336,membrane_PMPerformance,membrane_SS150101,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source
758,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,C1=CC(=C(C(=C1)O)N)[N+](=O)[O-],C1=CC(=C(C(=C1)O)N)[N+](=O)[O-],Unknown,0.92,154.12499999999997,0.8825999999999998,154.12499999999997,0.8825999999999998,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.0915149811213505,nf10k
759,300,87.0,-8.0,0,0,Methanol,0.101115447,10.0,22,CO,COC1=CC2=C(C=C1)N=CN2,COC1=CC2=C(C=C1)N=CN2,Unknown,0.615942478,148.16500000000002,1.5715,148.16500000000002,1.5715,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.4144743883586176,nf10k
760,300,87.0,-8.0,0,0,Acetone,2.065696649,20.0,22,CC(=O)C,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,Unknown,0.611426561,348.38200000000006,4.766160000000004,348.38200000000006,4.766160000000004,0.5,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.40941066085133127,nf10k
761,300,87.0,-8.0,0,0,Methanol,0.101115447,10.0,22,CO,C1=CC(=CC2=C1C=CN2)Cl,C1=CC(=CC2=C1C=CN2)Cl,Unknown,-0.158843901,151.59599999999998,2.8213,151.59599999999998,2.8213,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.06439954310957088,nf10k
762,150,59.0,0.0,0,1,Methanol,0.88,10.0,22,CO,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1,Unknown,0.93,248.71699999999998,2.5238,248.71699999999998,2.5238,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.148741651280925,nf10k
763,300,87.0,-8.0,0,0,Ethanol,0.227163745,20.0,22,C(C)O,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O,Unknown,0.45323408,307.825,3.341500000000002,307.825,3.341500000000002,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.26140499146204693,nf10k
764,500,82.0,0.0,0,1,2-propanol,0.081400081,20.0,22,C(C)(C)O,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,Unknown,0.471731324,299.355,3.892400000000001,299.355,3.892400000000001,0.5,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.2763238083380445,nf10k
765,300,59.0,-37.5,0,0,Ethanol,0.85,20.0,22,C(C)O,N#CC1=CC(F)=CC(F)=C1,N#CC1=CC(F)=CC(F)=C1,Unknown,0.318754956,139.104,1.83648,139.104,1.83648,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.16605961047121348,nf10k
766,500,82.0,0.0,0,1,n-Heptane,1.428571429,20.0,22,CCCCCCC,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,Unknown,-0.018804948,156.188,2.1435999999999993,156.188,2.1435999999999993,0.5,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,0,0,1,0,0,SS336,1,0,CF,-0.008517114793529046,nf10k
767,300,59.0,-37.5,0,0,Ethyl acetate,0.27,20.0,22,O(C(C)=O)CC,CC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C,CC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C,Unknown,0.499642546,210.276,3.534440000000002,210.276,3.534440000000002,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.29985252374242094,nf10k
768,300,87.0,-8.0,0,0,Methanol,0.101115447,10.0,22,CO,CC(=O)NC1=CC=C(C=C1)O,CC(=O)NC1=CC=C(C=C1)O,Unknown,0.924751054,151.165,1.3505999999999998,151.165,1.3505999999999998,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,1.1177661552539329,nf10k
769,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,O=C1NC2=C(C=CC=C2F)C1=O,O=C1NC2=C(C=CC=C2F)C1=O,Unknown,0.71,165.12299999999996,0.9604999999999999,165.12299999999996,0.9604999999999999,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5361070110140926,nf10k
770,500,82.0,0.0,0,1,2-propanol,0.081400081,20.0,22,C(C)(C)O,NC1=CC=C(OC)C=C1,NC1=CC=C(OC)C=C1,Unknown,-0.021350917,123.15499999999999,1.2774,123.15499999999999,1.2774,0.5,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,1,0,0,SS336,1,0,CF,-0.009599990865431693,nf10k
771,300,59.0,-37.5,0,0,Dimethylformamide,0.9,20.0,22,O=CN(C)C,C1=CC=C(C=C1)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C2=CC=CC=C2)C(=O)O,C1=CC=C(C=C1)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C2=CC=CC=C2)C(=O)O,Unknown,0.999477853,358.302,1.6068,358.302,1.6068,0.5,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,2.817543403934683,nf10k
772,300,87.0,-8.0,0,0,Toluene,4.285714286,20.0,22,CC1=CC=CC=C1,C(#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1,Unknown,0.106913973,178.234,3.086400000000001,178.234,3.086400000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.048620692329431565,nf10k
773,300,87.0,-8.0,0,0,Methyl tert-butyl ether,64.75433947,20.0,22,CC(C)(C)OC,C#Cc1ccccc1,C#Cc1ccccc1,Unknown,0.036748871,102.13599999999998,1.6679000000000002,102.13599999999998,1.6679000000000002,0.5,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.015809843964971572,nf10k
774,300,59.0,-37.5,0,0,Methanol,1.23,20.0,22,CO,NC1=CC=CC(F)=C1,NC1=CC=CC(F)=C1,Unknown,0.34,111.119,1.4079,111.119,1.4079,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.1797985405143598,nf10k
775,300,87.0,-8.0,0,0,Acetonitrile,2.142857143,20.0,22,C(C)#N,CCCC1=CC=CC=C1,CCCC1=CC=CC=C1,Unknown,-0.073683392,120.19499999999995,2.639100000000001,120.19499999999995,2.639100000000001,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.03128053740543608,nf10k
776,150,59.0,0.0,0,1,Methanol,0.88,10.0,22,CO,NCCC1=CNC2=CC=CC=C12,NCCC1=CNC2=CC=CC=C12,Unknown,0.96,160.21999999999997,1.6691,160.21999999999997,1.6691,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.387216143280264,nf10k
777,220,-1.0,0.0,1,1,n-Hexane,0.17,30.0,25,C(CCC)CC,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C)(C)C8=CC=CC=C8,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C)(C)C8=CC=CC=C8,Unknown,0.99,863.286,18.201399999999982,863.286,18.201399999999982,0.5,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,0,0,0,0,1,0,0,0,SM122,0,1,DE,1.9586073148417746,nf10k
778,300,59.0,-37.5,0,0,Acetone,1.69,20.0,22,CC(=O)C,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,Unknown,0.555683647,200.09399999999997,1.98636,200.09399999999997,1.98636,0.5,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.3513313563233917,nf10k
779,500,82.0,0.0,0,1,Acetonitrile,2.328042328,20.0,22,C(C)#N,C1CC(OC1)N2C=C(C(=O)NC2=O)F,C1CC(OC1)N2C=C(C(=O)NC2=O)F,Unknown,0.701234611,200.16899999999998,-0.015299999999999814,200.16899999999998,-0.015299999999999814,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.5232185123617978,nf10k
780,500,82.0,0.0,0,1,Toluene,1.362433862,20.0,22,CC1=CC=CC=C1,NC1=CC=C(OC)C(OC)=C1,NC1=CC=C(OC)C(OC)=C1,Unknown,-0.09821931,153.181,1.286,153.181,1.286,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,1,0,0,SS336,1,0,CF,-0.041084349039333085,nf10k
781,500,82.0,0.0,0,1,Ethanol,0.01,10.0,20,C(C)O,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I,Unknown,0.91,835.895,6.084200000000003,835.895,6.084200000000003,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,1,0,0,SS336,1,0,CF,1.0409586076789066,nf10k
782,150,59.0,0.0,0,1,Methanol,0.88,10.0,22,CO,CC1=CC(=CC(=C1N)C)C#N,CC1=CC(=CC(=C1N)C)C#N,Unknown,0.62,146.193,1.75732,146.193,1.75732,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.4190750243243807,nf10k
783,150,59.0,0.0,0,1,Methanol,0.7475,20.0,22,CO,OC1CCCC2=C1C=CC=C2,OC1CCCC2=C1C=CC=C2,Unknown,0.88,148.20499999999998,2.0563000000000002,148.20499999999998,2.0563000000000002,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.9172146296835499,nf10k
784,500,59.0,-31.0,0,0,Acetonitrile,8.79,10.0,25,C(C)#N,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C)(C)C8=CC=CC=C8,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C)(C)C8=CC=CC=C8,Unknown,0.851,863.286,18.201399999999982,863.286,18.201399999999982,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,DM500,1,0,CF,0.8239087409443187,nf10k
785,300,59.0,-37.5,0,0,Methanol,1.23,20.0,22,CO,O=C1N[S](=O)(=O)c2ccccc12,O=C1N[S](=O)(=O)c2ccccc12,Unknown,1.0,183.18800000000002,0.11869999999999997,183.18800000000002,0.11869999999999997,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,nf10k
786,300,59.0,-37.5,0,0,n-Heptane,0.225,20.0,22,CCCCCCC,NC1=CC=C(OC)C=C1,NC1=CC=C(OC)C=C1,Unknown,-0.129156907,123.15499999999999,1.2774,123.15499999999999,1.2774,0.5,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,1,0,0,0,0,0,0,DM300,1,0,CF,-0.05313874358397503,nf10k
787,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21,Unknown,1.0,466.59900000000016,5.9722400000000055,466.59900000000016,5.9722400000000055,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,nf10k
788,500,82.0,0.0,0,1,Ethyl acetate,2.439741329,20.0,22,O(C(C)=O)CC,CCC(C1=CC=CC=C1)C(=O)O,CCC(C1=CC=CC=C1)C(=O)O,Unknown,0.099598477,164.20399999999995,2.2647999999999997,164.20399999999995,2.2647999999999997,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.045081712484325555,nf10k
789,300,87.0,-8.0,0,0,Acetonitrile,2.142857143,20.0,22,C(C)#N,CC1=CC(=CC(=C1)Br)Br,CC1=CC(=CC(=C1)Br)Br,Unknown,-0.093498938,249.933,3.5200200000000015,249.933,3.5200200000000015,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.03921534450517151,nf10k
790,150,59.0,0.0,0,1,Methanol,0.13,30.0,21,CO,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O,Unknown,0.97,260.336,3.9708000000000037,260.336,3.9708000000000037,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.508638306165727,nf10k
791,150,59.0,0.0,0,1,Methanol,0.7475,20.0,22,CO,C1(C2=CC=NC=C2)=CC=NC=C1,C1(C2=CC=NC=C2)=CC=NC=C1,Unknown,0.85,156.188,2.1435999999999993,156.188,2.1435999999999993,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.8210230527068305,nf10k
792,300,59.0,-37.5,0,0,Dimethylformamide,0.9,20.0,22,O=CN(C)C,C1=C2C(=CC(=C1Cl)Cl)N=CN2,C1=C2C(=CC(=C1Cl)Cl)N=CN2,Unknown,0.576802596,187.02900000000002,2.869700000000001,187.02900000000002,2.869700000000001,0.5,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.37243199360334384,nf10k
793,300,87.0,-8.0,0,0,n-Heptane,7.156084656,20.0,22,CCCCCCC,Brc1cc(Br)cc(Br)c1,Brc1cc(Br)cc(Br)c1,Unknown,-0.107600083,314.802,3.974100000000001,314.802,3.974100000000001,0.5,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.044774906771723494,nf10k
794,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,C1=C(SC(=C1)C=O)C=O,C1=C(SC(=C1)C=O)C=O,Unknown,0.41,140.16299999999995,1.3731,140.16299999999995,1.3731,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.22841251911874458,nf10k
795,150,59.0,0.0,0,1,Methanol,0.88,10.0,22,CO,C12=CC=CC=C1NC=N2,C12=CC=CC=C1NC=N2,Unknown,0.71,118.139,1.5628999999999997,118.139,1.5628999999999997,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.5361070110140926,nf10k
796,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,Unknown,1.0,389.41100000000023,2.2112999999999996,389.41100000000023,2.2112999999999996,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,nf10k
797,500,82.0,0.0,0,1,2-Methyltetrahydrofuran,8.90717603,20.0,22,CC1CCCO1,C=Cc1ccc(C(C)(C)C)cc1,C=Cc1ccc(C(C)(C)C)cc1,Unknown,0.546735286,160.26,3.627100000000002,160.26,3.627100000000002,0.5,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.3426909966440038,nf10k
798,300,87.0,-8.0,0,0,2-Methyltetrahydrofuran,48.05898411,20.0,22,CC1CCCO1,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,Unknown,0.5290086,247.68099999999998,3.2979000000000007,247.68099999999998,3.2979000000000007,0.5,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.3260659144306806,nf10k
799,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O,OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O,Unknown,1.0,228.291,3.4237000000000024,228.291,3.4237000000000024,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,3.0,nf10k
800,500,82.0,0.0,0,1,Ethyl acetate,2.439741329,20.0,22,O(C(C)=O)CC,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O,Unknown,0.035802428,296.153,4.364100000000001,296.153,4.364100000000001,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.015383779250123249,nf10k
801,150,59.0,0.0,0,1,Methanol,0.7475,20.0,22,CO,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],Unknown,0.54,331.9290000000001,3.0895000000000006,331.9290000000001,3.0895000000000006,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.3362990746103519,nf10k
802,300,59.0,-37.5,0,0,Methanol,1.23,20.0,22,CO,CC1=CC(O)=C(C(C)C)C=C1,CC1=CC(O)=C(C(C)C)C=C1,Unknown,0.94,150.221,2.824020000000001,150.221,2.824020000000001,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.2146701649892326,nf10k
803,500,82.0,0.0,0,1,Ethanol,0.244542261,20.0,22,C(C)O,OC1=CC=CC=C1C2=CC=CC=C2,OC1=CC=CC=C1C2=CC=CC=C2,Unknown,0.31505767,170.211,3.0592000000000015,170.211,3.0592000000000015,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.1637123956862398,nf10k
804,150,59.0,0.0,0,1,Methanol,0.7475,20.0,22,CO,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,Unknown,0.97,309.33099999999996,4.435000000000003,309.33099999999996,4.435000000000003,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.508638306165727,nf10k
805,300,59.0,-37.5,0,0,Acetone,1.69,20.0,22,CC(=O)C,NC1=CC=C(Cl)C(Cl)=C1,NC1=CC=C(Cl)C(Cl)=C1,Unknown,0.706256188,162.019,2.5756000000000006,162.019,2.5756000000000006,0.5,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.530555303934194,nf10k
806,500,82.0,0.0,0,1,2-propanol,0.081400081,20.0,22,C(C)(C)O,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,Unknown,0.985205046,331.34700000000004,1.5833,331.34700000000004,1.5833,0.5,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,0,0,0,0,0,1,0,0,SS336,1,0,CF,1.8014816345625846,nf10k
807,150,59.0,0.0,0,1,Methanol,0.7475,20.0,22,CO,CC1=CC2=C(C=C1)NC=C2,CC1=CC2=C(C=C1)NC=C2,Unknown,0.51,131.178,2.4763199999999994,131.178,2.4763199999999994,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.3089185078770315,nf10k
808,300,87.0,-8.0,0,0,Acetone,2.065696649,20.0,22,CC(=O)C,C1(C2=NC=CC=C2)=CC=CC=N1,C1(C2=NC=CC=C2)=CC=CC=N1,Unknown,-0.071423246,156.188,2.1435999999999993,156.188,2.1435999999999993,0.5,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,-0.030366219242312045,nf10k
809,300,59.0,-37.5,0,0,Methanol,1.23,20.0,22,CO,OC1=CC=CC([N+]([O-])=O)=C1,OC1=CC=CC([N+]([O-])=O)=C1,Unknown,0.33,139.11,1.3003999999999998,139.11,1.3003999999999998,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.17327747983100797,nf10k
810,300,59.0,-37.5,0,0,Methanol,1.54,10.0,22,CO,COC1=CC=C(C=C1)C=O,COC1=CC=C(C=C1)C=O,Unknown,0.23,136.14999999999998,1.5076999999999998,136.14999999999998,1.5076999999999998,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.11294562194904302,nf10k
811,500,82.0,0.0,0,1,Methyl tert-butyl ether,4.065274141,20.0,22,CC(C)(C)OC,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-],Unknown,0.089662848,331.9290000000001,3.0895000000000006,331.9290000000001,3.0895000000000006,0.5,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.040320924712013685,nf10k
812,150,59.0,0.0,0,1,Methanol,0.88,10.0,22,CO,BrC1=CN=C(Br)C=C1,BrC1=CN=C(Br)C=C1,Unknown,0.2,236.894,2.6066000000000003,236.894,2.6066000000000003,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.09636748391576232,nf10k
813,150,59.0,0.0,0,1,Methanol,0.88,10.0,22,CO,CC1=CC(=O)OC2=CC(=CC(=C12)O)O,CC1=CC(=O)OC2=CC(=CC(=C12)O)O,Unknown,0.76,192.17,1.51262,192.17,1.51262,0.5,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.6179829574251317,nf10k
814,300,59.0,-37.5,0,0,Ethanol,0.85,20.0,22,C(C)O,CC1=C(OC)C=C(C)C(Br)=C1,CC1=C(OC)C=C(C)C(Br)=C1,Unknown,0.727700863,215.08999999999997,3.0745400000000016,215.08999999999997,3.0745400000000016,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5633617396821275,nf10k
815,500,82.0,0.0,0,1,Acetonitrile,2.328042328,20.0,22,C(C)#N,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O,Unknown,0.689996696,226.231,2.6158,226.231,2.6158,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.5072349971424674,nf10k
816,300,59.0,-37.5,0,0,n-Heptane,0.225,20.0,22,CCCCCCC,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,Unknown,-0.07302073,222.32799999999997,3.692800000000003,222.32799999999997,3.692800000000003,0.5,100.205,4.39,0.39,684.0,1.92,15.3,0.0,0.0,147.4,0,1,0,0,0,0,0,0,DM300,1,0,CF,-0.031012663894007187,nf10k
817,300,59.0,-37.5,0,0,Acetone,1.69,20.0,22,CC(=O)C,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O,Unknown,0.897282604,337.382,1.6424999999999998,337.382,1.6424999999999998,0.5,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.9841483954606054,nf10k
