id,doi,year,journal,membrane_detailed,membrane,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,membrane_type,solute_name,secondary_solute_name,secondary_solute_ratio,solvent,pressure,flux_lmh,permeance,rejection,temperature,process_configuration,exclude,solute_smiles,secondary_solute_smiles,loss_weight,solute_category,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,batch,date,solute_identifier,secondary_solute_identifier,source,role,swelling_thickness,swelling_weight,membrane_smiles,cas,solute_w_conc,solute_m_conc,surface_tension,solvent_diameter,density,solvent_dipole_moment,solvent_hildebrand,solvent_dt,flowrate,membrane_configuration,ph,error,SLogP,SMR,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,nH,nB,nC,nN,nO,nS,nP,nF,nCl,nBr,nI,nX,nHBAcc,nHBDon,nRot,RotRatio,TopoPSA(NO),TopoPSA,Vabc,xtest,full_smiles
1954,10.1016/j.memsci.xxx,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,TFC,"4,5-dichlorophthalonitrile",,0.5,2-Methyltetrahydrofuran,20.0,,48.05898411,0.364471692,22.0,CF,0,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,C1=C(C(=CC(=C1Cl)Cl)C#N)C#N,1.0,Unknown,CC1CCCO1,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,197.024,2.736760000000001,197.024,2.736760000000001,,,,,nf10k,OSN,0.841166937,1.507779699,C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,139152-08-2,0.0005,0.0005,26.4,0.685,0.854,1.38,16.9,16.9,150.0,FS,7.0,0.0,2.73676,45.892,14.0,12.0,0.0,0.0,4.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0,47.58,47.58,157.6283264,0.0,CC1CCCO1.C1=C(C(=CC(=C1Cl)Cl)C#N)C#N
1955,10.1016/j.memsci.2021.119929,,,,DM300,DM,300,59.0,-37.5,0,0,Polyimide,"2,3-Diaminonaphthalene",,0.5,Methanol,10.0,,1.54,0.96,22.0,CF,0,NC1=CC=CC2=C(N)C=CC=C12,NC1=CC=CC2=C(N)C=CC=C12,1.0,Unknown,CO,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,158.204,2.0042,158.204,2.0042,,,,,nf10k,OSN,1.0,1.287140341,O=C(C1=CC(C(N2C)=O)=C(C=C1)C2=O)C3=CC=C(C4=C3)C(N(C4=O)C5=CC=C(C=C5C)C6=CC=C(C=C6)C7=CC=C(C=C7)C)=O,771-97-1,0.0005,0.0005,22.55,0.505,0.792,1.6,14.5,7.4,150.0,FS,7.0,0.0,2.0042,52.7728,22.0,12.0,0.0,0.0,2.0,10.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,52.04,52.04,143.8146197,0.0,CO.NC1=CC=CC2=C(N)C=CC=C12
1956,10.1016/j.memsci.xxx,,,,SS336,SS,500,82.0,0.0,0,1,PDMS,N-Phenyl-1-naphthylamine,,0.5,Toluene,20.0,,1.362433862,0.297192977,22.0,CF,0,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32,1.0,Unknown,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,219.287,4.583400000000002,219.287,4.583400000000002,,,,,nf10k,OSN,1.18540146,1.778871883,CCO[Si](OCC)(OCC)CC[Si](OCC)(O[Si](OCC)(OCC)CC[Si](OCC)(OCC)OCC)OCC,90-30-2,0.0005,0.0005,28.53,0.697,0.867,0.36,8.9,8.8,150.0,FS,7.0,0.0,4.5834,73.6727,30.0,17.0,0.0,0.0,1.0,13.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.105263158,12.03,12.03,205.4279347,0.0,CC1=CC=CC=C1.C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32
1957,10.1016/j.memsci.xxx,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,TFC,Avobenzone Pharmaceutical Secondary Stan (Avobenzone),,0.5,2-propanol,20.0,,0.322751323,-0.040123651,22.0,CF,0,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC,1.0,Unknown,C(C)(C)O,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,310.393,4.448400000000004,310.393,4.448400000000004,,,,,nf10k,OSN,0.990082645,1.546458739,C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,70356-09-1,0.0005,0.0005,21.79,0.624,0.786,1.68,11.5,7.7,150.0,FS,7.0,0.0,4.4484,91.414,45.0,23.0,0.0,0.0,3.0,22.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.208333333,43.37,43.37,313.2422548,0.0,CC(O)C.CC(C)(C)C1=CC=C(C=C1)C(=O)CC(=O)C2=CC=C(C=C2)OC
1958,10.1016/j.memsci.2021.119929,,,,DM300,DM,300,59.0,-37.5,0,0,Polyimide,Mandelic acid,,0.5,Methanol,10.0,,1.54,0.98,22.0,CF,0,OC(C(O)=O)C1=CC=CC=C1,OC(C(O)=O)C1=CC=CC=C1,1.0,Unknown,CO,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,152.149,0.8046,152.149,0.8046,,,,,nf10k,OSN,1.0,1.287140341,O=C(C1=CC(C(N2C)=O)=C(C=C1)C2=O)C3=CC=C(C4=C3)C(N(C4=O)C5=CC=C(C=C5C)C6=CC=C(C=C6)C7=CC=C(C=C7)C)=O,90-64-2,0.0005,0.0005,22.55,0.505,0.792,1.6,14.5,7.4,150.0,FS,7.0,0.0,0.8046,39.0376,19.0,11.0,0.0,0.0,3.0,8.0,0.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.181818182,57.53,57.53,139.4927269,0.0,CO.OC(C(O)=O)C1=CC=CC=C1
1959,10.1016/j.memsci.xxx,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,TFC,"2,4,6-trimethylbenzene-1,3,5-tricarbaldehyde",,0.5,Acetone,20.0,,2.065696649,0.43623403,22.0,CF,0,Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,Cc1c(C=O)c(C)c(C=O)c(C)c1C=O,1.0,Unknown,CC(=O)C,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,204.22499999999997,2.04936,204.22499999999997,2.04936,,,,,nf10k,OSN,1.033444816,1.371517398,C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,119198-88-8,0.0005,0.0005,23.32,0.618,0.784,2.85,10.0,7.6,150.0,FS,7.0,0.0,2.04936,56.8155,27.0,15.0,0.0,0.0,3.0,12.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.2,51.21,51.21,203.4037499,0.0,CC(C)=O.Cc1c(C=O)c(C)c(C=O)c(C)c1C=O
1960,10.1016/j.memsci.2006.12.053,,,,SM122,SM,220,-1.0,0.0,1,1,,,,0.5,n-Hexane,30.0,,0.17,0.828,25.0,DE,0,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C)(C)C9=CC=CC=C9,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C)(C)C9=CC=CC=C9,1.0,Unknown,C(CCC)CC,86.178,3.9,0.3,661.0,1.88,14.9,0.0,0.0,131.6,967.4379999999999,20.375300000000003,967.4379999999999,20.375300000000003,,,,,nf10k,OSN,,,,,,,17.91,0.251,0.659,0.08,6.9,7.3,,FS,7.0,0.0,20.3753,315.542,152.0,74.0,0.0,0.0,0.0,78.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.304878049,0.0,0.0,1007.966843,0.0,CCCCCC.CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C)(C)C9=CC=CC=C9
1961,10.1016/j.memsci.xxx,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,TFC,6-BROMOOXINDOLE,,0.5,Methyl tert-butyl ether,20.0,,64.75433947,0.33046123,22.0,CF,0,O=C1NC2=C(C=CC(Br)=C2)C1,O=C1NC2=C(C=CC(Br)=C2)C1,1.0,Unknown,CC(C)(C)OC,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,212.04599999999996,1.9436999999999998,212.04599999999996,1.9436999999999998,,,,,nf10k,OSN,0.991749175,1.408311346,C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,99365-40-9,0.0005,0.0005,19.4,0.72,0.74,1.4,7.4,14.8,150.0,FS,7.0,0.0,1.9437,46.4757,17.0,11.0,0.0,0.0,3.0,6.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,29.1,29.1,139.8361939,0.0,CC(C)(C)OC.O=C1NC2=C(C=CC(Br)=C2)C1
1962,10.1016/j.memsci.xxx,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,TFC,Methyl 4-bromobenzoate,,0.5,Methyl tert-butyl ether,20.0,,64.75433947,0.079302053,22.0,CF,0,BrC1=CC=C(C(OC)=O)C=C1,BrC1=CC=C(C(OC)=O)C=C1,1.0,Unknown,CC(C)(C)OC,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,215.04599999999996,2.2356999999999996,215.04599999999996,2.2356999999999996,,,,,nf10k,OSN,0.991749175,1.408311346,C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,619-42-1,0.0005,0.0005,19.4,0.72,0.74,1.4,7.4,14.8,150.0,FS,7.0,0.0,2.2357,45.4815,18.0,11.0,0.0,0.0,3.0,7.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.090909091,26.3,26.3,149.9861192,0.0,CC(C)(C)OC.BrC1=CC=C(C(OC)=O)C=C1
1963,10.1016/j.memsci.2021.119929,,,,DM300,DM,300,59.0,-37.5,0,0,Polyimide,Mepenzolate bromide,,0.5,Methanol,10.0,,1.54,0.49,22.0,CF,0,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,1.0,Unknown,CO,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,340.44300000000004,2.7045000000000012,340.44300000000004,2.7045000000000012,,,,,nf10k,OSN,1.0,1.287140341,O=C(C1=CC(C(N2C)=O)=C(C=C1)C2=O)C3=CC=C(C4=C3)C(N(C4=O)C5=CC=C(C=C5C)C6=CC=C(C=C6)C7=CC=C(C=C7)C)=O,76-90-4,0.0005,0.0005,22.55,0.505,0.792,1.6,14.5,7.4,150.0,FS,7.0,0.0,2.7045,96.8392,51.0,25.0,0.0,0.0,4.0,26.0,0.0,21.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.148148148,46.53,46.53,333.1332301,0.0,CO.C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
1964,10.1016/j.memsci.2021.119929,,,,DM300,DM,300,59.0,-37.5,0,0,Polyimide,,,0.5,Methanol,20.0,,1.23,0.34,22.0,CF,0,C1=CC(=CC(=C1)I)C#N,C1=CC(=CC(=C1)I)C#N,1.0,Unknown,CO,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,229.01999999999998,2.1628800000000004,229.01999999999998,2.1628800000000004,,,,,nf10k,OSN,1.0,1.287140341,O=C(C1=CC(C(N2C)=O)=C(C=C1)C2=O)C3=CC=C(C4=C3)C(N(C4=O)C5=CC=C(C=C5C)C6=CC=C(C=C6)C7=CC=C(C=C7)C)=O,69113-59-3,0.0005,0.0005,22.55,0.505,0.792,1.6,14.5,7.4,150.0,FS,7.0,0.0,2.16288,43.874,13.0,9.0,0.0,0.0,2.0,4.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0,23.79,23.79,129.4631645,0.0,CO.C1=CC(=CC(=C1)I)C#N
1965,10.1016/j.memsci.xxx,,,,SS336,SS,500,82.0,0.0,0,1,PDMS,"1,3,5-tris(4-carboxyphenyl)benzene",,0.5,Ethyl acetate,20.0,,2.439741329,-0.242579891,22.0,CF,0,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1,1.0,Unknown,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,438.4350000000001,5.782200000000004,438.4350000000001,5.782200000000004,,,,,nf10k,OSN,1.098066298,1.738984567,CCO[Si](OCC)(OCC)CC[Si](OCC)(O[Si](OCC)(OCC)CC[Si](OCC)(OCC)OCC)OCC,50446-44-1,0.0005,0.0005,23.75,0.677,0.902,1.78,9.1,7.7,150.0,FS,7.0,0.0,5.7822,123.6279,51.0,33.0,0.0,0.0,6.0,18.0,0.0,27.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.166666667,111.9,111.9,395.7167017,0.0,CC(OCC)=O.O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
1966,10.1016/j.memsci.2016.12.038,,,,DM500,DM,500,59.0,-31.0,0,0,,,,0.5,Acetone,30.0,,2.45,0.8788,25.0,DE,0,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)CO,1.0,Unknown,CC(=O)C,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,482.6550000000003,2.195200000000002,482.6550000000003,2.195200000000002,,,,,nf10k,OSN,,,,,,,23.32,0.618,0.784,2.85,10.0,7.6,,FS,7.0,0.0,2.1952,126.6646,83.0,33.0,0.0,0.0,9.0,50.0,0.0,24.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,22.0,0.6875,105.07,105.07,502.7721469,0.0,CC(C)=O.CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)CO
1967,10.1039/c0cp00230e,,,,SM122,SM,220,-1.0,0.0,1,1,,,,0.5,Ethanol,30.0,,2.41,0.941,25.0,DE,0,CC1(NC2=C3C(=C(C=C2)N=NC4=CC=C(C5=CC=CC=C54)N=NC6=CC=CC=C6)C=CC=C3N1)C,CC1(NC2=C3C(=C(C=C2)N=NC4=CC=C(C5=CC=CC=C54)N=NC6=CC=CC=C6)C=CC=C3N1)C,1.0,Unknown,C(C)O,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,456.5530000000001,9.397299999999998,456.5530000000001,9.397299999999998,,,,,nf10k,OSN,,,,,,,22.32,0.52,1.044,1.7,13.4,7.7,,FS,7.0,0.0,9.3973,144.0144,59.0,35.0,0.0,0.0,6.0,24.0,0.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.1,73.5,73.5,407.9349561,0.0,CCO.CC1(NC2=C3C(=C(C=C2)N=NC4=CC=C(C5=CC=CC=C54)N=NC6=CC=CC=C6)C=CC=C3N1)C
1968,10.1016/j.memsci.xxx,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,TFC,Fenbendazole,,0.5,2-propanol,20.0,,0.322751323,0.326350993,22.0,CF,0,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O,1.0,Unknown,C(C)(C)O,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,299.355,3.892400000000001,299.355,3.892400000000001,,,,,nf10k,OSN,0.990082645,1.546458739,C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,43210-67-9,0.0005,0.0005,21.79,0.624,0.786,1.68,11.5,7.7,150.0,FS,7.0,0.0,3.8924,82.6864,34.0,21.0,0.0,0.0,6.0,13.0,0.0,15.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.130434783,67.01,92.31,246.2149491,0.0,CC(O)C.COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O
1969,10.1016/j.memsci.xxx,,,,SS336,SS,500,82.0,0.0,0,1,PDMS,"2,4-Diphenyl-4-methyl-1-pentene",,0.5,2-Methyltetrahydrofuran,20.0,,8.90717603,0.697731208,22.0,CF,0,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2,1.0,Unknown,CC1CCCO1,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,236.35800000000003,5.067700000000004,236.35800000000003,5.067700000000004,,,,,nf10k,OSN,1.10106383,1.831786543,CCO[Si](OCC)(OCC)CC[Si](OCC)(O[Si](OCC)(OCC)CC[Si](OCC)(OCC)OCC)OCC,6362-80-7,0.0005,0.0005,26.4,0.685,0.854,1.38,16.9,16.9,150.0,FS,7.0,0.0,5.0677,79.561,38.0,18.0,0.0,0.0,0.0,20.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.210526316,0.0,0.0,254.9160624,0.0,CC1CCCO1.CC(C)(CC(=C)C1=CC=CC=C1)C2=CC=CC=C2
1970,10.1016/j.memsci.xxx,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,TFC,2-phenylbutanoic acid,,0.5,Ethanol,20.0,,0.227163745,0.141639293,22.0,CF,0,CCC(C1=CC=CC=C1)C(=O)O,CCC(C1=CC=CC=C1)C(=O)O,1.0,Unknown,C(C)O,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,164.20399999999995,2.2647999999999997,164.20399999999995,2.2647999999999997,,,,,nf10k,OSN,0.869186047,1.497802734,C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,90-27-7,0.0005,0.0005,22.32,0.52,1.044,1.7,13.4,7.7,150.0,FS,7.0,0.0,2.2648,47.1098,24.0,12.0,0.0,0.0,2.0,12.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.25,37.3,37.3,165.2944704,0.0,CCO.CCC(C1=CC=CC=C1)C(=O)O
1971,10.1039/c1gc15462a,,,,DM150,DM,150,59.0,0.0,0,1,,,,0.5,Ethyl acetate,30.0,,3.23,0.628,21.0,DE,0,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,1.0,Unknown,O(C(C)=O)CC,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,379.50000000000006,4.361100000000004,379.50000000000006,4.361100000000004,,,,,nf10k,OSN,,,,,,,23.75,0.677,0.902,1.78,9.1,7.7,,FS,7.0,0.0,4.3611,110.1305,57.0,28.0,0.0,0.0,4.0,29.0,0.0,24.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.193548387,38.77,38.77,371.3464973,0.0,CC(OCC)=O.COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
1972,10.1016/j.memsci.xxx,,,,DM300,DM,300,59.0,-37.5,0,0,Polyimide,4-Iodotoluene,,0.5,2-propanol,20.0,,0.066137566,0.076198792,22.0,CF,0,Cc1ccc(I)cc1,Cc1ccc(I)cc1,1.0,Unknown,C(C)(C)O,60.096,0.05,2.27,785.0,18.6,15.8,6.1,16.4,76.8,218.03700000000003,2.5996200000000007,218.03700000000003,2.5996200000000007,,,,,nf10k,OSN,1.154761905,1.338009172,O=C(C1=CC(C(N2C)=O)=C(C=C1)C2=O)C3=CC=C(C4=C3)C(N(C4=O)C5=CC=C(C=C5C)C6=CC=C(C=C6)C7=CC=C(C=C7)C)=O,624-31-7,0.0005,0.0005,21.79,0.624,0.786,1.68,11.5,7.7,150.0,FS,7.0,0.0,2.59962,43.896,15.0,8.0,0.0,0.0,1.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,123.7393218,0.0,CC(O)C.Cc1ccc(I)cc1
1973,10.1016/j.memsci.xxx,,,,DM300,DM,300,59.0,-37.5,0,0,Polyimide,Diphenylacetylene,,0.5,2-Methyltetrahydrofuran,20.0,,0.43,0.310118546,22.0,CF,0,C(#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1,1.0,Unknown,CC1CCCO1,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,178.234,3.086400000000001,178.234,3.086400000000001,,,,,nf10k,OSN,0.996441281,1.312207792,O=C(C1=CC(C(N2C)=O)=C(C=C1)C2=O)C3=CC=C(C4=C3)C(N(C4=O)C5=CC=C(C=C5C)C6=CC=C(C=C6)C7=CC=C(C=C7)C)=O,501-65-5,0.0005,0.0005,26.4,0.685,0.854,1.38,16.9,16.9,150.0,FS,7.0,0.0,3.0864,58.864,24.0,14.0,0.0,0.0,0.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,183.0956626,0.0,CC1CCCO1.C(#Cc1ccccc1)c1ccccc1
1974,10.1016/j.memsci.2021.119929,,,,DM300,DM,300,59.0,-37.5,0,0,Polyimide,Caffeine,,0.5,Methanol,20.0,,1.23,0.83,22.0,CF,0,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,1.0,Unknown,CO,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,194.194,-1.0293,194.194,-1.0293,,,,,nf10k,OSN,1.0,1.287140341,O=C(C1=CC(C(N2C)=O)=C(C=C1)C2=O)C3=CC=C(C4=C3)C(N(C4=O)C5=CC=C(C=C5C)C6=CC=C(C=C6)C7=CC=C(C=C7)C)=O,58-08-2,0.0005,0.0005,22.55,0.505,0.792,1.6,14.5,7.4,150.0,FS,7.0,0.0,-1.0293,51.196,24.0,14.0,0.0,0.0,6.0,10.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,61.82,61.82,151.4330833,0.0,CO.CN1C=NC2=C1C(=O)N(C(=O)N2C)C
1975,10.1016/j.memsci.xxx,,,,GMT-oNF-2,GMT-oNF,300,87.0,-8.0,0,0,TFC,2-phenylbutanoic acid,,0.5,Acetone,20.0,,2.065696649,0.303852428,22.0,CF,0,CCC(C1=CC=CC=C1)C(=O)O,CCC(C1=CC=CC=C1)C(=O)O,1.0,Unknown,CC(=O)C,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,164.20399999999995,2.2647999999999997,164.20399999999995,2.2647999999999997,,,,,nf10k,OSN,1.033444816,1.371517398,C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,90-27-7,0.0005,0.0005,23.32,0.618,0.784,2.85,10.0,7.6,150.0,FS,7.0,0.0,2.2648,47.1098,24.0,12.0,0.0,0.0,2.0,12.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.25,37.3,37.3,165.2944704,0.0,CC(C)=O.CCC(C1=CC=CC=C1)C(=O)O
1976,10.1016/j.memsci.xxx,,,,DM300,DM,300,59.0,-37.5,0,0,Polyimide,4-aminobenzanilide,,0.5,Methanol,10.0,,1.54,0.920375375,22.0,CF,0,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N,1.0,Unknown,CO,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,212.25199999999998,2.5210999999999997,212.25199999999998,2.5210999999999997,,,,,nf10k,OSN,1.0,1.287140341,O=C(C1=CC(C(N2C)=O)=C(C=C1)C2=O)C3=CC=C(C4=C3)C(N(C4=O)C5=CC=C(C=C5C)C6=CC=C(C=C6)C7=CC=C(C=C7)C)=O,782-45-6,0.10615,0.0005,22.55,0.505,0.792,1.6,14.5,7.4,150.0,FS,7.0,0.0,2.5211,65.2496,28.0,16.0,0.0,0.0,3.0,12.0,0.0,13.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.117647059,55.12,55.12,199.2198845,0.0,CO.C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N
1977,10.1016/j.memsci.2021.119929,,,,DM300,DM,300,59.0,-37.5,0,0,Polyimide,3-NITROPHENOL,,0.5,Methanol,10.0,,1.54,0.29,22.0,CF,0,OC1=CC=CC([N+]([O-])=O)=C1,OC1=CC=CC([N+]([O-])=O)=C1,1.0,Unknown,CO,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,139.11,1.3003999999999998,139.11,1.3003999999999998,,,,,nf10k,OSN,1.0,1.287140341,O=C(C1=CC(C(N2C)=O)=C(C=C1)C2=O)C3=CC=C(C4=C3)C(N(C4=O)C5=CC=C(C=C5C)C6=CC=C(C=C6)C7=CC=C(C=C7)C)=O,554-84-7,0.0005,0.0005,22.55,0.505,0.792,1.6,14.5,7.4,150.0,FS,7.0,0.0,1.3004,34.7612,15.0,10.0,0.0,0.0,4.0,5.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.1,63.37,63.37,115.897517,0.0,CO.OC1=CC=CC([N+]([O-])=O)=C1
