id,solute_smiles
240,C1=CC=C(C=C1)N
241,CCOC1=CC=C(OCC)C=C1
242,O=C(C1=CC=CC=C1)CBr
243,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
244,O=C1NC2=C(C=C(F)C=C2)C1=O
245,COC1=CC2=C(C=C1)C=C(C=C2)Br
246,C1=CC(=C(C(=C1)O)N)[N+](=O)[O-]
247,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C)(C)C%13=CC=CC=C%13
248,OC1=CC=CC=C1N
249,O=C1NC2=C(C=CC=C2F)C1=O
250,C1=CC=C(C=C1)C(CBr)O
251,CCCCCCCCCCCCC1=CC=CC=C1
252,OC1=CC=C(N)C=C1
253,O=C(O)C1=CN=CC=C1
254,NC1=CC=C(OC)C=C1
255,COC1=C(Br)C=C(OC)C(Br)=C1
256,CC1=CC(=C(C=C1)C#N)N
257,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1
258,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O
259,NC1=CC=C(Cl)C=C1
260,C1OC2=C(O1)C=C(C=C2)O
261,CC1=CC(O)=CC=C1
262,COC1=CC=CC=C1C
263,CC(CC(C(C)(C)C(C1=CC=CC=C1)(C)C)C2=CC=CC=C2)C3=CC=CC=C3
264,O=C(O)CCCCCCCCCCCCCCCCC
265,CCN(CCC#N)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-]
266,CC(C)(C)OC(=O)N1CCC(C1)O
267,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
268,O=C(O)C1=CC=C(F)C=C1
269,O=C(OCC(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)CCCCCCCCCCCCCCCCC
270,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C)(C)C7=CC=CC=C7
271,O=C(OC)C1=CC=C(C(OC)=O)C=C1N
272,C1CC2=CC=CC=C2C1O
273,O=C1N(CC2=CC=CC=C2)C(C3=C1C=CC=C3)=O
274,O=C(O)c1ccccc1
275,C1(C2=CC=NC=C2)=CC=NC=C1
276,BrC1=CC=CC=C1Br
277,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
278,O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC
279,NCC1=CC=CC=C1N
280,CC(C1=CC=C(C=C1)Br)O
281,CC(=O)C1=CC=CN1
282,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C
283,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C
284,O=CC1=CC(C)=CC(C)=C1
285,[O-][N+](=O)c1cccc2ccccc12
286,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
287,C1=CC(=CC2=C1C=CN2)Cl
288,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
289,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O
290,C1=C(NC(=O)N=C1)N
291,C1=C(C=C(C=C1Cl)Cl)Cl
292,Nc1cccc2ncccc12
293,Oc1cc(O)cc(O)c1
294,OC1=CC(C)=CC=C1C
295,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I
296,C1=CC2=C(C=CN2)C=C1Br
297,C12=NC3=CC=CC=C3C=C1C=CC=C2
298,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(CC(C(C)(C)C(C7=CC=CC=C7)(C)C)C8=CC=CC=C8)C9=CC=CC=C9
299,C=CCC(C(OCC)=O)(CC=C)C(OCC)=O
300,Nc1ccncc1
301,O[C@@H]1CCC2=C1C=CC=C2
302,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC
303,C1=CC(=CC=C1O)Br
304,CCOC1=CC=C(C=C1)NC(=O)C
305,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O
306,C1=CC2=C(C=CN2)C(=C1)Br
307,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C)(C)C%15=CC=CC=C%15
308,CC(C(C1=CC=CC=C1)O)N(C)C
309,C1=CC=C2C3C4=CC=CC=C4C(C2=C1)C5=CC=CC=C35
310,C1=CC(=C(C=C1[N+](=O)[O-])O)N
311,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F
312,N[C@@H](C1=CC=C(OC)C=C1)C
313,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O
314,COC1=CC(OC)=CC(OC)=C1
315,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O
316,[Cl-].CN(C)C1=CC=C(C=C1)[C+](C1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C
317,O=N(CC(C(C(OC)=O)C(OC)=O)C1=CC=CC=C1)=O
318,NC1=C2N=CC=CC2=CC=C1
319,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
320,C1=CC2=C(C(=C1)F)NC=C2
321,OCc1cc(O)cc(O)c1
322,OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4)C=CC=C3)C=C2)CCCC)Cl
323,CC1=CC(Br)=C(C)C=C1Br
324,BrC1=CC=C(Br)O1
325,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C%15=CC=CC=C%15)CC(C%16=CC=CC=C%16)CC(C)(C)C%17=CC=CC=C%17
326,Cc1cccc(Br)c1
327,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O
328,C1=CC(=CN=C1)C(=O)N
329,C1(C2=NC=CC=C2)=CC=CC=N1
330,CC1=CC(=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O)C
331,C1=CC(=CN=C1)CCCO
332,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C)(C)C6=CC=CC=C6
333,OC1=CC=CC=C1C2=CC=CC=C2
334,C1=CC2=C(C=C1Br)C(=O)C(=O)N2
335,CCOC1=CC=C(C=C1)OCC
336,O=[N+](C1=C(F)C=C(F)C([N+]([O-])=O)=C1)[O-]
337,OC1=CC=C(O)C=C1C(C)(C)C
338,CC1=NC(C)=CC=C1
339,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
340,CC(C(C)(C)C(C1=CC=CC=C1)(C)C)C2=CC=CC=C2
341,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl
342,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1
343,C1=CC2=C(C=C1O)NC=N2
344,NC1=CC=C(F)C=C1
345,CCN(CCO)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-]
346,C1=CC(=CC=C1N)Br
347,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F
348,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
349,C1=CC2=C(C=CN2)C=C1Cl
350,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1
351,O=C(OC)C(C)(CC(C)(CC(C)C(OC)=O)C(OC)=O)C
352,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C
353,CCCCCCCCCCCCCCCCCC
354,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1
355,CC1=CC=C(C=C1)C#C
356,N[C@H](C1=CC=CC=C1)CO
357,C1=CC=C(C=C1)C=CC2=CC=CC=C2
358,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C)(C)C8=CC=CC=C8
359,N#CC1=CC(Cl)=C(Cl)C=C1C#N
360,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)C#N
361,BrCC1=CC=C(C=C1)CBr
362,C1=CC2=C(C=CC(=C2)Cl)N=C1
363,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
364,CC1=CC=C(C=C1)I
365,C1COC2=C(O1)C=CC(=C2)Br
366,NC1=CC=CC=C1C(O)=O
367,CC(=O)C1=NC(=CC=C1)C(=O)C
368,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
369,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C
370,OC1=CC=C(NC(C)=O)C=C1
371,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N
372,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N
373,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
374,BrC1=CC=CC(Br)=N1
375,Nc1cccc(O)c1
376,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C
377,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)CO
378,C1=CC2=C(C=C1C(=O)O)NC=N2
379,CN(C1=CC=CC=C1)C(=O)C2=CC=CC=C2
380,COC1=CC(=C(C=C1)OC)C=O
381,Brc1ccccc1
382,CC(C1=CC2=CC=C(C(C)C)C=C2C=C1)C
383,CCCCCCCI
384,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F
385,OS(C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N(C)C)(=O)=O
386,C1=CC(=C(C=C1[N+](=O)[O-])N)Br
387,C=Cc1ccc(C(C)(C)C)cc1
388,O=C(N1O)C2=CC=CC=C2C1=O
389,CC1=NC2=C(N1)C=C(C=C2)N
390,CC1=CC(Br)=C(Br)C=C1C
391,CC1=CN=C(C=C1)C2=NC=C(C=C2)C
392,O=C(N1C2=CC=CC=C2)C=CC1=O
393,C1=CC2=C(C=CN2)C(=C1)O
394,CC(C)OC1=CC=CC=C1C=[Ru](Cl)Cl.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3
395,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O
396,FC1=CC=C(F)C([N+]([O-])=O)=C1
397,CCCCN1CCCC1=O
398,CC1=CC(O)=CC(C)=C1N
399,O=C(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2
400,OC1=CC=CC(O)=C1
401,C1CC=CC(=O)C1
402,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F
403,CCCCCCCCCCCCCCCC
404,CC(=O)c1ccc(Br)cc1
405,CCN(CCO)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])Cl
406,O=C(O)[C@H]1NC[C@H](C2CCCCC2)C1
407,C=CCCCCCCCCC#N
408,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O
409,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C)(C)C%14=CC=CC=C%14
410,NC1=CC(F)=C(F)C=C1[N+]([O-])=O
411,FC(C(C=C1)=CC=C1C2N=C(C3=CC=C(C(F)(F)F)C=C3)NC2C4=CC=C(C(F)(F)F)C=C4)(F)F
412,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
413,C1=CC=C(C(=C1)N)Cl
414,C1=CC=C(C=C1)C(CO)O
415,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
416,NC1=CC(OC)=CC(OC)=C1
417,COC1=CC=C(C=C1)OC
418,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1
419,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)OC
420,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
421,C1=CC=C2C(=C1)C(C3=CC=CC=C32)O
422,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13
423,O=C(OCC(COC(CCCCCCC/C=C/CCCCCCCC)=O)OC(CCCCCCC/C=C/CCCCCCCC)=O)CCCCCCC/C=C/CCCCCCCC
424,Brc1cc(Br)cc(Br)c1
425,c1ccc(-c2ccccc2)cc1
426,CC1=CC(=CC(=C1N)C)Br
427,OC1CCC2=C1C=CC=C2
428,NC(C)C1=CC=CC=C1
429,OCC[P](CCCC)(CCCC)CCCC.[I]
430,CC1(C(OC)=O)CCC1(C(OC)=O)C
431,O=C(NC1=C(C)C=CC=C1)C(C)(C)C
432,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)OC
433,O=CC1=CC=C(C(F)(F)F)C=C1
434,OC1=CC([N+]([O-])=O)=CC=C1N
435,COC(=O)C1=C(C=CC(=C1)Br)Br
436,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C%15=CC=CC=C%15)CC(C)(C)C%16=CC=CC=C%16
437,COC1=C(C=C2C(=C1)CCC2=O)OC
438,OCc1c2ccccc2cc3ccccc13
439,O=[N+](C1=CC=C(Cl)C=C1)[O-]
440,ClC1=CN=CC(Cl)=N1
441,CC(=O)C1=CC(=C(C(=C1)OC)OC)OC
442,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O
443,COc1ncc(Br)cn1
444,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C)(C)C%12=CC=CC=C%12
445,[O-][N+](=O)c1ccccc1Cl
446,C1CC=CC(C1)O
447,CC1=C(N=C(C(=N1)C)C)C
448,COC1=CC(OC)=CC(Br)=C1
449,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
450,COc1ccc(cc1)[N+]([O-])=O
451,C(OCc1ccccc1)c2ccccc2
452,O=C1NC2=C(C=C(Br)C=C2)C1=O
453,OC(=O)c1ccccc1SSc2ccccc2C(O)=O
454,CN/C(NCCSCC1=CSC(CN(C)C)=N1)=C\[N+]([O-])=O
455,CC(CCC=C(C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)OC(=O)C=CC6=CC(=C(C=C6)O)OC)C)C
456,Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C
457,COC(=O)C1=C2C=CNC2=CC=C1
458,C1=CNC2=CC(=CC(=C21)F)F
459,CCCCCCOC1=C(C2=CC=CC=C2C=C1)N=NC3=C(C=C(C=C3)N=NC4=CC=CC=C4C)C
460,CN(C)C(=N)N=C(N)N
461,N#CC1=CC=C([N+]([O-])=O)C=C1
462,NC1=C(C(S(O)(=O)=O)=CC2=C1C(O)=C(C(S(O)(=O)=O)=C2)/N=N/C3=CC=CC=C3)/N=N/C4=CC=C(C=C4)[N+]([O-])=O
463,O=C1NC2=CC=C([N+]([O-])=O)C=C2C1
464,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl
465,O=C(C1=CC=C2C=C(C(OC)=O)C=CC2=C1)OC
466,OC1=C(N)C=C(N)C(O)=C1
467,C12=CC=CC=C1OCCO2
468,ClC1=NN=C(Cl)C=C1
469,C(C1=C(C(=C(C(=C1F)F)CO)F)F)O
470,CCCCC(CC)Cn1c2ccc(C=O)cc2c2cc(C=O)ccc21
471,C1=CC=C(C(=C1)C(=O)O)F
472,C=C(N)NC1=C2C=CC=CC2=CC=C1
473,CC1=CC2=C(C=C1)N=CC=C2
474,BrC1=CC=C(/C=C(Br)/N(=O)=O)O1
475,COC1=CC2=C(C=C1)C=CN2
476,COC1=CC=CC=C1OC
477,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C)(C)C4=CC=CC=C4
478,O=C(O)C1=C(C)C=C(C)C=C1C
479,C1=CC(=CC2=C1C=CN2)C(=O)O
480,COC1=CC2=C(C=C1)N=CN2
481,C1=CC=C(C=C1)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C2=CC=CC=C2)C(=O)O
482,NCCC1=CNC2=CC=CC=C12
483,C1CC(OC1)N2C=C(C(=O)NC2=O)F
484,NC1=CC=C(OC)C(OC)=C1
485,CC1=CC(=CC(=C1N)C)C#N
486,O=C1N[S](=O)(=O)c2ccccc12
487,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21
488,CC1=CC(=CC(=C1)Br)Br
489,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O
490,C1=C2C(=CC(=C1Cl)Cl)N=CN2
491,C1=C(SC(=C1)C=O)C=O
492,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
493,OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O
494,OC(CC1=C(C=CC=C1)NC2=C(C=CC=C2Cl)Cl)=O
495,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
496,CC1=CC2=C(C=C1)NC=C2
497,COC1=CC=C(C=C1)C=O
498,BrC1=CN=C(Br)C=C1
499,CC1=CC(=O)OC2=CC(=CC(=C12)O)O
500,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O
501,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O
502,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O
503,CC1=NC2=CC(=C(C=C2N1)Cl)Cl
504,CC1=NC(N)=CC=C1Br
505,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-]
506,CC(=O)[O-].CC(=O)[O-].[Pd+2]
507,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
508,C1=CC2=C(C=C1F)NC(=S)N2
509,OC(CCCCCCC/C=C/CCCCCCCC)=O
510,CN(C)C1=CC=CC=C1Br
511,COC1=CC=C(OC)C(CO)=C1
512,C1=CC2=C(C=CN2)C(=C1)N
513,CCC(C1=CC=CC=C1)=O
514,OCCN(C1=NC2=C(C(N3CCCCC3)=N1)N=C(N(CCO)CCO)N=C2N4CCCCC4)CCO
515,[H][C@@]1([C@@H](C2=CC=NC3=CC=C(C=C23)O)OC(C45CC6CC(C5)CC(C6)C4)=O)C[C@@H]7CC[N@]1C[C@@H]7C=C
516,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl
517,C1=CN=C(C=C1Br)C2=NC=CC(=C2)Br
518,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
519,O=[N+](C1=CC=C(I)C=C1)[O-]
520,CC1=C(C2=CC(F)=CC=C2/C1=CC3=CC=C(S(C)=O)C=C3)CC(O)=O
521,C1=CC2=C(C=CN2)C(=C1)F
522,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-]
523,IC1=CC=C(I)C=C1
524,NC1=CC(C)=CC=C1C
525,OC1=CC=C([N+]([O-])=O)C=C1
526,OC1=CC=C(C2=CC(C3=CC=C(O)C=C3)=CC(C4=CC=C(O)C=C4)=C2)C=C1
527,COC1=CC=C(C=C1)I
528,CCCC[N+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F
529,CCCCCCCCCCCC
530,Cc1cc(O)cc(C)c1C
531,NC(=O)c1ccccc1N
532,C1=CC(=C(C=C1/C=C/C(=O)O)O)O
533,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O
534,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2
535,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)CO
536,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
537,C12C3=C(C=CC=C3)C(C4=C2C=CC=C4)C5=C1C=CC=C5
538,CC=CC1=CC=C(C=C1)OC
539,O=C(N(OC(C1CCCCC1)=O)C2=O)C3=C2C=CC=C3
540,C1=CC2=C(NC=C2C(=O)O)N=C1
541,C1(NC2=CC=CC=C2)=CC=CC=C1
542,CCCCCCCCC=CCCCCCCCCN
543,O=C(N(OC(C1CC1)=O)C2=O)C3=C2C=CC=C3
544,Clc1cccc2C(=O)c3cccc(Cl)c3C(=O)c12
545,NC1=CC(C)=C(N)C=C1C
546,COc1ccc(O)cc1
547,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
548,[O-][N+](=O)c1ccc(Cl)cc1
549,C1=C(C=C(C=C1N)N)C(F)(F)F
550,C1=CC2=C(C=C1Br)NC(=O)N2
551,C1=C(NC=N1)CCN
552,C1=CC2=C(C=CC(=C2)F)N=C1
553,C1=CC2=C(C=CN2)C=C1O
554,CC1=C(C=CC(=C1)C2(C3=CC=CC=C3C4=CC=CC=C42)C5=CC(=C(C=C5)N)C)N
555,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(CC(C(C)(C)C(C5=CC=CC=C5)(C)C)C6=CC=CC=C6)C7=CC=CC=C7
556,Oc1ccccc1[N+]([O-])=O
557,CCCCCCCCCCCCCCCC(O)=O
558,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
559,CN/C(NCCSCC1=CC=C(O1)CN(C)C)=C[N+]([O-])=O
560,C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl
561,CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O
562,CC1=CC=C(C=C1)[N+](=O)[O-]
563,Nc1ccc(cc1)C(O)=O
564,CC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
565,OC(=O)c1ccc(cc1)[N+]([O-])=O
566,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-]
567,NC1=CN=C(N)C=C1
568,CCN(CCOC(=O)C(=C)C)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])Cl
569,C1=CC(=C(C(=C1)O)O)O
570,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
571,C1=CC=C2C(=C1)C3=C(N2)C=CC(=C3)Br
572,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
573,C1C2=C(C=CC(=C2)Br)NC1=O
574,CC1=C(C(=CC=C1)C)Br
575,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
576,CC(N)=S
577,OC1=CC=CC=C1CC2=CC=CC=C2
578,OC1=C(O)C=C2C=CC=CC2=C1
579,Oc1cccc(c1)[N+]([O-])=O
580,C[C@H]1/C=C/C=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C
581,C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-]
582,O=C(OC)C(C)(CC(C)(CC(C)C(OC)=O)C(OC)=O)CC(C)(C(OC)=O)C
583,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
584,C1=CC(=C(C=C1Br)C(=O)O)N
585,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)C)OC
586,C1=CC=C(C=C1)NC2=CC=C(C=C2)N=NC3=CC=C(C=C3)[N+](=O)[O-]
587,C1=CC2=C(C=C1N)NC(=O)N2
