id,solute_smiles
217,O=C1NC2=C(C=CC(Br)=C2)C1
218,BrC1=CC=C(C(OC)=O)C=C1
219,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
220,C1=CC(=CC(=C1)I)C#N
221,O=C(O)c1ccc(-c2cc(-c3ccc(C(=O)O)cc3)cc(-c3ccc(C(=O)O)cc3)c2)cc1
222,CC1(NC2=C3C(=C(C=C2)N=NC4=CC=C(C5=CC=CC=C54)N=NC6=CC=CC=C6)C=CC=C3N1)C
223,COC(NC1=NC2=C(C=C(SC3=CC=CC=C3)C=C2)N1)=O
224,CCC(C1=CC=CC=C1)C(=O)O
225,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
226,C1CC2=CC=CC=C2C1O
227,C(#Cc1ccccc1)c1ccccc1
228,OCCC1=C2C=CC=CC2=CC3=CC=CC=C13
229,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
230,C1=CC=C(C=C1)NC(=O)C2=CC=C(C=C2)N
231,OC1=CC=CC([N+]([O-])=O)=C1
232,C#Cc1ccc(C)cc1
233,O=C(O)C1=CC=C(C(O)=O)C=C1
234,NC1=CC=CC(N)=N1
235,CCCCCCCCCCCCCCCC(OCC(COC(CCCCCCCCCCCCCCC)=O)OC(CCCCCCCCCCCCCCC)=O)=O
236,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)C)C)C)C)OC
237,C=C(C1=CC=CC=C1)CC(C)(C)C2=CC=CC=C2
238,CC1=CC(=CC(=C1)C)C
239,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5
240,OCCC1=C(C)[N+](CC2=CN=C(C)N=C2N)=CS1
241,CN1C=CC2=C1C=CC(=C2)Br
242,C1COC2=C(C=CC=C2O1)N
243,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C)(C)C%10=CC=CC=C%10
244,C1=CC=NC(=C1)C2=CC=CC=N2
245,C#Cc1ccccc1
246,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C
247,CC(N)=O
248,FC(F)(F)C(C1=CC=C(C=C1)N)(C2=CC=C(C=C2)N)C(F)(F)F
249,C#CC1=CC=C(C=C1)C#C
250,c1ccc(-c2nc3ccccc3[nH]2)cc1
251,COC(=O)C1=CC=C(C=C1)I
252,c1ccc2c(c1)Cc1ccccc1-2
253,C1CC(OC1)N2C=C(C(=O)NC2=O)F
254,O=CC1=CC=C(O)C=C1
255,C1=CC2=C(C=CC=C2N)C(=C1)N
256,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O
257,C1=CC2=C(C=C1N)NC(=S)N2
258,O=CC1=CC=C(C)O1
259,OC1=CC(Br)=C(O)C=C1Br
260,CN/C(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O
261,C1N2CN3CN1CN(C2)C3
262,O=[N+](C1=C(Br)SC(Br)=C1[N+]([O-])=O)[O-]
263,CCC1=C(C2=CC=C(Cl)C=C2)C(N)=NC(N)=N1
264,CCOC1=CC=C(OCC)C=C1
265,O=C(C1=CC=CC=C1)CBr
266,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1
267,O=C1NC2=C(C=C(F)C=C2)C1=O
268,COC1=CC2=C(C=C1)C=C(C=C2)Br
269,C1=CC(=C(C(=C1)O)N)[N+](=O)[O-]
270,OC1=CC=CC=C1N
271,O=C1NC2=C(C=CC=C2F)C1=O
272,C1=CC=C(C=C1)C(CBr)O
273,CCCCCCCCCCCCC1=CC=CC=C1
274,OC1=CC=C(N)C=C1
275,CC(C1=CC=CC=C1)CC(CC(C(C)(C)C(C2=CC=CC=C2)(C)C)C3=CC=CC=C3)C4=CC=CC=C4
276,O=C(O)C1=CN=CC=C1
277,CCCCCCCCCCCCCCCC
278,NC1=CC=C(OC)C=C1
279,COC1=C(Br)C=C(OC)C(Br)=C1
280,CC1=CC(Br)=C(Br)C=C1C
281,CC1=CC(=C(C=C1)C#N)N
282,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1
283,Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
284,CCN(C1=CC2=C(C=C1C3=O)OCO2)C=C3C(O)=O
285,NC1=CC=C(Cl)C=C1
286,CCCCCCCCCCCCCCCCCCCCCCCCCCCC
287,C1OC2=C(O1)C=C(C=C2)O
288,CC1=CC(O)=CC=C1
289,COC1=CC=CC=C1C
290,CC(CC(C(C)(C)C(C1=CC=CC=C1)(C)C)C2=CC=CC=C2)C3=CC=CC=C3
291,O=C(O)CCCCCCCCCCCCCCCCC
292,CCN(CCC#N)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-]
293,CC(C)(C)OC(=O)N1CCC(C1)O
294,NC1=CC(C)=CC=C1C
295,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
296,COC(=O)c1ccc(cc1)C(=O)OC
297,CC(C1=CC=C(C=C1)Br)O
298,O=C(O)C1=CC=C(F)C=C1
299,O=C(OCC(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O)CCCCCCCCCCCCCCCCC
300,O=C(OC)C1=CC=C(C(OC)=O)C=C1N
301,O=C1N(CC2=CC=CC=C2)C(C3=C1C=CC=C3)=O
302,O=C(O)c1ccccc1
303,C1(C2=CC=NC=C2)=CC=NC=C1
304,BrC1=CC=CC=C1Br
305,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
306,O=C(OCC(OC(=O)CCCCCCC\C=C/CCCCCCCC)COC(=O)CCCCCCC\C=C/CCCCCCCC)CCCCCCC\C=C/CCCCCCCC
307,NCC1=CC=CC=C1N
308,CC(=O)C1=CC=CN1
309,C[C@H]1/C=C/C=C(\C(=O)NC\2=C(C3=C(C(=C4C(=C3C(=O)/C2=C/NN5CCN(CC5)C)C(=O)[C@](O4)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)/C
310,CC(C)C1=CC(=CC(=C1)C(C)C)C(C)C
311,O=CC1=CC(C)=CC(C)=C1
312,[O-][N+](=O)c1cccc2ccccc12
313,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(CC(C(C)(C)C(C8=CC=CC=C8)(C)C)C9=CC=CC=C9)C%10=CC=CC=C%10
314,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
315,CCCCCCCCCCCCCCCCCCCCCCCC
316,C1=CC(=CC2=C1C=CN2)Cl
317,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
318,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C%15=CC=CC=C%15)CC(C%16=CC=CC=C%16)CC(C)(C)C%17=CC=CC=C%17
319,O=C([C@H](C1=CC2=CC=C(OC)C=C2C=C1)C)O
320,C1=C(NC(=O)N=C1)N
321,C1=C(C=C(C=C1Cl)Cl)Cl
322,C1=CC(=C(C=C1[N+](=O)[O-])N)Br
323,C1=C(C=C(C=C1N)N)C(F)(F)F
324,Nc1cccc2ncccc12
325,Oc1cc(O)cc(O)c1
326,C1=CC=C2C(=C1)C(=O)OC23C4=CC(=C(C(=C4OC5=C(C(=C(C=C35)I)O)I)I)O)I
327,C1=CC2=C(C=CN2)C=C1Br
328,C12=NC3=CC=CC=C3C=C1C=CC=C2
329,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(CC(C(C)(C)C(C7=CC=CC=C7)(C)C)C8=CC=CC=C8)C9=CC=CC=C9
330,C=CCC(C(OCC)=O)(CC=C)C(OCC)=O
331,Nc1ccncc1
332,O[C@@H]1CCC2=C1C=CC=C2
333,O=C(C1=CC(Br)=C(O)C(Br)=C1)C2=C(OC3=C2C=CC=C3)CC
334,C1=CC(=CC=C1O)Br
335,CCOC1=CC=C(C=C1)NC(=O)C
336,O=C(C(C)=C1)C(C=CC=C2)=C2C1=O
337,C1=CC2=C(C=CN2)C(=C1)Br
338,COC1=CC(OC)=CC(OC)=C1
339,CC(C(C1=CC=CC=C1)O)N(C)C
340,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)C)C)OC
341,NC1=CC(OC)=CC(OC)=C1
342,C1=CC(=C(C=C1[N+](=O)[O-])O)N
343,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
344,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F
345,N[C@@H](C1=CC=C(OC)C=C1)C
346,O=C(C1=C(C=CC=C1)/N=N/C2=CC=C(C=C2)N(C)C)O
347,CC(CC1=CC=C(C(C(O)=O)C)C=C1)C
348,CC(C)(C)C(CCC1=CC=C(C=C1)Cl)(CN2C=NC=N2)O
349,[Cl-].CN(C)C1=CC=C(C=C1)[C+](C1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C
350,O=N(CC(C(C(OC)=O)C(OC)=O)C1=CC=CC=C1)=O
351,NC1=C2N=CC=CC2=CC=C1
352,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN
353,C1=CC2=C(C(=C1)F)NC=C2
354,OCc1cc(O)cc(O)c1
355,OCC1=C(N=C(N1CC2=CC=C(C3=C(C4=NN=NN4)C=CC=C3)C=C2)CCCC)Cl
356,CC1=CC(Br)=C(C)C=C1Br
357,BrC1=CC=C(Br)O1
358,Cc1cccc(Br)c1
359,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O
360,C1=CC(=CN=C1)C(=O)N
361,C1(C2=NC=CC=C2)=CC=CC=N1
362,CC1=CC(=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O)C
363,C1=CC(=CN=C1)CCCO
364,OC1=CC=CC=C1C2=CC=CC=C2
365,C1=CC2=C(C=C1Br)C(=O)C(=O)N2
366,CCOC1=CC=C(C=C1)OCC
367,O=[N+](C1=C(F)C=C(F)C([N+]([O-])=O)=C1)[O-]
368,OC1=CC=C(O)C=C1C(C)(C)C
369,CC1=NC(C)=CC=C1
370,C/C/1=C\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
371,CC(C(C)(C)C(C1=CC=CC=C1)(C)C)C2=CC=CC=C2
372,CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl
373,CC1=CC(NS(=O)(C2=CC=C(C=C2)N)=O)=NO1
374,C1=CC2=C(C=C1O)NC=N2
375,NC1=CC=C(F)C=C1
376,CCN(CCO)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-]
377,C1=CC(=CC=C1N)Br
378,FC(F)(F)C(C1=CC=C(C=C1)C(O)=O)(C2=CC=C(C=C2)C(O)=O)C(F)(F)F
379,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
380,C1=CC2=C(C=CN2)C=C1Cl
381,O=C1OC2=C(C=CC(N(CC)CC)=C2)C(C)=C1
382,O=C(OC)C(C)(CC(C)(CC(C)C(OC)=O)C(OC)=O)CC(C)(C(OC)=O)C
383,CCCCCCCCCCCCCCCCCC
384,CC1=CC=C(NC2=CC=C(C)C=C2)C=C1
385,CC1=CC=C(C=C1)C#C
386,N[C@H](C1=CC=CC=C1)CO
387,C1=CC=C(C=C1)C=CC2=CC=CC=C2
388,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C)(C)C8=CC=CC=C8
389,N#CC1=CC(Cl)=C(Cl)C=C1C#N
390,C1=CC(=CC=C1C#N)C2=CC=C(C=C2)C#N
391,BrCC1=CC=C(C=C1)CBr
392,N#CC1=CC=C([N+]([O-])=O)C=C1
393,C1=CC2=C(C=CC(=C2)Cl)N=C1
394,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
395,CC1=CC=C(C=C1)I
396,C1COC2=C(O1)C=CC(=C2)Br
397,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C%15=CC=CC=C%15)CC(C)(C)C%16=CC=CC=C%16
398,NC1=CC=CC=C1C(O)=O
399,CC(=O)C1=NC(=CC=C1)C(=O)C
400,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
401,C[C@H]1/C=C/C=C(\C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(O/C=C/[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)/C
402,C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)N)N
403,FC(F)(F)C(C1=CC=C(O)C=C1)(C2=CC=C(O)C=C2)C(F)(F)F
404,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl
405,C1=CC(=C(C=C1C(=O)O)[N+](=O)[O-])N
406,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21
407,BrC1=CC=CC(Br)=N1
408,Nc1cccc(O)c1
409,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)OC(=O)C5=CC=CO5)C)O)Cl)C
410,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)CO
411,C1=CC2=C(C=C1C(=O)O)NC=N2
412,O=C(C1=CC=C(O)C=C1)C2=CC=C(O)C=C2
413,CN(C1=CC=CC=C1)C(=O)C2=CC=CC=C2
414,COC1=CC(=C(C=C1)OC)C=O
415,Brc1ccccc1
416,CC(C1=CC2=CC=C(C(C)C)C=C2C=C1)C
417,CCCCCCCI
418,O=C(C1=C(F)C(F)=C(F)C(F)=C1F)C2=C(F)C(F)=C(F)C(F)=C2F
419,OS(C1=CC=C(C=C1)/N=N/C2=CC=C(C=C2)N(C)C)(=O)=O
420,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)C)C)C)C)C)C)OC
421,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
422,C=Cc1ccc(C(C)(C)C)cc1
423,O=C(N1O)C2=CC=CC=C2C1=O
424,CC1=NC2=C(N1)C=C(C=C2)N
425,O=C(N1C2=CC=CC=C2)C=CC1=O
426,C1=CC2=C(C=CN2)C(=C1)O
427,CC(C)OC1=CC=CC=C1C=[Ru](Cl)Cl.C1CCC(CC1)P(C2CCCCC2)C3CCCCC3
428,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)O
429,FC1=CC=C(F)C([N+]([O-])=O)=C1
430,CCCCN1CCCC1=O
431,CC1=CC(O)=CC(C)=C1N
432,OC1=CC=CC(O)=C1
433,C1CC=CC(=O)C1
434,CC(=O)c1ccc(Br)cc1
435,CCN(CCO)C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)[N+](=O)[O-])Cl
436,O=C(O)[C@H]1NC[C@H](C2CCCCC2)C1
437,C=CCCCCCCCCC#N
438,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O
439,NC1=CC(F)=C(F)C=C1[N+]([O-])=O
440,FC(C(C=C1)=CC=C1C2N=C(C3=CC=C(C(F)(F)F)C=C3)NC2C4=CC=C(C(F)(F)F)C=C4)(F)F
441,O=C(CN1)NCC1=O
442,C1=CC=C(C(=C1)N)Cl
443,C1=CC=C(C=C1)C(CO)O
444,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)OC
445,NC(C1=C(O)C=CC=C1)=O
446,COC1=CC=C(C=C1)OC
447,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1
448,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)OC
449,C1=CC=C2C(=C1)C(C3=CC=CC=C32)O
450,O=C(OCC(COC(CCCCCCC/C=C/CCCCCCCC)=O)OC(CCCCCCC/C=C/CCCCCCCC)=O)CCCCCCC/C=C/CCCCCCCC
451,c1ccc(-c2ccccc2)cc1
452,CC1=CC(=CC(=C1N)C)Br
453,OC1CCC2=C1C=CC=C2
454,NC(C)C1=CC=CC=C1
455,OCC[P](CCCC)(CCCC)CCCC.[I]
456,CC1(C(OC)=O)CCC1(C(OC)=O)C
457,O=C(NC1=C(C)C=CC=C1)C(C)(C)C
458,O=CC1=CC=C(C(F)(F)F)C=C1
459,OC1=CC([N+]([O-])=O)=CC=C1N
460,COC(=O)C1=C(C=CC(=C1)Br)Br
461,CC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
462,COC1=C(C=C2C(=C1)CCC2=O)OC
463,CC1=NC2=CC(=C(C=C2N1)Cl)Cl
464,OCc1c2ccccc2cc3ccccc13
465,O=[N+](C1=CC=C(Cl)C=C1)[O-]
466,ClC1=CN=CC(Cl)=N1
467,CC(=O)C1=CC(=C(C(=C1)OC)OC)OC
468,O=C(O)C1=CC(SSC2=CC=C([N+]([O-])=O)C(C(O)=O)=C2)=CC=C1[N+]([O-])=O
469,COc1ncc(Br)cn1
470,[O-][N+](=O)c1ccccc1Cl
471,C1CC=CC(C1)O
472,CC1=C(N=C(C(=N1)C)C)C
473,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C
474,C1=CC2=C(C=C1F)NC(=S)N2
475,COc1ccc(cc1)[N+]([O-])=O
476,C(OCc1ccccc1)c2ccccc2
477,O=C1NC2=C(C=C(Br)C=C2)C1=O
478,OC(=O)c1ccccc1SSc2ccccc2C(O)=O
479,CN/C(NCCSCC1=CSC(CN(C)C)=N1)=C\[N+]([O-])=O
480,CC(CCC=C(C)C)C1CCC2(C1(CCC34C2CCC5C3(C4)CCC(C5(C)C)OC(=O)C=CC6=CC(=C(C=C6)O)OC)C)C
481,Cc1cc(nc(c1)C(C)(C)C)C(C)(C)C
482,COC(=O)C1=C2C=CNC2=CC=C1
483,C1=CNC2=CC(=CC(=C21)F)F
484,CCCCCCOC1=C(C2=CC=CC=C2C=C1)N=NC3=C(C=C(C=C3)N=NC4=CC=CC=C4C)C
485,CN(C)C(=N)N=C(N)N
486,NC1=C(C(S(O)(=O)=O)=CC2=C1C(O)=C(C(S(O)(=O)=O)=C2)/N=N/C3=CC=CC=C3)/N=N/C4=CC=C(C=C4)[N+]([O-])=O
487,O=C1NC2=CC=C([N+]([O-])=O)C=C2C1
488,C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl
489,O=C(C1=CC=C2C=C(C(OC)=O)C=CC2=C1)OC
490,OC1=C(N)C=C(N)C(O)=C1
491,C12=CC=CC=C1OCCO2
492,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(CC(C(C)(C)C(C3=CC=CC=C3)(C)C)C4=CC=CC=C4)C5=CC=CC=C5
493,ClC1=NN=C(Cl)C=C1
494,C(C1=C(C(=C(C(=C1F)F)CO)F)F)O
495,CCCCC(CC)Cn1c2ccc(C=O)cc2c2cc(C=O)ccc21
496,C1=CC=C(C(=C1)C(=O)O)F
497,C1C2=C(C=CC(=C2)Br)NC1=O
498,C=C(N)NC1=C2C=CC=CC2=CC=C1
499,CC1=CC2=C(C=C1)N=CC=C2
500,BrC1=CC=C(/C=C(Br)/N(=O)=O)O1
501,COC1=CC2=C(C=C1)C=CN2
502,COC1=CC=CC=C1OC
503,O=C(O)C1=C(C)C=C(C)C=C1C
504,C1=CC(=CC2=C1C=CN2)C(=O)O
505,COC1=CC2=C(C=C1)N=CN2
506,C1=CC2=C(C(=C1)Cl)NC=C2
507,C1=CC=C(C=C1)C(=O)O[C@H]([C@H](C(=O)O)OC(=O)C2=CC=CC=C2)C(=O)O
508,NCCC1=CNC2=CC=CC=C12
509,NC1=CC=C(OC)C(OC)=C1
510,CC1=CC(=CC(=C1N)C)C#N
511,O=C1N[S](=O)(=O)c2ccccc12
512,Cc1cc(O)c(C(C)C)cc1C1(c2cc(C(C)C)c(O)cc2C)OS(=O)(=O)c2ccccc21
513,CC1=CC(=CC(=C1)Br)Br
514,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3)O
515,C1=C(SC(=C1)C=O)C=O
516,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
517,OC1=CC=C(C=C1)C(C)(C)C2=CC=C(C=C2)O
518,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
519,CC1=CC2=C(C=C1)NC=C2
520,COC1=CC=C(C=C1)C=O
521,BrC1=CN=C(Br)C=C1
522,CC1=CC(=O)OC2=CC(=CC(=C12)O)O
523,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C(=O)O
524,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O
525,CN1C(C(NC2=CC=CC=N2)=O)=C(C3=C(S1(=O)=O)C=CS3)O
526,CC1=NC(N)=CC=C1Br
527,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(C%15=CC=CC=C%15)CC(C%16=CC=CC=C%16)CC(C%17=CC=CC=C%17)CC(C)(C)C%18=CC=CC=C%18
528,CN(C)C1=CC=C(C=C1)C(=C2C=CC(=[N+](C)C)C=C2)C3=CC=C(C=C3)N(C)C.[Cl-]
529,CC(=O)[O-].CC(=O)[O-].[Pd+2]
530,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
531,OC(CCCCCCC/C=C/CCCCCCCC)=O
532,CN(C)C1=CC=CC=C1Br
533,COC1=CC=C(OC)C(CO)=C1
534,C1=CC2=C(C=CN2)C(=C1)N
535,CCC(C1=CC=CC=C1)=O
536,OCCN(C1=NC2=C(C(N3CCCCC3)=N1)N=C(N(CCO)CCO)N=C2N4CCCCC4)CCO
537,[H][C@@]1([C@@H](C2=CC=NC3=CC=C(C=C23)O)OC(C45CC6CC(C5)CC(C6)C4)=O)C[C@@H]7CC[N@]1C[C@@H]7C=C
538,CNC(=N[N+](=O)[O-])NCC1=CN=C(S1)Cl
539,C1=CN=C(C=C1Br)C2=NC=CC(=C2)Br
540,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(C8=CC=CC=C8)CC(C9=CC=CC=C9)CC(C%10=CC=CC=C%10)CC(C%11=CC=CC=C%11)CC(C%12=CC=CC=C%12)CC(C%13=CC=CC=C%13)CC(C%14=CC=CC=C%14)CC(CC(C(C)(C)C(C%15=CC=CC=C%15)(C)C)C%16=CC=CC=C%16)C%17=CC=CC=C%17
541,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO
542,COC1=C(C=CC(=C1)Br)C=O
543,O=[N+](C1=CC=C(I)C=C1)[O-]
544,CC1=C(C2=CC(F)=CC=C2/C1=CC3=CC=C(S(C)=O)C=C3)CC(O)=O
545,C1=CC2=C(C=CN2)C(=C1)F
546,NC1=CC=CC(N)=C1
547,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.CCCCCCCCCC(=O)[O-]
548,IC1=CC=C(I)C=C1
549,OC1=CC=C([N+]([O-])=O)C=C1
550,OC1=CC=C(C2=CC(C3=CC=C(O)C=C3)=CC(C4=CC=C(O)C=C4)=C2)C=C1
551,COC1=CC=C(C=C1)I
552,CCCC[N+](CCCC)(CCCC)CCCC.F[P-](F)(F)(F)(F)F
553,Cc1cc(O)cc(C)c1C
554,NC(=O)c1ccccc1N
555,C1=CC(=C(C=C1/C=C/C(=O)O)O)O
556,CCN(CC)C(C1=CC=CC(C(N(CC)CC)=O)=C1)=O
557,O=C(C(CC(CC(C(OC)=O)C)(C(OC)=O)C)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(CC(C(OC)=O)(C)C)C)C)C)C)C)C)OC
558,O=C1C2=C(C3=C1C=C(Br)C=C3)C=CC(Br)=C2
559,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)CO
560,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
561,CCCC(C1=CC=CC=C1)C(CCC)C2=CC=CC=C2
562,C12C3=C(C=CC=C3)C(C4=C2C=CC=C4)C5=C1C=CC=C5
563,CC=CC1=CC=C(C=C1)OC
