SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
CC(C)=NOc1nc(NC(=O)Nc2ccc(S(N)(=O)=O)cc2)nc(N(C)C)n1,Safe,0.000,Safe  (High Confidence),Safe,0.055,Safe  (High Confidence),Toxic,0.597,Toxic  (Low Confidence),-0.480,None,Safe,0.000,Safe  (High Confidence),Safe,0.206,Safe  (Medium Confidence),Safe,0.011,Safe  (High Confidence),Toxic,0.544,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),0.590,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.898,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),5.510,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.053,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),-3.090,PIGC50% > -0.5 log ug/L: toxic,1.780,None,1.640,None,4.540,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.949,Toxic  (High Confidence),Safe,0.351,Safe  (Low Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
Cc1ccc(/N=C(/Nc2c(NC(=O)[C@H]3CCC(=O)N3)c2=O)c2ccccc2)cc1,Safe,0.024,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.404,Safe  (Low Confidence),-0.440,None,Safe,0.000,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Toxic,0.997,Toxic  (High Confidence),Safe,0.358,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),0.410,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.812,Toxic  (Medium Confidence),Toxic,0.835,Toxic  (High Confidence),5.140,None,Toxic,0.987,Toxic  (High Confidence),Safe,0.280,Safe  (Medium Confidence),Safe,0.065,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.158,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.246,Safe  (Medium Confidence),Safe,0.023,Safe  (High Confidence),Safe,0.040,Safe  (High Confidence),-27.230,PIGC50% > -0.5 log ug/L: toxic,2.560,None,1.850,None,4.540,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.563,Toxic  (Low Confidence),Safe,0.450,Safe  (Low Confidence),Toxic,0.803,Toxic  (Medium Confidence),Safe,0.047,Safe  (High Confidence),Safe,0.067,Safe  (High Confidence),Toxic,0.827,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence)
CC1(C)O[C@@H](C(c2ccccc2)c2ccccc2)[C@H](C(Nc2c(NCCCNC(=O)C(C)(C)C)c(=O)c(=O)c2=O)(c2ccccc2)c2ccccc2)O1,Safe,0.000,Safe  (High Confidence),Safe,0.038,Safe  (High Confidence),Toxic,0.848,Toxic  (High Confidence),-41.980,None,Safe,0.000,Safe  (High Confidence),Safe,0.036,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.517,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),-0.000,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.821,Toxic  (Medium Confidence),Safe,0.008,Safe  (High Confidence),8.130,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.054,Safe  (High Confidence),Safe,0.181,Safe  (Medium Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.344,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.116,Safe  (High Confidence),-3181122.020,PIGC50% > -0.5 log ug/L: toxic,2.770,None,2.580,None,4022.330,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Safe,0.193,Safe  (Medium Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Toxic,0.996,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence)
O=c1c(Nc2nc(=O)n(Cc3ccccc3)c(=O)[nH]2)c(Nc2ccc([N+](=O)[O-])c[n+]2[O-])c1=O,Toxic,0.887,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.283,Safe  (Medium Confidence),-0.660,None,Safe,0.000,Safe  (High Confidence),Toxic,0.633,Toxic  (Low Confidence),Toxic,0.894,Toxic  (High Confidence),Toxic,0.943,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),0.990,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.913,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),6.210,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.100,Safe  (High Confidence),Safe,0.103,Safe  (High Confidence),Safe,0.116,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.030,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.131,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.162,Safe  (High Confidence),-118.790,PIGC50% > -0.5 log ug/L: toxic,2.100,None,2.260,None,4.530,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.190,Safe  (Medium Confidence),Toxic,0.609,Toxic  (Low Confidence),Toxic,0.812,Toxic  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.616,Toxic  (Low Confidence),Safe,0.038,Safe  (High Confidence)
Cc1ccc(C(=O)Nc2c(NC(=O)[C@H]3SC(N)=C(C#N)[C@@H]3c3ccc(Cl)cc3)c(=O)c(=O)c2=O)cc1,Safe,0.009,Safe  (High Confidence),Safe,0.011,Safe  (High Confidence),Toxic,0.521,Toxic  (Low Confidence),-0.080,None,Safe,0.000,Safe  (High Confidence),Safe,0.041,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Toxic,0.589,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),0.560,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.823,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),7.370,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.085,Safe  (High Confidence),Safe,0.199,Safe  (Medium Confidence),Safe,0.091,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.755,Toxic  (Medium Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-607.320,PIGC50% > -0.5 log ug/L: toxic,2.200,None,2.170,None,6.330,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.002,Safe  (High Confidence),Safe,0.400,Safe  (Low Confidence),Toxic,0.858,Toxic  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Toxic,0.995,Toxic  (High Confidence),Toxic,0.989,Toxic  (High Confidence)
OCCc1ccc(Nc2c(Nc3cccc(CO)c3)c(=S)c2=S)cc1,Toxic,0.549,Toxic  (Low Confidence),Safe,0.053,Safe  (High Confidence),Safe,0.478,Safe  (Low Confidence),1.050,None,Safe,0.000,Safe  (High Confidence),Safe,0.264,Safe  (Medium Confidence),Toxic,0.992,Toxic  (High Confidence),Toxic,0.714,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.188,Safe  (Medium Confidence),0.410,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.699,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),5.820,None,Toxic,0.972,Toxic  (High Confidence),Toxic,0.705,Toxic  (Medium Confidence),Safe,0.183,Safe  (Medium Confidence),Safe,0.026,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.242,Safe  (Medium Confidence),Safe,0.018,Safe  (High Confidence),Toxic,0.519,Toxic  (Low Confidence),Safe,0.015,Safe  (High Confidence),Toxic,0.871,Toxic  (High Confidence),-0.210,PIGC50% > -0.5 log ug/L: toxic,2.050,None,2.170,None,4.570,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.938,Toxic  (High Confidence),Toxic,0.656,Toxic  (Low Confidence),Safe,0.323,Safe  (Medium Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.387,Safe  (Low Confidence),Toxic,0.627,Toxic  (Low Confidence),Safe,0.039,Safe  (High Confidence)
O=C(NCCO)NC(c1ccccc1)(c1ccccc1)[C@@H]1CCCN1Cc1ccccc1,Safe,0.000,Safe  (High Confidence),Safe,0.029,Safe  (High Confidence),Toxic,0.612,Toxic  (Low Confidence),-0.010,None,Safe,0.000,Safe  (High Confidence),Safe,0.174,Safe  (Medium Confidence),Toxic,0.940,Toxic  (High Confidence),Safe,0.366,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-0.050,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.720,Toxic  (Medium Confidence),Toxic,0.964,Toxic  (High Confidence),7.700,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.123,Safe  (High Confidence),Safe,0.117,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.099,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),-188.950,PIGC50% > -0.5 log ug/L: toxic,2.790,None,1.750,None,4.790,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.948,Toxic  (High Confidence),Toxic,0.643,Toxic  (Low Confidence),Safe,0.119,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Toxic,0.598,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence)
COc1ccc(/C(=N\c2c(C(C)C)cccc2C(C)C)NC(=S)NS(=O)(=O)c2cc(C(C)C)ccc2Cl)cc1,Safe,0.020,Safe  (High Confidence),Safe,0.040,Safe  (High Confidence),Toxic,0.753,Toxic  (Medium Confidence),1.060,None,Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Toxic,0.995,Toxic  (High Confidence),Toxic,0.582,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),0.060,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.743,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),7.250,None,Toxic,0.987,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.050,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.049,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.590,Toxic  (Low Confidence),Safe,0.012,Safe  (High Confidence),Toxic,0.598,Toxic  (Low Confidence),-1207.490,PIGC50% > -0.5 log ug/L: toxic,2.540,None,1.680,None,10.980,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.200,Safe  (Medium Confidence),Toxic,0.566,Toxic  (Low Confidence),Safe,0.134,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.044,Safe  (High Confidence),Safe,0.138,Safe  (High Confidence),Safe,0.086,Safe  (High Confidence)
Cc1[nH]c2c(Nc3c(Nc4ccccc4)c3=O)cccc2c1C,Toxic,0.697,Toxic  (Medium Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.234,Safe  (Medium Confidence),0.890,None,Safe,0.000,Safe  (High Confidence),Safe,0.221,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.885,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.196,Safe  (Medium Confidence),0.200,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.787,Toxic  (Medium Confidence),Safe,0.035,Safe  (High Confidence),4.740,None,Toxic,0.994,Toxic  (High Confidence),Toxic,0.956,Toxic  (High Confidence),Safe,0.078,Safe  (High Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.148,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.484,Safe  (Low Confidence),Safe,0.006,Safe  (High Confidence),Toxic,0.622,Toxic  (Low Confidence),0.800,PIGC50% > -0.5 log ug/L: toxic,2.250,None,2.620,None,4.370,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.247,Safe  (Medium Confidence),Toxic,0.588,Toxic  (Low Confidence),Toxic,0.520,Toxic  (Low Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.240,Safe  (Medium Confidence),Toxic,0.994,Toxic  (High Confidence),Safe,0.133,Safe  (High Confidence)
Cc1nn(-c2ccccc2)c(Cl)c1C(=O)Nc1c(N[C@H]2c3ccccc3C[C@H]2O)c(=S)c1=S,Safe,0.397,Safe  (Low Confidence),Safe,0.091,Safe  (High Confidence),Toxic,0.661,Toxic  (Low Confidence),1.090,None,Safe,0.000,Safe  (High Confidence),Safe,0.199,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.544,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),0.320,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.848,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),4.380,None,Toxic,0.996,Toxic  (High Confidence),Toxic,0.511,Toxic  (Low Confidence),Safe,0.181,Safe  (Medium Confidence),Safe,0.090,Safe  (High Confidence),Safe,0.239,Safe  (Medium Confidence),Safe,0.123,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Toxic,0.596,Toxic  (Low Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.058,Safe  (High Confidence),-217.320,PIGC50% > -0.5 log ug/L: toxic,2.430,None,2.050,None,5.530,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.889,Toxic  (High Confidence),Toxic,0.502,Toxic  (Low Confidence),Safe,0.436,Safe  (Low Confidence),Safe,0.051,Safe  (High Confidence),Safe,0.061,Safe  (High Confidence),Toxic,0.845,Toxic  (High Confidence),Safe,0.083,Safe  (High Confidence)
CN(C)Cc1ccc(CSCCNc2c(NCCN(Cc3ccccn3)Cc3ccccn3)c(=O)c(=O)c2=O)o1,Safe,0.000,Safe  (High Confidence),Safe,0.184,Safe  (Medium Confidence),Toxic,0.702,Toxic  (Medium Confidence),0.270,None,Safe,0.000,Safe  (High Confidence),Toxic,0.553,Toxic  (Low Confidence),Safe,0.196,Safe  (Medium Confidence),Toxic,0.565,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence),0.610,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.743,Toxic  (Medium Confidence),Safe,0.026,Safe  (High Confidence),6.970,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.020,Safe  (High Confidence),Safe,0.008,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.216,Safe  (Medium Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),-6100.350,PIGC50% > -0.5 log ug/L: toxic,2.470,None,1.530,None,18.850,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.974,Toxic  (High Confidence),Safe,0.464,Safe  (Low Confidence),Safe,0.236,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.136,Safe  (High Confidence),Safe,0.032,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence)
Cc1ccoc1C(=O)Nc1c(Nc2cc(C(C)(C)C)nn2-c2ccccn2)c(=O)c(=O)c1=O,Toxic,0.659,Toxic  (Low Confidence),Safe,0.124,Safe  (High Confidence),Safe,0.401,Safe  (Low Confidence),0.480,None,Safe,0.000,Safe  (High Confidence),Toxic,0.606,Toxic  (Low Confidence),Toxic,0.986,Toxic  (High Confidence),Toxic,0.749,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.023,Safe  (High Confidence),0.820,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.832,Toxic  (Medium Confidence),Safe,0.002,Safe  (High Confidence),5.550,None,Toxic,0.998,Toxic  (High Confidence),Safe,0.103,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.034,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.048,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.381,Safe  (Low Confidence),Safe,0.022,Safe  (High Confidence),Safe,0.203,Safe  (Medium Confidence),-146.880,PIGC50% > -0.5 log ug/L: toxic,2.760,None,1.520,None,5.170,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.657,Toxic  (Low Confidence),Safe,0.377,Safe  (Low Confidence),Toxic,0.908,Toxic  (High Confidence),Safe,0.379,Safe  (Low Confidence),Safe,0.237,Safe  (Medium Confidence),Toxic,0.861,Toxic  (High Confidence),Safe,0.148,Safe  (High Confidence)
Cc1ccnc(Nc2c(N[C@H](CO)c3ccccc3)c(=O)c(=O)c2=O)c1,Safe,0.060,Safe  (High Confidence),Safe,0.030,Safe  (High Confidence),Safe,0.446,Safe  (Low Confidence),0.360,None,Safe,0.000,Safe  (High Confidence),Safe,0.258,Safe  (Medium Confidence),Toxic,0.811,Toxic  (Medium Confidence),Toxic,0.730,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),0.960,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.801,Toxic  (Medium Confidence),Safe,0.001,Safe  (High Confidence),4.980,None,Toxic,0.995,Toxic  (High Confidence),Safe,0.326,Safe  (Medium Confidence),Safe,0.087,Safe  (High Confidence),Safe,0.063,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.045,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.259,Safe  (Medium Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),-3.530,PIGC50% > -0.5 log ug/L: toxic,2.160,None,2.450,None,4.220,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.431,Safe  (Low Confidence),Safe,0.427,Safe  (Low Confidence),Safe,0.486,Safe  (Low Confidence),Safe,0.110,Safe  (High Confidence),Safe,0.029,Safe  (High Confidence),Toxic,0.620,Toxic  (Low Confidence),Safe,0.007,Safe  (High Confidence)
O=C(NCCN1C(=O)c2cccc3cccc(c23)C1=O)c1ccccc1NS(=O)(=O)Nc1ccccc1/N=C/c1ccc(Cl)cc1,Safe,0.044,Safe  (High Confidence),Safe,0.049,Safe  (High Confidence),Safe,0.210,Safe  (Medium Confidence),-0.870,None,Safe,0.000,Safe  (High Confidence),Safe,0.039,Safe  (High Confidence),Toxic,0.989,Toxic  (High Confidence),Toxic,0.653,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),0.220,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.934,Toxic  (High Confidence),Safe,0.251,Safe  (Medium Confidence),7.170,None,Toxic,1.000,Toxic  (High Confidence),Toxic,0.510,Toxic  (Low Confidence),Safe,0.182,Safe  (Medium Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.012,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.140,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.059,Safe  (High Confidence),-123784.130,PIGC50% > -0.5 log ug/L: toxic,2.010,None,2.190,None,170.700,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Safe,0.432,Safe  (Low Confidence),Safe,0.469,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.027,Safe  (High Confidence),Toxic,0.993,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence)
