SMILES,[Toxicity/AMES Mutagenesis] Predictions,[Toxicity/AMES Mutagenesis] Probability,[Toxicity/AMES Mutagenesis] Interpretation,[Toxicity/Avian] Predictions,[Toxicity/Avian] Probability,[Toxicity/Avian] Interpretation,[Toxicity/Bee] Predictions,[Toxicity/Bee] Probability,[Toxicity/Bee] Interpretation,[Toxicity/Bioconcentration Factor] Predictions,[Toxicity/Bioconcentration Factor] Interpretation,[Toxicity/Biodegradation] Predictions,[Toxicity/Biodegradation] Probability,[Toxicity/Biodegradation] Interpretation,[Toxicity/Carcinogenesis] Predictions,[Toxicity/Carcinogenesis] Probability,[Toxicity/Carcinogenesis] Interpretation,[Toxicity/Crustacean] Predictions,[Toxicity/Crustacean] Probability,[Toxicity/Crustacean] Interpretation,[Toxicity/Liver Injury I (DILI)] Predictions,[Toxicity/Liver Injury I (DILI)] Probability,[Toxicity/Liver Injury I (DILI)] Interpretation,[Toxicity/Eye Corrosion] Predictions,[Toxicity/Eye Corrosion] Probability,[Toxicity/Eye Corrosion] Interpretation,[Toxicity/Eye irritation] Predictions,[Toxicity/Eye irritation] Probability,[Toxicity/Eye irritation] Interpretation,[Toxicity/Maximum Tolerated Dose] Predictions,[Toxicity/Maximum Tolerated Dose] Interpretation,[Toxicity/Liver Injury II] Predictions,[Toxicity/Liver Injury II] Probability,[Toxicity/Liver Injury II] Interpretation,[Toxicity/hERG Blockers] Predictions,[Toxicity/hERG Blockers] Probability,[Toxicity/hERG Blockers] Interpretation,[Toxicity/Daphnia Maga] Predictions,[Toxicity/Daphnia Maga] Interpretation,[Toxicity/Micronucleos] Predictions,[Toxicity/Micronucleos] Probability,[Toxicity/Micronucleos] Interpretation,[Toxicity/NR-AhR] Predictions,[Toxicity/NR-AhR] Probability,[Toxicity/NR-AhR] Interpretation,[Toxicity/NR-AR] Predictions,[Toxicity/NR-AR] Probability,[Toxicity/NR-AR] Interpretation,[Toxicity/NR-AR-LBD] Predictions,[Toxicity/NR-AR-LBD] Probability,[Toxicity/NR-AR-LBD] Interpretation,[Toxicity/NR-Aromatase] Predictions,[Toxicity/NR-Aromatase] Probability,[Toxicity/NR-Aromatase] Interpretation,[Toxicity/NR-ER] Predictions,[Toxicity/NR-ER] Probability,[Toxicity/NR-ER] Interpretation,[Toxicity/NR-ER-LBD] Predictions,[Toxicity/NR-ER-LBD] Probability,[Toxicity/NR-ER-LBD] Interpretation,[Toxicity/NR-GR] Predictions,[Toxicity/NR-GR] Probability,[Toxicity/NR-GR] Interpretation,[Toxicity/NR-PPAR-gamma] Predictions,[Toxicity/NR-PPAR-gamma] Probability,[Toxicity/NR-PPAR-gamma] Interpretation,[Toxicity/NR-TR] Predictions,[Toxicity/NR-TR] Probability,[Toxicity/NR-TR] Interpretation,[Toxicity/T. Pyriformis] Predictions,[Toxicity/T. Pyriformis] Interpretation,[Toxicity/Rat (Acute)] Predictions,[Toxicity/Rat (Acute)] Interpretation,[Toxicity/Rat (Chronic Oral)] Predictions,[Toxicity/Rat (Chronic Oral)] Interpretation,[Toxicity/Fathead Minnow] Predictions,[Toxicity/Fathead Minnow] Interpretation,[Toxicity/Respiratory Disease] Predictions,[Toxicity/Respiratory Disease] Probability,[Toxicity/Respiratory Disease] Interpretation,[Toxicity/Skin Sensitisation] Predictions,[Toxicity/Skin Sensitisation] Probability,[Toxicity/Skin Sensitisation] Interpretation,[Toxicity/SR-ARE] Predictions,[Toxicity/SR-ARE] Probability,[Toxicity/SR-ARE] Interpretation,[Toxicity/SR-ATAD5] Predictions,[Toxicity/SR-ATAD5] Probability,[Toxicity/SR-ATAD5] Interpretation,[Toxicity/SR-HSE] Predictions,[Toxicity/SR-HSE] Probability,[Toxicity/SR-HSE] Interpretation,[Toxicity/SR-MMP] Predictions,[Toxicity/SR-MMP] Probability,[Toxicity/SR-MMP] Interpretation,[Toxicity/SR-p53] Predictions,[Toxicity/SR-p53] Probability,[Toxicity/SR-p53] Interpretation
P(c(c1c2c(P(c3ccccc3)c4ccccc4)ccc5c2cccc5)ccc6c1cccc6)(c7ccccc7)c8ccccc8,Safe,0.018,Safe  (High Confidence),Toxic,0.903,Toxic  (High Confidence),Toxic,0.756,Toxic  (Medium Confidence),-2.940,None,Safe,0.000,Safe  (High Confidence),Toxic,0.690,Toxic  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.577,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.984,Toxic  (High Confidence),1.210,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.953,Toxic  (High Confidence),Toxic,0.996,Toxic  (High Confidence),7.570,None,Toxic,0.999,Toxic  (High Confidence),Safe,0.160,Safe  (High Confidence),Safe,0.099,Safe  (High Confidence),Safe,0.445,Safe  (Low Confidence),Toxic,0.998,Toxic  (High Confidence),Safe,0.425,Safe  (Low Confidence),Safe,0.011,Safe  (High Confidence),Safe,0.068,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),-500852.430,PIGC50% > -0.5 log ug/L: toxic,2.020,None,0.290,None,644.000,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Toxic,0.865,Toxic  (High Confidence),Toxic,0.811,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.929,Toxic  (High Confidence),Toxic,0.866,Toxic  (High Confidence),Toxic,0.996,Toxic  (High Confidence)
I[Pd](I)(=C1N(Cc2ccccc2)C=CN1Cc3ccccc3)=C4N(Cc5ccccc5)C=CN4Cc6ccccc6,Safe,0.018,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.783,Toxic  (Medium Confidence),0.060,None,Safe,0.000,Safe  (High Confidence),Toxic,0.526,Toxic  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.661,Toxic  (Low Confidence),-0.120,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.707,Toxic  (Medium Confidence),Toxic,0.858,Toxic  (High Confidence),6.680,None,Toxic,1.000,Toxic  (High Confidence),Toxic,0.995,Toxic  (High Confidence),Safe,0.010,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.090,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.413,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.993,Toxic  (High Confidence),-22148.000,PIGC50% > -0.5 log ug/L: toxic,2.350,None,-1.450,None,30.300,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Toxic,0.967,Toxic  (High Confidence),Toxic,0.995,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.958,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence)
CC(O[Pd]OC(C)=O)=O,Safe,0.271,Safe  (Medium Confidence),Toxic,0.534,Toxic  (Low Confidence),Safe,0.357,Safe  (Low Confidence),0.750,None,Toxic,0.719,Toxic  (Medium Confidence),Safe,0.093,Safe  (High Confidence),Safe,0.094,Safe  (High Confidence),Safe,0.295,Safe  (Medium Confidence),Toxic,0.989,Toxic  (High Confidence),Toxic,1.000,Toxic  (High Confidence),0.620,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.586,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),6.500,None,Safe,0.182,Safe  (Medium Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.013,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.028,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),2.490,PIGC50% > -0.5 log ug/L: toxic,2.380,None,1.510,None,3.780,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.070,Safe  (High Confidence),Toxic,0.658,Toxic  (Low Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.069,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.004,Safe  (High Confidence)
Cl[Rh]([P](c1ccccc1)(c2ccccc2)c3ccccc3)([P](c4ccccc4)(c5ccccc5)c6ccccc6)[P](c7ccccc7)(c8ccccc8)c9ccccc9,Safe,0.000,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.782,Toxic  (Medium Confidence),-4475.970,None,Safe,0.000,Safe  (High Confidence),Toxic,0.616,Toxic  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.718,Toxic  (Medium Confidence),Safe,0.101,Safe  (High Confidence),-0.870,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,1.000,Toxic  (High Confidence),Toxic,0.845,Toxic  (High Confidence),4.280,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.098,Safe  (High Confidence),Toxic,0.944,Toxic  (High Confidence),Safe,0.138,Safe  (High Confidence),Toxic,0.717,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-348683093.100,PIGC50% > -0.5 log ug/L: toxic,2.650,None,-4.230,None,440153.060,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.000,Safe  (High Confidence),Safe,0.149,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.999,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence)
CC(C)(c1cc(C(C)(C)C)c2c(C=[N]3[C@H]4CCCC[C@@H]4[N]5=Cc6c(O[Co]5(OC(C)=O)3O2)c(C(C)(C)C)cc(C(C)(C)C)c6)c1)C,Safe,0.013,Safe  (High Confidence),Safe,0.340,Safe  (Low Confidence),Toxic,0.844,Toxic  (High Confidence),2.240,None,Safe,0.000,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.042,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.856,Toxic  (High Confidence),-0.860,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.788,Toxic  (Medium Confidence),Safe,0.004,Safe  (High Confidence),9.620,None,Safe,0.464,Safe  (Low Confidence),Safe,0.044,Safe  (High Confidence),Safe,0.212,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.037,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.017,Safe  (High Confidence),Toxic,0.874,Toxic  (High Confidence),-18497.000,PIGC50% > -0.5 log ug/L: toxic,2.550,None,0.940,None,49.270,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.010,Safe  (High Confidence),Toxic,0.845,Toxic  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.148,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Safe,0.000,Safe  (High Confidence),Toxic,0.982,Toxic  (High Confidence),Toxic,0.722,Toxic  (Medium Confidence),1.390,None,Safe,0.000,Safe  (High Confidence),Safe,0.174,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.220,Safe  (Medium Confidence),Toxic,0.978,Toxic  (High Confidence),-0.010,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.818,Toxic  (Medium Confidence),Safe,0.013,Safe  (High Confidence),8.590,None,Toxic,0.860,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.176,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.080,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),2.510,PIGC50% > -0.5 log ug/L: toxic,3.970,None,-0.350,None,6.000,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.359,Safe  (Low Confidence),Toxic,0.880,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.478,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,Safe,0.000,Safe  (High Confidence),Toxic,0.985,Toxic  (High Confidence),Toxic,0.656,Toxic  (Low Confidence),1.310,None,Safe,0.000,Safe  (High Confidence),Safe,0.145,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.002,Safe  (High Confidence),Toxic,0.523,Toxic  (Low Confidence),Toxic,0.984,Toxic  (High Confidence),0.030,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.829,Toxic  (Medium Confidence),Safe,0.030,Safe  (High Confidence),8.910,None,Toxic,0.919,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.175,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.015,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.069,Safe  (High Confidence),Safe,0.031,Safe  (High Confidence),3.090,PIGC50% > -0.5 log ug/L: toxic,3.970,None,-0.510,None,6.230,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.157,Safe  (High Confidence),Toxic,0.890,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.030,Safe  (High Confidence),Toxic,0.627,Toxic  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,Safe,0.000,Safe  (High Confidence),Toxic,0.997,Toxic  (High Confidence),Safe,0.409,Safe  (Low Confidence),1.450,None,Safe,0.000,Safe  (High Confidence),Toxic,0.606,Toxic  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.005,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.976,Toxic  (High Confidence),-0.340,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.963,Toxic  (High Confidence),Safe,0.057,Safe  (High Confidence),8.430,None,Toxic,1.000,Toxic  (High Confidence),Safe,0.036,Safe  (High Confidence),Safe,0.219,Safe  (Medium Confidence),Safe,0.024,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.055,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),-2791.230,PIGC50% > -0.5 log ug/L: toxic,2.820,None,-0.150,None,17.650,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.093,Safe  (High Confidence),Toxic,0.609,Toxic  (Low Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.557,Toxic  (Low Confidence),Safe,0.400,Safe  (Low Confidence),Safe,0.306,Safe  (Medium Confidence)
Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,Safe,0.000,Safe  (High Confidence),Toxic,0.990,Toxic  (High Confidence),Toxic,0.544,Toxic  (Low Confidence),1.190,None,Safe,0.000,Safe  (High Confidence),Safe,0.257,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.950,Toxic  (High Confidence),-0.280,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.907,Toxic  (High Confidence),Safe,0.375,Safe  (Low Confidence),9.310,None,Toxic,0.987,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.273,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.058,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.041,Safe  (High Confidence),Safe,0.116,Safe  (High Confidence),-87.980,PIGC50% > -0.5 log ug/L: toxic,3.530,None,-0.090,None,6.440,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.906,Toxic  (High Confidence),Toxic,0.817,Toxic  (Medium Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.560,Toxic  (Low Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence)
[H][Ru]12(Cl)(C=O)[N]3=C(N[P](C(C)(C)C)2C(C)(C)C)C=CC=C3N[P](C(C)(C)C)1C(C)(C)C,Safe,0.000,Safe  (High Confidence),Toxic,0.998,Toxic  (High Confidence),Safe,0.414,Safe  (Low Confidence),-0.050,None,Safe,0.000,Safe  (High Confidence),Safe,0.087,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.031,Safe  (High Confidence),Toxic,0.964,Toxic  (High Confidence),-0.280,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.864,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),8.640,None,Toxic,0.982,Toxic  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.156,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.130,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),0.700,PIGC50% > -0.5 log ug/L: toxic,4.090,None,-0.670,None,6.940,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.857,Toxic  (High Confidence),Toxic,0.883,Toxic  (High Confidence),Safe,0.008,Safe  (High Confidence),Toxic,0.997,Toxic  (High Confidence),Toxic,0.732,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
[H][Ru]12(C=O)(n3c(c4n2cccc4)cccc3N[P]1(C(C)(C)C)C(C)(C)C)Cl,Safe,0.184,Safe  (Medium Confidence),Toxic,0.987,Toxic  (High Confidence),Toxic,0.591,Toxic  (Low Confidence),-0.940,None,Safe,0.022,Safe  (High Confidence),Safe,0.151,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.017,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.878,Toxic  (High Confidence),-0.190,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.767,Toxic  (Medium Confidence),Safe,0.162,Safe  (High Confidence),7.300,None,Toxic,0.899,Toxic  (High Confidence),Safe,0.046,Safe  (High Confidence),Safe,0.095,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.139,Safe  (High Confidence),Safe,0.002,Safe  (High Confidence),Safe,0.122,Safe  (High Confidence),Safe,0.021,Safe  (High Confidence),2.400,PIGC50% > -0.5 log ug/L: toxic,2.970,None,0.420,None,5.640,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.717,Toxic  (Medium Confidence),Toxic,0.840,Toxic  (High Confidence),Toxic,0.969,Toxic  (High Confidence),Safe,0.019,Safe  (High Confidence),Toxic,0.794,Toxic  (Medium Confidence),Safe,0.040,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence)
CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C,Safe,0.000,Safe  (High Confidence),Toxic,0.978,Toxic  (High Confidence),Toxic,0.602,Toxic  (Low Confidence),0.140,None,Safe,0.000,Safe  (High Confidence),Safe,0.131,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.004,Safe  (High Confidence),Safe,0.016,Safe  (High Confidence),Toxic,0.958,Toxic  (High Confidence),-0.090,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.845,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),8.300,None,Toxic,0.955,Toxic  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.223,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.006,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.101,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),-6.830,PIGC50% > -0.5 log ug/L: toxic,4.110,None,-0.010,None,6.110,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.833,Toxic  (High Confidence),Toxic,0.828,Toxic  (Medium Confidence),Safe,0.008,Safe  (High Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.346,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence)
CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,Safe,0.000,Safe  (High Confidence),Safe,0.185,Safe  (Medium Confidence),Toxic,0.812,Toxic  (Medium Confidence),2.500,None,Safe,0.000,Safe  (High Confidence),Toxic,0.622,Toxic  (Low Confidence),Toxic,1.000,Toxic  (High Confidence),Safe,0.218,Safe  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.209,Safe  (Medium Confidence),0.750,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Safe,0.443,Safe  (Low Confidence),Safe,0.043,Safe  (High Confidence),6.320,None,Toxic,0.569,Toxic  (Low Confidence),Safe,0.116,Safe  (High Confidence),Safe,0.025,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.009,Safe  (High Confidence),Safe,0.018,Safe  (High Confidence),Safe,0.007,Safe  (High Confidence),Safe,0.031,Safe  (High Confidence),Safe,0.100,Safe  (High Confidence),Safe,0.005,Safe  (High Confidence),2.380,PIGC50% > -0.5 log ug/L: toxic,2.210,None,1.110,None,4.840,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Toxic,0.999,Toxic  (High Confidence),Toxic,0.777,Toxic  (Medium Confidence),Safe,0.341,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.501,Toxic  (Low Confidence),Safe,0.339,Safe  (Low Confidence),Safe,0.000,Safe  (High Confidence)
c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,Safe,0.025,Safe  (High Confidence),Safe,0.229,Safe  (Medium Confidence),Safe,0.464,Safe  (Low Confidence),2.570,None,Safe,0.000,Safe  (High Confidence),Safe,0.292,Safe  (Medium Confidence),Toxic,1.000,Toxic  (High Confidence),Toxic,0.763,Toxic  (Medium Confidence),Safe,0.000,Safe  (High Confidence),Toxic,0.514,Toxic  (Low Confidence),0.460,MTRD <= 0.477: Low<br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp;MTRD > 0.477: High,Toxic,0.794,Toxic  (Medium Confidence),Toxic,0.980,Toxic  (High Confidence),7.100,None,Toxic,0.998,Toxic  (High Confidence),Toxic,0.958,Toxic  (High Confidence),Safe,0.107,Safe  (High Confidence),Safe,0.003,Safe  (High Confidence),Safe,0.086,Safe  (High Confidence),Safe,0.118,Safe  (High Confidence),Safe,0.000,Safe  (High Confidence),Safe,0.213,Safe  (Medium Confidence),Safe,0.001,Safe  (High Confidence),Toxic,0.704,Toxic  (Medium Confidence),-655.530,PIGC50% > -0.5 log ug/L: toxic,2.010,None,0.860,None,7.860,LC50% < 0.5mM <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; (log LC50% < -0.3) = <br/>&nbsp;&nbsp;<br/>&nbsp;&nbsp; High Acute Toxicity,Safe,0.094,Safe  (High Confidence),Toxic,0.737,Toxic  (Medium Confidence),Safe,0.014,Safe  (High Confidence),Safe,0.001,Safe  (High Confidence),Safe,0.389,Safe  (Low Confidence),Toxic,0.933,Toxic  (High Confidence),Safe,0.110,Safe  (High Confidence)
