,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,rejection_mcmpnn_combi_ft_v40_fold1,rejection_mcmpnn_combi_ft_v40_fold2,id_original,is_augmented,loss_weight,rejection_mcmpnn_combi_ft_v40_fold0,rejection_mcmpnn_combi_ft_v40_fold3,rejection_mcmpnn_combi_ft_v40_fold4,Unnamed: 0.1
567,567,567,Acetonitrile,0.153480228,10.0,300,87.0,-8.0,0,0,21.0,C(C)#N,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,ligand,0.154878049,477.4880000000001,6.001200000000004,477.4880000000001,6.001200000000004,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0725670378717997,0,0,0,0.6171768,0.6277888,567.0,0.0,0.5161502133864553,0.16997966,0.6313691,0.79831076,422.0
568,568,568,Acetonitrile,0.153480228,10.0,300,87.0,-8.0,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,ligand,-0.281832988,437.50800000000015,6.947200000000007,437.50800000000015,6.947200000000007,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,-0.1081701192655739,0,0,0,0.00043225288,-0.006977856,568.0,0.0,0.5163551988236085,0.23074228,-0.27778244,-0.019510448,5306.0
569,569,569,Acetonitrile,0.153480228,10.0,300,87.0,-8.0,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,-0.05472973,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0235527517273901,0,0,0,-0.049332917,0.35050446,569.0,0.0,0.5163551988236085,0.1989271,0.1899305,0.18985671,3356.0
570,570,570,Acetonitrile,3.30137418,30.0,300,-1.0,0.0,1,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,ligand,0.447536405,397.5280000000002,7.893200000000008,397.5280000000002,7.893200000000008,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.2569109402967003,0,0,0,0.4523845,0.44480094,570.0,0.0,0.835896972873249,0.43569306,0.4479349,0.42943293,404.0
571,571,571,Acetonitrile,3.30137418,30.0,300,-1.0,0.0,1,1,21.0,C(C)#N,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,ligand,0.361832612,477.4880000000001,6.001200000000004,477.4880000000001,6.001200000000004,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.1943853919746654,0,0,0,0.35687554,0.35718715,571.0,0.0,0.7249750564281738,0.36673486,0.37258133,0.40857068,875.0
572,572,572,Acetonitrile,3.30137418,30.0,300,-1.0,0.0,1,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,ligand,0.475668193,437.50800000000015,6.947200000000007,437.50800000000015,6.947200000000007,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.2795663033918375,0,0,0,0.47362226,0.4390526,572.0,0.0,0.8722119603382582,0.39986554,0.46990246,0.44881546,257.0
573,573,573,Acetonitrile,3.30137418,30.0,300,-1.0,0.0,1,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,0.355029586,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.1897873726098471,0,0,0,0.34880102,0.33834016,573.0,0.0,0.7161965981242399,0.3750825,0.3575721,0.31620902,735.0
574,574,574,Acetonitrile,0.45587198,30.0,500,82.0,0.0,0,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,ligand,0.490225414,397.5280000000002,7.893200000000008,397.5280000000002,7.893200000000008,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.2917707195420207,0,0,0,0.4400704,0.45215723,574.0,0.0,0.8910037021976936,0.5125178,0.4987495,0.46349242,1341.0
575,575,575,Acetonitrile,0.45587198,30.0,500,82.0,0.0,0,1,21.0,C(C)#N,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,ligand,0.753246753,477.4880000000001,6.001200000000004,477.4880000000001,6.001200000000004,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.6059806450366644,0,0,0,0.76691234,0.6357346,575.0,0.0,1.2305347916831857,0.74751836,0.7760679,0.7332652,4680.0
576,576,576,Acetonitrile,0.45587198,30.0,500,82.0,0.0,0,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,ligand,0.700830582,437.50800000000015,6.947200000000007,437.50800000000015,6.947200000000007,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.5226335568309342,0,0,0,0.71430516,0.6582165,576.0,0.0,1.1628713856874924,0.70078313,0.68204343,0.67475975,3656.0
577,577,577,Acetonitrile,0.45587198,30.0,500,82.0,0.0,0,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,0.379622781,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.2066446729412814,0,0,0,0.38800448,0.36832225,577.0,0.0,0.7482280908148696,0.3447606,0.3863721,0.36106724,1976.0
578,578,578,Acetonitrile,0.153480228,30.0,300,87.0,-8.0,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,ligand,-0.328545781,397.5280000000002,7.893200000000008,397.5280000000002,7.893200000000008,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,-0.1237032962319787,0,0,0,-0.20242095,0.30836585,578.0,0.0,0.5163551988236085,-0.175538,-0.1798147,-0.17001289,681.0
579,579,579,Acetonitrile,0.153480228,30.0,300,87.0,-8.0,0,0,21.0,C(C)#N,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,ligand,0.242424242,477.4880000000001,6.001200000000004,477.4880000000001,6.001200000000004,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.1200010402715807,0,0,0,0.40177044,0.38202858,579.0,0.0,0.5711201436057356,0.49930218,0.26008293,0.38838118,2503.0
580,580,580,Acetonitrile,0.153480228,30.0,300,87.0,-8.0,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,ligand,0.075976999,437.50800000000015,6.947200000000007,437.50800000000015,6.947200000000007,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0338474682521189,0,0,0,0.31204477,0.27667397,580.0,0.0,0.5163551988236085,0.309339,0.29909465,0.2815789,4703.0
581,581,581,Acetonitrile,0.153480228,30.0,300,87.0,-8.0,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,0.137019231,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.0634959241994999,1,0,0,0.59498864,0.56430817,581.0,0.0,1.0,-0.01718682,0.5768932,0.58401185,644.0
582,582,582,Acetonitrile,2.530907666,30.0,300,-1.0,0.0,1,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,ligand,-0.058405016,397.5280000000002,7.893200000000008,397.5280000000002,7.893200000000008,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,0,0,PMPerformance,0,1,DE,-0.0250620248729072,0,0,0,-0.07043862,-0.05816424,582.0,0.0,0.5163551988236085,-0.047272027,-0.13656718,-0.06426257,2624.0
583,583,583,Acetonitrile,2.530907666,30.0,300,-1.0,0.0,1,1,21.0,C(C)#N,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,ligand,-0.363359443,477.4880000000001,6.001200000000004,477.4880000000001,6.001200000000004,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,0,0,PMPerformance,0,1,DE,-0.1349288010731693,0,0,0,-0.35617065,-0.3075232,583.0,0.0,0.5163551988236085,-0.3581394,-0.332197,-0.38784707,1975.0
584,584,584,Acetonitrile,2.530907666,30.0,300,-1.0,0.0,1,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,ligand,-0.304201681,437.50800000000015,6.947200000000007,437.50800000000015,6.947200000000007,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,0,0,PMPerformance,0,1,DE,-0.1156776244542941,0,0,0,-0.25376707,-0.2961545,584.0,0.0,0.5163551988236085,-0.27950186,-0.28269345,-0.30172879,5238.0
585,585,585,Acetonitrile,2.530907666,30.0,300,-1.0,0.0,1,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,0.050041528,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,0,0,PMPerformance,0,1,DE,0.0218384481257173,0,0,0,0.0353522,0.073005736,585.0,0.0,0.5161502133864553,0.030566245,0.07201269,-0.18840444,175.0
586,586,586,Acetonitrile,0.45587198,30.0,500,82.0,0.0,0,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,ligand,-0.12364338,397.5280000000002,7.893200000000008,397.5280000000002,7.893200000000008,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,-0.051014831201906,0,0,0,-0.11838901,-0.14707637,586.0,0.0,0.5163551988236085,-0.09130919,0.02466625,-0.13718796,5006.0
587,587,587,Acetonitrile,0.45587198,30.0,500,82.0,0.0,0,1,21.0,C(C)#N,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,ligand,-0.294604003,477.4880000000001,6.001200000000004,477.4880000000001,6.001200000000004,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,-0.1124722811705916,0,0,0,-0.27980375,-0.34460646,587.0,0.0,0.5161502133864553,-0.2843457,-0.2303425,-0.032127857,771.0
588,588,588,Acetonitrile,0.45587198,30.0,500,82.0,0.0,0,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,ligand,-0.391491597,437.50800000000015,6.947200000000007,437.50800000000015,6.947200000000007,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,-0.143792583100673,0,0,0,-0.2367503,-0.4030953,588.0,0.0,0.5163551988236085,-0.36178207,-0.35084295,-0.39259928,5435.0
589,589,589,Acetonitrile,0.45587198,30.0,500,82.0,0.0,0,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,-0.096345515,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,-0.0403433929638708,0,0,0,-0.0835588,-0.06817031,589.0,0.0,0.5161502133864553,-0.10265434,-0.065144956,-0.18916404,1084.0
590,590,590,Acetonitrile,0.51909254,30.0,300,59.0,-37.5,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,ligand,0.370769354,397.5280000000002,7.893200000000008,397.5280000000002,7.893200000000008,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,0,1,DE,0.2005004823662531,0,0,0,0.34885156,0.382389,590.0,0.0,0.7367993081677313,0.43897992,0.34512728,0.2791446,1990.0
591,591,591,Acetonitrile,0.51909254,30.0,300,59.0,-37.5,0,0,21.0,C(C)#N,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,ligand,0.069190601,477.4880000000001,6.001200000000004,477.4880000000001,6.001200000000004,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,0,1,DE,0.0306729132124936,0,0,0,0.076543,0.24835855,591.0,0.0,0.5163551988236085,0.100587845,0.06954101,-0.022684336,2087.0
592,592,592,Acetonitrile,0.51909254,30.0,300,59.0,-37.5,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,ligand,0.132247899,437.50800000000015,6.947200000000007,437.50800000000015,6.947200000000007,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,0,1,DE,0.061104132097826,0,0,0,0.13290295,0.14294663,592.0,0.0,0.5163551988236085,0.14001247,0.19741023,0.050180286,2049.0
593,593,593,Acetonitrile,0.51909254,30.0,300,59.0,-37.5,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,0.153239203,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,0,1,DE,0.0717266703818888,0,0,0,0.42607856,0.2150282,593.0,0.0,0.5163551988236085,0.16108328,0.13722882,0.10374707,1889.0
594,594,594,Acetonitrile,0.153480228,30.0,300,87.0,-8.0,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,ligand,-0.249939706,397.5280000000002,7.893200000000008,397.5280000000002,7.893200000000008,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,-0.097236377653024,0,0,0,-0.28190577,-0.10290575,594.0,0.0,0.5163551988236085,-0.24243826,-0.23008364,-0.25732505,5504.0
595,595,595,Acetonitrile,0.153480228,30.0,300,87.0,-8.0,0,0,21.0,C(C)#N,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,ligand,0.46997389,477.4880000000001,6.001200000000004,477.4880000000001,6.001200000000004,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.2748841245868097,0,0,0,0.47434944,0.43754447,595.0,0.0,0.864861252943941,0.48403302,-0.09810418,0.4306781,2971.0
596,596,596,Acetonitrile,0.153480228,30.0,300,87.0,-8.0,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,ligand,-0.085084034,437.50800000000015,6.947200000000007,437.50800000000015,6.947200000000007,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,-0.0358634293877871,0,0,0,-0.08722073,0.052951783,596.0,0.0,0.5163551988236085,-0.056680083,-0.048168242,-0.12043542,3543.0
597,597,597,Acetonitrile,0.153480228,30.0,300,87.0,-8.0,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,0.015780731,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.0064671027824511,0,0,0,0.011124134,0.025900394,597.0,0.0,0.5163551988236085,-0.17660147,0.032795876,-0.002967596,5344.0
598,598,598,Acetonitrile,2.530907666,10.0,300,-1.0,0.0,1,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,ligand,-0.136707131,397.5280000000002,7.893200000000008,397.5280000000002,7.893200000000008,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,0,0,PMPerformance,0,1,DE,-0.0560304801960963,0,0,0,-0.1262545,-0.082417846,598.0,0.0,0.5161502133864553,-0.16152108,-0.10448933,-0.10763407,220.0
599,599,599,Acetonitrile,2.530907666,10.0,300,-1.0,0.0,1,1,21.0,C(C)#N,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,ligand,-0.53437772,477.4880000000001,6.001200000000004,477.4880000000001,6.001200000000004,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,0,0,PMPerformance,0,1,DE,-0.1862152342314505,0,0,0,-0.47211206,-0.61793125,599.0,0.0,0.5163551988236085,-0.47697634,-0.5128605,-0.58355284,3234.0
600,600,600,Acetonitrile,2.530907666,10.0,300,-1.0,0.0,1,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,ligand,-0.503676471,437.50800000000015,6.947200000000007,437.50800000000015,6.947200000000007,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,0,0,PMPerformance,0,1,DE,-0.1774431298541541,0,0,0,-0.32810658,-0.4944383,600.0,0.0,0.5163551988236085,-0.47821003,-0.47436732,-0.5179664,2499.0
601,601,601,Acetonitrile,2.530907666,10.0,300,-1.0,0.0,1,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,-0.098421927,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,0,0,PMPerformance,0,1,DE,-0.0411643943362265,1,0,0,-0.17293286,-0.15813684,601.0,0.0,1.0,-0.16373777,-0.12353188,-0.2766152,78.0
602,602,602,Acetonitrile,0.45587198,10.0,500,82.0,0.0,0,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,ligand,-0.125050245,397.5280000000002,7.893200000000008,397.5280000000002,7.893200000000008,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,-0.0515577694135515,0,0,0,-0.0917421,-0.24544746,602.0,0.0,0.5163551988236085,-0.13410866,-0.0729543,-0.12477642,2580.0
603,603,603,Acetonitrile,0.45587198,10.0,500,82.0,0.0,0,1,21.0,C(C)#N,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,c1(NP(c2ccccc2)c3ccccc3)nc(NP(c4ccccc4)c5ccccc5)ccc1,ligand,-0.496518712,477.4880000000001,6.001200000000004,477.4880000000001,6.001200000000004,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,-0.1753722577508804,0,0,0,-0.4411382,-0.54858935,603.0,0.0,0.5161502133864553,-0.47665876,-0.47172242,-0.21470362,610.0
604,604,604,Acetonitrile,0.45587198,10.0,500,82.0,0.0,0,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(NP(c2ccccc2)c3ccccc3)n1,ligand,-0.519957983,437.50800000000015,6.947200000000007,437.50800000000015,6.947200000000007,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,-0.1821172166806813,0,0,0,-0.48075676,-0.4558338,604.0,0.0,0.5163551988236085,-0.4979114,-0.4830075,-0.52431023,5152.0
605,605,605,Acetonitrile,0.45587198,10.0,500,82.0,0.0,0,1,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,CC(C)(C)P(C(C)(C)C)Nc1cccc(c2ncccc2)n1,ligand,-0.133928571,315.401,5.549400000000005,315.401,5.549400000000005,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,-0.0549685291972307,1,0,0,-0.2631116,-0.20579177,605.0,0.0,1.0,-0.20837855,-0.2527659,-0.36698848,756.0
606,606,606,Acetonitrile,0.51909254,10.0,300,59.0,-37.5,0,0,21.0,C(C)#N,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,CC(C)(C)P(C(C)(C)C)Nc1nc(NP(C(C)(C)C)C(C)(C)C)ccc1,ligand,0.40397138,397.5280000000002,7.893200000000008,397.5280000000002,7.893200000000008,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,DM300,0,1,DE,0.2240048494231465,0,0,0,0.5937401,0.44699165,606.0,0.0,0.7796594050091729,0.38008982,0.37266028,0.34906036,4181.0
