,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,rejection_mcmpnn_combi_v40_fold1,rejection_mcmpnn_combi_v40_fold2,rejection_mcmpnn_combi_v40_fold0,rejection_mcmpnn_combi_v40_fold3,is_augmented,id_original,rejection_mcmpnn_combi_v40_fold4,loss_weight,Unnamed: 0.1
1628,1628,1628,Methanol,0.083223803,20.0,300,87.0,-8.0,0,0,21.0,CO,[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],metal_catalyst,0.749312002,327.009,2.633300000000001,327.009,2.633300000000001,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.5991374937351066,0,0,0,0.75178194,0.7615413,0.84122205,0.75466985,0.0,1628.0,0.7673974,1.2254554688458694,1194.0
1629,1629,1629,Methanol,0.083223803,20.0,300,87.0,-8.0,0,0,21.0,CO,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,metal_catalyst,0.807036663,694.6640000000001,5.103000000000002,694.6640000000001,5.103000000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.7122803527673842,0,0,0,0.80195653,0.82679033,0.8110181,0.79048556,0.0,1629.0,0.84743357,1.2994554712385844,916.0
1630,1630,1630,Methanol,0.083223803,20.0,300,87.0,-8.0,0,0,21.0,CO,Fc1c(F)c(F)c(C(N=c(c2c(F)c(F)c(F)c(F)c23)n4c3=NC5=[N](C(c6c5c(F)c(F)c(F)c6F)=N7)[Cu]894)=[N]9C%10=Nc%11n8c7c%12c(F)c(F)c(F)c(F)c%11%12)c%10c1F,Fc1c(F)c(F)c(C(N=c(c2c(F)c(F)c(F)c(F)c23)n4c3=NC5=[N](C(c6c5c(F)c(F)c(F)c6F)=N7)[Cu]894)=[N]9C%10=Nc%11n8c7c%12c(F)c(F)c(F)c(F)c%11%12)c%10c1F,metal_catalyst,-0.175358057,863.9219999999999,7.073900000000002,863.9219999999999,7.073900000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,-0.0705395313585023,0,0,0,-0.15320683,-0.15456021,-0.17380995,-0.112834275,0.0,1630.0,-0.17016077,0.5163551988236085,161.0
1631,1631,1631,Methanol,0.083223803,20.0,300,87.0,-8.0,0,0,21.0,CO,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,organocatalyst,0.834255206,658.1640000000001,11.374659999999984,658.1640000000001,11.374659999999984,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.7779477164660893,0,0,0,0.8425306,0.84014595,0.8327196,0.8246755,0.0,1631.0,0.83739376,1.3351076313212051,4751.0
1632,1632,1632,Methanol,0.083223803,20.0,300,87.0,-8.0,0,0,21.0,CO,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,metal_catalyst,0.909626024,825.1129999999998,9.816179999999996,825.1129999999998,9.816179999999996,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,1.0391774770112805,0,0,0,0.9056928,0.89856094,0.9242526,0.8798491,0.0,1632.0,0.90832067,1.4318342726669098,766.0
1633,1633,1633,Methanol,0.083223803,20.0,300,87.0,-8.0,0,0,21.0,CO,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,metal_catalyst,0.808748211,603.7570000000002,9.4095,603.7570000000002,9.4095,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.7161296101782186,0,0,0,0.8152892,0.80789435,0.8259926,0.79284644,0.0,1633.0,0.81014466,1.3021809576346608,894.0
1634,1634,1634,Methanol,1.224106423,20.0,300,-1.0,0.0,1,1,21.0,CO,[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],metal_catalyst,0.041353034,327.009,2.633300000000001,327.009,2.633300000000001,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,1,0,0,0,0,PMPerformance,1,0,CF,0.0178885054150206,0,0,0,0.06799346,0.0005989671,0.035271168,0.049298495,0.0,1634.0,0.0382272,0.5161502133864553,556.0
1635,1635,1635,Methanol,1.224106423,20.0,300,-1.0,0.0,1,1,21.0,CO,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,metal_catalyst,0.163478831,694.6640000000001,5.103000000000002,694.6640000000001,5.103000000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,1,0,0,0,0,PMPerformance,1,0,CF,0.0770042070210287,0,0,0,0.17692783,0.1764442,0.14949593,0.11494058,0.0,1635.0,0.16392988,0.5163551988236085,3283.0
1636,1636,1636,Methanol,1.224106423,20.0,300,-1.0,0.0,1,1,21.0,CO,Fc1c(F)c(F)c(C(N=c(c2c(F)c(F)c(F)c(F)c23)n4c3=NC5=[N](C(c6c5c(F)c(F)c(F)c6F)=N7)[Cu]894)=[N]9C%10=Nc%11n8c7c%12c(F)c(F)c(F)c(F)c%11%12)c%10c1F,Fc1c(F)c(F)c(C(N=c(c2c(F)c(F)c(F)c(F)c23)n4c3=NC5=[N](C(c6c5c(F)c(F)c(F)c6F)=N7)[Cu]894)=[N]9C%10=Nc%11n8c7c%12c(F)c(F)c(F)c(F)c%11%12)c%10c1F,metal_catalyst,-0.02137837,863.9219999999999,7.073900000000002,863.9219999999999,7.073900000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,1,0,0,0,0,PMPerformance,1,0,CF,-0.0096116527382167,1,0,0,-0.15007216,-0.11619842,-0.10957426,-0.1479193,0.0,1636.0,-0.13754481,1.0,533.0
1637,1637,1637,Methanol,1.224106423,20.0,300,-1.0,0.0,1,1,21.0,CO,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,organocatalyst,0.235319294,658.1640000000001,11.374659999999984,658.1640000000001,11.374659999999984,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,1,0,0,0,0,PMPerformance,1,0,CF,0.1159522963346962,0,0,0,0.23691267,0.25929672,0.22839853,0.23333624,0.0,1637.0,0.24318361,0.5619484515128071,2338.0
1638,1638,1638,Methanol,1.224106423,20.0,300,-1.0,0.0,1,1,21.0,CO,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,metal_catalyst,0.584876783,825.1129999999998,9.816179999999996,825.1129999999998,9.816179999999996,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,1,0,0,0,0,PMPerformance,1,0,CF,0.3807780526913175,0,0,0,0.5857174,0.5757859,0.58218735,0.5336665,0.0,1638.0,0.5684688,1.0127857975688117,819.0
1639,1639,1639,Methanol,1.224106423,20.0,300,-1.0,0.0,1,1,21.0,CO,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,metal_catalyst,0.392664534,603.7570000000002,9.4095,603.7570000000002,9.4095,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,1,0,0,0,0,PMPerformance,1,0,CF,0.2158568634004705,0,0,0,0.39376768,0.37859932,0.3727097,0.35996634,0.0,1639.0,0.3738674,0.7647598142267102,576.0
1640,1640,1640,Methanol,2.44680678,20.0,300,-1.0,0.0,1,1,21.0,CO,[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],metal_catalyst,0.145115502,327.009,2.633300000000001,327.009,2.633300000000001,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.067584839605301,0,0,0,0.14383814,0.13950577,0.13341215,0.15763578,0.0,1640.0,0.18845823,0.5161502133864553,76.0
1641,1641,1641,Methanol,2.44680678,20.0,300,-1.0,0.0,1,1,21.0,CO,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,metal_catalyst,0.463571131,694.6640000000001,5.103000000000002,694.6640000000001,5.103000000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.2696790083333483,1,0,0,0.47467142,0.5028625,0.4431532,0.50083107,0.0,1641.0,0.44639972,1.0,628.0
1642,1642,1642,Methanol,2.44680678,20.0,300,-1.0,0.0,1,1,21.0,CO,Fc1c(F)c(F)c(C(N=c(c2c(F)c(F)c(F)c(F)c23)n4c3=NC5=[N](C(c6c5c(F)c(F)c(F)c6F)=N7)[Cu]894)=[N]9C%10=Nc%11n8c7c%12c(F)c(F)c(F)c(F)c%11%12)c%10c1F,Fc1c(F)c(F)c(C(N=c(c2c(F)c(F)c(F)c(F)c23)n4c3=NC5=[N](C(c6c5c(F)c(F)c(F)c6F)=N7)[Cu]894)=[N]9C%10=Nc%11n8c7c%12c(F)c(F)c(F)c(F)c%11%12)c%10c1F,metal_catalyst,0.061601521,863.9219999999999,7.073900000000002,863.9219999999999,7.073900000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.0271501473276067,0,0,0,0.085602134,0.07809463,0.057197064,0.054708987,0.0,1642.0,0.035007775,0.5163551988236085,4296.0
1643,1643,1643,Methanol,2.44680678,20.0,300,-1.0,0.0,1,1,21.0,CO,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,organocatalyst,0.245687901,658.1640000000001,11.374659999999984,658.1640000000001,11.374659999999984,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.1218735584818985,1,0,0,0.33623087,0.36215955,0.27108857,0.29593676,0.0,1643.0,0.23796833,1.0,531.0
1644,1644,1644,Methanol,2.44680678,20.0,300,-1.0,0.0,1,1,21.0,CO,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,metal_catalyst,0.23490471,825.1129999999998,9.816179999999996,825.1129999999998,9.816179999999996,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.1157172077207577,0,0,0,0.2499001,0.2860851,0.24608147,0.22198406,0.0,1644.0,0.19543791,0.5611903971731861,477.0
1645,1645,1645,Methanol,2.44680678,20.0,300,-1.0,0.0,1,1,21.0,CO,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,metal_catalyst,0.233426168,603.7570000000002,9.4095,603.7570000000002,9.4095,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.1148798395797664,0,0,0,0.4394097,0.25386536,0.22812706,0.20780194,0.0,1645.0,0.19547844,0.5595046378824868,5497.0
1646,1646,1646,Methanol,0.252644701,20.0,500,82.0,0.0,0,1,21.0,CO,[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],metal_catalyst,0.535111288,327.009,2.633300000000001,327.009,2.633300000000001,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.3317178119288991,0,0,0,0.54907745,0.5692766,0.5414007,0.5230858,0.0,1646.0,0.5440294,0.9489463381817972,3600.0
1647,1647,1647,Methanol,0.252644701,20.0,500,82.0,0.0,0,1,21.0,CO,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,metal_catalyst,0.607927917,694.6640000000001,5.103000000000002,694.6640000000001,5.103000000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.4055277998064363,0,0,0,0.60008967,0.61862755,0.6038298,0.6017374,0.0,1647.0,0.59603405,1.0429444505441972,1916.0
1648,1648,1648,Methanol,0.252644701,20.0,500,82.0,0.0,0,1,21.0,CO,Fc1c(F)c(F)c(C(N=c(c2c(F)c(F)c(F)c(F)c23)n4c3=NC5=[N](C(c6c5c(F)c(F)c(F)c6F)=N7)[Cu]894)=[N]9C%10=Nc%11n8c7c%12c(F)c(F)c(F)c(F)c%11%12)c%10c1F,Fc1c(F)c(F)c(C(N=c(c2c(F)c(F)c(F)c(F)c23)n4c3=NC5=[N](C(c6c5c(F)c(F)c(F)c6F)=N7)[Cu]894)=[N]9C%10=Nc%11n8c7c%12c(F)c(F)c(F)c(F)c%11%12)c%10c1F,metal_catalyst,-0.031739632,863.9219999999999,7.073900000000002,863.9219999999999,7.073900000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,-0.013990843650763,0,0,0,-0.0153988,-0.042348444,-0.03682834,-0.006750047,0.0,1648.0,-0.0572896,0.5163551988236085,3908.0
1649,1649,1649,Methanol,0.252644701,20.0,500,82.0,0.0,0,1,21.0,CO,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,organocatalyst,0.608639543,658.1640000000001,11.374659999999984,658.1640000000001,11.374659999999984,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.406314768295279,0,0,0,0.6043323,0.6238703,0.6155694,0.6245236,0.0,1649.0,0.65463746,1.0434486816804391,90.0
1650,1650,1650,Methanol,0.252644701,20.0,500,82.0,0.0,0,1,21.0,CO,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,metal_catalyst,0.637426797,825.1129999999998,9.816179999999996,825.1129999999998,9.816179999999996,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.4394081337506754,0,0,0,0.6413738,0.6498928,0.6427186,0.6523346,0.0,1650.0,0.6311402,1.0810242006628816,2204.0
1651,1651,1651,Methanol,0.252644701,20.0,500,82.0,0.0,0,1,21.0,CO,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,metal_catalyst,0.524040226,603.7570000000002,9.4095,603.7570000000002,9.4095,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.321518247095108,1,0,0,0.599865,0.6475687,0.5436453,0.58286995,0.0,1651.0,0.55083907,1.0,60.0
1652,1652,1652,Methanol,0.082560213,30.0,150,59.0,0.0,0,1,21.0,CO,[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],metal_catalyst,0.989279161,327.009,2.633300000000001,327.009,2.633300000000001,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,1.9310412995782744,0,0,0,0.97868645,0.9782175,0.9817747,0.9831376,0.0,1652.0,0.9556762,1.5346167318155362,1361.0
1653,1653,1653,Methanol,0.082560213,30.0,150,59.0,0.0,0,1,21.0,CO,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,metal_catalyst,0.993287381,694.6640000000001,5.103000000000002,694.6640000000001,5.103000000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,2.112798122064746,0,0,0,0.9895264,0.98324513,0.9984335,0.96642053,0.0,1653.0,1.0,1.5404003571748952,2633.0
1654,1654,1654,Methanol,0.082560213,30.0,150,59.0,0.0,0,1,21.0,CO,Fc1c(F)c(F)c(C(N=c(c2c(F)c(F)c(F)c(F)c23)n4c3=NC5=[N](C(c6c5c(F)c(F)c(F)c6F)=N7)[Cu]894)=[N]9C%10=Nc%11n8c7c%12c(F)c(F)c(F)c(F)c%11%12)c%10c1F,Fc1c(F)c(F)c(C(N=c(c2c(F)c(F)c(F)c(F)c23)n4c3=NC5=[N](C(c6c5c(F)c(F)c(F)c6F)=N7)[Cu]894)=[N]9C%10=Nc%11n8c7c%12c(F)c(F)c(F)c(F)c%11%12)c%10c1F,metal_catalyst,0.832316393,863.9219999999999,7.073900000000002,863.9219999999999,7.073900000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,0.7729271209400312,0,0,0,0.82462084,0.83175397,0.8155925,0.8194668,0.0,1654.0,0.7710879,1.3320758163232145,460.0
1655,1655,1655,Methanol,0.082560213,30.0,150,59.0,0.0,0,1,21.0,CO,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,organocatalyst,0.99028161,658.1640000000001,11.374659999999984,658.1640000000001,11.374659999999984,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,1.9698704447390905,0,0,0,0.99107105,0.990448,0.98484266,0.9741901,0.0,1655.0,1.0,1.535910267478684,1179.0
1656,1656,1656,Methanol,0.082560213,30.0,150,59.0,0.0,0,1,21.0,CO,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,metal_catalyst,0.992358405,825.1129999999998,9.816179999999996,825.1129999999998,9.816179999999996,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,2.0634060913442487,0,0,0,0.99540675,0.9799638,0.9892278,0.96348864,0.0,1656.0,0.9806986,1.5392011532069392,5298.0
1657,1657,1657,Methanol,0.082560213,30.0,150,59.0,0.0,0,1,21.0,CO,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,CC(c1cc(C(C)(C)C)c(O[Co]23Oc4c(C=[N]2[C@@H]5CCCC[C@H]5[N]3=C6)cc(C(C)(C)C)cc4C(C)(C)C)c6c1)(C)C,metal_catalyst,0.938532792,603.7570000000002,9.4095,603.7570000000002,9.4095,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,1.2043479046076966,0,0,0,0.94007605,0.94646513,0.9349071,0.8991802,0.0,1657.0,0.9266596,1.4691348588456918,431.0
1658,1658,1658,Methanol,0.388464033,30.0,300,59.0,-37.5,0,0,21.0,CO,[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],[H]O(c1c(/C=N/CC/N=C/c2ccccc23)cccc1)[Ni]O3[H],metal_catalyst,0.979382123,327.009,2.633300000000001,327.009,2.633300000000001,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.665186958507446,0,0,0,0.98371047,0.9582634,0.97268623,0.9604438,0.0,1658.0,0.9307501,1.5218458361265514,1200.0
1659,1659,1659,Methanol,0.388464033,30.0,300,59.0,-37.5,0,0,21.0,CO,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,metal_catalyst,0.990100129,694.6640000000001,5.103000000000002,694.6640000000001,5.103000000000002,0.5,cat,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.962578641905219,0,0,0,0.9929795,0.9759804,0.98449665,0.9474163,0.0,1659.0,0.9887854,1.5362859718244928,799.0
