,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,Unnamed: 0.1,id_original,rejection_mcmpnn_pt_v40_fold3,rejection_mcmpnn_pt_v40_fold1,rejection_mcmpnn_pt_v40_fold4,rejection_mcmpnn_pt_v40_fold2,is_augmented,rejection_mcmpnn_pt_v40_fold0,loss_weight
311,311,311,Ethanol,0.320534523,30.0,500,82.0,0.0,0,1,21.0,C(C)O,n1([Ru+2]23(n4c5c(n3ccc6)c6ccc5ccc4)7n8cccc9ccc%10cccn2c%10c89)cccc%11ccc%12cccn7c%12c1%11,n1([Ru+2]23(n4c5c(n3ccc6)c6ccc5ccc4)7n8cccc9ccc%10cccn2c%10c89)cccc%11ccc%12cccn7c%12c1%11,metal_catalyst,0.986836457,641.7,2.5283000000000007,641.7,2.5283000000000007,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,1.848828094606679,0,0,0,593.0,311.0,0.689782,1.0,0.026566356,0.8523568,0.0,0.9774566,1.0
312,312,312,Ethanol,0.320534523,30.0,500,82.0,0.0,0,1,21.0,C(C)O,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,metal_catalyst,0.80195122,654.7930000000002,5.767100000000005,654.7930000000002,5.767100000000005,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.7010404799281206,0,0,0,843.0,312.0,0.8772495,0.856869,0.65245104,0.92939705,0.0,0.9847381,1.0
313,313,313,Ethanol,0.320534523,30.0,500,82.0,0.0,0,1,21.0,C(C)O,CC(C1=CC=C(C2=[N]([Ir+]345([N]6=CC=CC=C6C7=[N]5C=CC=C7)C8=C(C9=[N]4C=CC=C9)C=CC(C(C)(C)C)=C8)C=CC=C2)C3=C1)(C)C,CC(C1=CC=C(C2=[N]([Ir+]345([N]6=CC=CC=C6C7=[N]5C=CC=C7)C8=C(C9=[N]4C=CC=C9)C=CC(C(C)(C)C)=C8)C=CC=C2)C3=C1)(C)C,metal_catalyst,0.796614211,769.005,8.582500000000005,769.005,8.582500000000005,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.6895493041020968,0,0,0,1997.0,313.0,1.0,0.8440627,0.7137759,0.9040216,0.0,1.0,1.0
314,314,314,Ethanol,0.320534523,30.0,500,82.0,0.0,0,1,21.0,C(C)O,Fc1cc2c(c3c([Ir+]245(n6cccc(F)c6c7cc(C(C)(C)C)ccn75)n8c(c9c(F)cccn94)cc(C(C)(C)C)cc8)cc(F)cc3F)c(F)c1,Fc1cc2c(c3c([Ir+]245(n6cccc(F)c6c7cc(C(C)(C)C)ccn75)n8c(c9c(F)cccn94)cc(C(C)(C)C)cc8)cc(F)cc3F)c(F)c1,metal_catalyst,0.733412675,876.9449999999999,9.478899999999998,876.9449999999999,9.478899999999998,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.5725344619540207,0,0,0,793.0,314.0,0.88364637,1.0,-0.21498519,0.91243654,0.0,0.9417664,1.0
315,315,315,Ethanol,0.195522762,30.0,300,87.0,-8.0,0,0,21.0,C(C)O,n1([Ru+2]23(n4c5c(n3ccc6)c6ccc5ccc4)7n8cccc9ccc%10cccn2c%10c89)cccc%11ccc%12cccn7c%12c1%11,n1([Ru+2]23(n4c5c(n3ccc6)c6ccc5ccc4)7n8cccc9ccc%10cccn2c%10c89)cccc%11ccc%12cccn7c%12c1%11,metal_catalyst,0.987170831,641.7,2.5283000000000007,641.7,2.5283000000000007,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,1.8592039160264469,1,0,0,2456.0,315.0,0.71106994,1.0,0.074597746,0.87479174,0.0,1.0,1.0
316,316,316,Ethanol,0.195522762,30.0,300,87.0,-8.0,0,0,21.0,C(C)O,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,metal_catalyst,0.046783626,654.7930000000002,5.767100000000005,654.7930000000002,5.767100000000005,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.0203531353804943,0,0,0,1514.0,316.0,0.90773296,0.8879595,0.68142545,0.94614756,0.0,1.0,1.0
317,317,317,Ethanol,0.195522762,30.0,300,87.0,-8.0,0,0,21.0,C(C)O,CC(C1=CC=C(C2=[N]([Ir+]345([N]6=CC=CC=C6C7=[N]5C=CC=C7)C8=C(C9=[N]4C=CC=C9)C=CC(C(C)(C)C)=C8)C=CC=C2)C3=C1)(C)C,CC(C1=CC=C(C2=[N]([Ir+]345([N]6=CC=CC=C6C7=[N]5C=CC=C7)C8=C(C9=[N]4C=CC=C9)C=CC(C(C)(C)C)=C8)C=CC=C2)C3=C1)(C)C,metal_catalyst,0.123199393,769.005,8.582500000000005,769.005,8.582500000000005,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.0566041231758719,0,0,0,2129.0,317.0,1.0,0.86842155,0.7355403,0.94414544,0.0,1.0,1.0
318,318,318,Ethanol,0.195522762,30.0,300,87.0,-8.0,0,0,21.0,C(C)O,Fc1cc2c(c3c([Ir+]245(n6cccc(F)c6c7cc(C(C)(C)C)ccn75)n8c(c9c(F)cccn94)cc(C(C)(C)C)cc8)cc(F)cc3F)c(F)c1,Fc1cc2c(c3c([Ir+]245(n6cccc(F)c6c7cc(C(C)(C)C)ccn75)n8c(c9c(F)cccn94)cc(C(C)(C)C)cc8)cc(F)cc3F)c(F)c1,metal_catalyst,0.763779528,876.9449999999999,9.478899999999998,876.9449999999999,9.478899999999998,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.6248478343086876,0,0,0,214.0,318.0,0.9088081,1.0,-0.18754345,0.92715514,0.0,1.0,1.0
319,319,319,Ethanol,0.320534523,30.0,500,82.0,0.0,0,1,21.0,C(C)O,n1([Ru+2]23(n4c5c(n3ccc6)c6ccc5ccc4)7n8cccc9ccc%10cccn2c%10c89)cccc%11ccc%12cccn7c%12c1%11,n1([Ru+2]23(n4c5c(n3ccc6)c6ccc5ccc4)7n8cccc9ccc%10cccn2c%10c89)cccc%11ccc%12cccn7c%12c1%11,metal_catalyst,0.943281567,641.7,2.5283000000000007,641.7,2.5283000000000007,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,1.2386854680964063,0,0,0,643.0,319.0,0.68978226,1.0,0.026566178,0.8523568,0.0,0.9774566,1.0
320,320,320,Ethanol,0.320534523,30.0,500,82.0,0.0,0,1,21.0,C(C)O,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,metal_catalyst,0.608836907,654.7930000000002,5.767100000000005,654.7930000000002,5.767100000000005,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.4065332807871847,0,0,0,1444.0,320.0,0.8772493,0.8568691,0.65245104,0.92939705,0.0,0.98473823,1.0
321,321,321,Ethanol,0.320534523,30.0,500,82.0,0.0,0,1,21.0,C(C)O,CC(C1=CC=C(C2=[N]([Ir+]345([N]6=CC=CC=C6C7=[N]5C=CC=C7)C8=C(C9=[N]4C=CC=C9)C=CC(C(C)(C)C)=C8)C=CC=C2)C3=C1)(C)C,CC(C1=CC=C(C2=[N]([Ir+]345([N]6=CC=CC=C6C7=[N]5C=CC=C7)C8=C(C9=[N]4C=CC=C9)C=CC(C(C)(C)C)=C8)C=CC=C2)C3=C1)(C)C,metal_catalyst,0.723654284,769.005,8.582500000000005,769.005,8.582500000000005,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.5569785380307903,0,0,0,2226.0,321.0,1.0,0.8440627,0.7137758,0.9040216,0.0,1.0,1.0
322,322,322,Ethanol,0.320534523,30.0,500,82.0,0.0,0,1,21.0,C(C)O,Fc1cc2c(c3c([Ir+]245(n6cccc(F)c6c7cc(C(C)(C)C)ccn75)n8c(c9c(F)cccn94)cc(C(C)(C)C)cc8)cc(F)cc3F)c(F)c1,Fc1cc2c(c3c([Ir+]245(n6cccc(F)c6c7cc(C(C)(C)C)ccn75)n8c(c9c(F)cccn94)cc(C(C)(C)C)cc8)cc(F)cc3F)c(F)c1,metal_catalyst,0.796150481,876.9449999999999,9.478899999999998,876.9449999999999,9.478899999999998,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.6885650514613443,0,0,0,2324.0,322.0,0.883646,1.0,-0.21498483,0.9124366,0.0,0.9417664,1.0
323,323,323,Ethanol,0.195522762,30.0,300,87.0,-8.0,0,0,21.0,C(C)O,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,metal_catalyst,0.788545341,569.6340000000001,5.690300000000006,569.6340000000001,5.690300000000006,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.6727337406591676,0,0,0,2497.0,323.0,0.6656885,1.0,-0.11937827,0.8253019,0.0,0.9903717,1.0
324,324,324,Ethanol,0.195522762,30.0,300,87.0,-8.0,0,0,21.0,C(C)O,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,metal_catalyst,0.499391391,804.9850000000001,8.860700000000003,804.9850000000001,8.860700000000003,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.2996350184111717,0,1,0,536.0,324.0,1.0,0.8925138,0.75574625,0.9545203,0.0,1.0,1.0
325,325,325,Ethanol,0.320534523,30.0,500,82.0,0.0,0,1,21.0,C(C)O,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,metal_catalyst,0.976551152,569.6340000000001,5.690300000000006,569.6340000000001,5.690300000000006,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,1.6117415994863689,0,0,0,2350.0,325.0,0.6429856,1.0,-0.16481715,0.7996441,0.0,0.9538768,1.0
326,326,326,Ethanol,0.320534523,30.0,500,82.0,0.0,0,1,21.0,C(C)O,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,metal_catalyst,0.814540224,804.9850000000001,8.860700000000003,804.9850000000001,8.860700000000003,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.7294148418464979,0,1,0,199.0,326.0,1.0,0.8683946,0.7386993,0.91365445,0.0,1.0,1.0
327,327,327,Ethanol,0.195522762,20.0,300,87.0,-8.0,0,0,21.0,C(C)O,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,metal_catalyst,0.800788545,569.6340000000001,5.690300000000006,569.6340000000001,5.690300000000006,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.6985110782005018,1,0,0,1976.0,327.0,0.6218362,1.0,-0.18298322,0.80745995,0.0,0.94365686,1.0
328,328,328,Ethanol,0.195522762,20.0,300,87.0,-8.0,0,0,21.0,C(C)O,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,metal_catalyst,0.24056656,804.9850000000001,8.860700000000003,804.9850000000001,8.860700000000003,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.1189387933213886,0,1,0,962.0,328.0,1.0,0.85912126,0.7180834,0.9497371,0.0,1.0,1.0
329,329,329,Ethanol,0.320534523,20.0,500,82.0,0.0,0,1,21.0,C(C)O,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,metal_catalyst,0.986719236,569.6340000000001,5.690300000000006,569.6340000000001,5.690300000000006,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,1.845248557818347,1,0,0,2110.0,329.0,0.5995582,1.0,-0.23124409,0.77574414,0.0,0.90760076,1.0
330,330,330,Ethanol,0.320534523,20.0,500,82.0,0.0,0,1,21.0,C(C)O,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,metal_catalyst,0.76961381,804.9850000000001,8.860700000000003,804.9850000000001,8.860700000000003,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.6356625649424862,0,1,0,2044.0,330.0,1.0,0.82712334,0.6945226,0.8971992,0.0,1.0,1.0
331,331,331,Ethanol,0.195522762,10.0,300,87.0,-8.0,0,0,21.0,C(C)O,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,metal_catalyst,0.767586636,569.6340000000001,5.690300000000006,569.6340000000001,5.690300000000006,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.6318742822010919,1,0,0,966.0,331.0,0.57815945,1.0,-0.24906713,0.7868334,0.0,0.89793503,1.0
332,332,332,Ethanol,0.195522762,10.0,300,87.0,-8.0,0,0,21.0,C(C)O,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,metal_catalyst,0.507247981,804.9850000000001,8.860700000000003,804.9850000000001,8.860700000000003,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.3064911154895011,0,1,0,1490.0,332.0,1.0,0.8226834,0.6773319,0.92572093,0.0,1.0,1.0
333,333,333,Ethanol,0.320534523,10.0,500,82.0,0.0,0,1,21.0,C(C)O,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,n12ccccc1c3ccccn3[Ru+2]245(n6c(c7n5cccc7)cccc6)n8c(c9ccccn94)cccc8,metal_catalyst,0.979871343,569.6340000000001,5.690300000000006,569.6340000000001,5.690300000000006,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,1.6751281071135926,0,0,0,747.0,333.0,0.55636984,1.0,-0.2989195,0.7454976,0.0,0.8597754,1.0
334,334,334,Ethanol,0.320534523,10.0,500,82.0,0.0,0,1,21.0,C(C)O,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,metal_catalyst,0.882372469,804.9850000000001,8.860700000000003,804.9850000000001,8.860700000000003,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.9258145084941976,0,1,0,1.0,334.0,1.0,0.77307904,0.6490306,0.8804208,0.0,1.0,1.0
335,335,335,Ethanol,0.195522762,30.0,300,87.0,-8.0,0,0,21.0,C(C)O,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,organocatalyst,-0.039675383,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,-0.0173152815207813,0,0,0,278.0,335.0,0.60519016,0.6540337,0.49178424,0.6633657,0.0,0.62072176,1.0
336,336,336,Ethanol,0.320534523,30.0,500,82.0,0.0,0,1,21.0,C(C)O,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,organocatalyst,0.681695221,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.4957945813734987,0,0,0,937.0,336.0,0.8219161,0.79924715,0.7508551,0.74013835,0.0,0.790113,1.0
337,337,337,Ethanol,0.195522762,20.0,300,87.0,-8.0,0,0,21.0,C(C)O,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,organocatalyst,0.088367899,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.039704259383241,0,0,0,1095.0,337.0,0.5402715,0.5285714,0.47907475,0.5445326,0.0,0.60721993,1.0
338,338,338,Ethanol,0.320534523,20.0,500,82.0,0.0,0,1,21.0,C(C)O,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,organocatalyst,0.632100992,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.4330925126254744,0,0,0,1162.0,338.0,0.7573067,0.7269581,0.7235676,0.68310535,0.0,0.69116765,1.0
339,339,339,Ethanol,0.195522762,10.0,300,87.0,-8.0,0,0,21.0,C(C)O,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,organocatalyst,0.07754734,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.034585363383184,1,0,0,2062.0,339.0,0.47248533,0.50128126,0.45985103,0.43459308,0.0,0.5158238,1.0
340,340,340,Ethanol,0.320534523,10.0,500,82.0,0.0,0,1,21.0,C(C)O,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,Fc1c(B(c2c(F)c(F)c(F)c(F)c2F)c3c(F)c(F)c(F)c(F)c3F)c(F)c(F)c(F)c1F,organocatalyst,0.798917944,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,cat,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,SS336,0,1,DE,0.6944722482173248,0,0,0,2165.0,340.0,0.65887624,0.6046596,0.6483996,0.5477848,0.0,0.5100138,1.0
341,341,341,Toluene,0.341009623,30.0,300,87.0,-8.0,0,0,21.0,Cc1ccccc1,CC(C)(P(c1c(c2ccccc2)cccc1)C(C)(C)C)C,CC(C)(P(c1c(c2ccccc2)cccc1)C(C)(C)C)C,ligand,0.004047093,298.4100000000001,6.057800000000005,298.4100000000001,6.057800000000005,0.5,cat,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.0013253559441907,0,0,0,2196.0,341.0,0.573822,0.43596518,0.40385926,0.68321586,0.0,0.44961637,1.0
342,342,342,Toluene,0.341009623,30.0,300,87.0,-8.0,0,0,21.0,Cc1ccccc1,CN(c1ccc(P(C(C)(C)C)C(C)(C)C)cc1)C,CN(c1ccc(P(C(C)(C)C)C(C)(C)C)cc1)C,ligand,0.162525458,265.381,4.456800000000004,265.381,4.456800000000004,0.5,cat,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.076510119028993,0,0,0,1630.0,342.0,0.5319268,0.39806503,0.39411238,0.68264073,0.0,0.39359495,1.0
343,343,343,Toluene,0.341009623,30.0,300,87.0,-8.0,0,0,21.0,Cc1ccccc1,c1(c2ccccc2)ccccc1P(C3CCCCC3)C4CCCCC4,c1(c2ccccc2)ccccc1P(C3CCCCC3)C4CCCCC4,ligand,-0.070592301,350.48600000000016,7.126200000000005,350.48600000000016,7.126200000000005,0.5,cat,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,-0.0300295846998633,0,1,0,1683.0,343.0,0.664813,0.6711296,0.6676626,0.76916707,0.0,0.7582431,1.0
344,344,344,Toluene,0.341009623,30.0,300,87.0,-8.0,0,0,21.0,Cc1ccccc1,CN(c1c(c2ccccc2P(C3CCCCC3)C4CCCCC4)cccc1)C,CN(c1c(c2ccccc2P(C3CCCCC3)C4CCCCC4)cccc1)C,ligand,-0.229304196,393.5550000000001,7.192200000000008,393.5550000000001,7.192200000000008,0.5,cat,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,-0.0900125051877847,0,1,0,1849.0,344.0,0.7174305,0.7035806,0.7047827,0.7911874,0.0,0.78976905,1.0
345,345,345,Toluene,0.341009623,30.0,300,87.0,-8.0,0,0,21.0,Cc1ccccc1,CC(c1c(c2ccccc2P(C3CCCCC3)C4CCCCC4)c(C(C)C)cc(C(C)C)c1)C,CC(c1c(c2ccccc2P(C3CCCCC3)C4CCCCC4)c(C(C)C)cc(C(C)C)c1)C,ligand,0.065586677,476.7290000000002,10.496399999999992,476.7290000000002,10.496399999999992,0.5,cat,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.0289964487698529,0,0,0,657.0,345.0,0.72719955,0.7819463,0.7652253,0.8146952,0.0,0.81702733,1.0
