,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,solute_category,membrane,solvent,solute_smiles,pressure,temperature,process_configuration,permeance,substructure_smarts,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,membrane_SM122,membrane_DM500,membrane_PMPerformance,membrane_DM300,membrane_SS150101,membrane_SS336,membrane_GMT-oNF-2,membrane_DM150,process_configuration_CF,process_configuration_DE,rejection_mcmpnn_combi_v42a_fold3,rejection_mcmpnn_combi_v42a_fold1,rejection_mcmpnn_combi_v42a_fold2,rejection_mcmpnn_combi_v42a_fold4,rejection_mcmpnn_combi_v42a_fold0,mcmpnn_rejection_mean_predicted,mcmpnn_rejection_ci_lower,mcmpnn_rejection_ci_upper
38,38,38,38,38,38,38,metal_catalyst,GMT-oNF-2,Acetonitrile,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,825.1129999999998,9.816179999999996,0,0,0,0,0,0,1,0,1,0,0.95418656,0.93611145,0.9779184,0.947826,1.0,0.963208482,0.93141689763704,0.9950000663629599
39,39,39,39,39,39,39,metal_catalyst,GMT-oNF-2,Acetonitrile,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,769.005,8.582500000000005,0,0,0,0,0,0,1,0,1,0,0.92809975,0.88558006,0.9575714,0.92409086,0.99784195,0.9386368039999999,0.8866890771489413,0.9905845308510586
40,40,40,40,40,40,40,metal_catalyst,GMT-oNF-2,Acetonitrile,FC(C(C=C1)=C[N]2=C1C3=CC=CC=[N]3[Ir+]245([N]6=CC=CC=C6C7=C5C=C(C(F)(F)F)C=C7)[N]8=C(C9=C4C=C(C(F)(F)F)C=C9)C=CC=C8)(F)F,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,860.7800000000004,9.0439,0,0,0,0,0,0,1,0,1,0,0.91799796,0.8857774,0.9780424,0.92675173,0.9790014,0.937514178,0.8873183324500947,0.9877100235499053
41,41,41,41,41,41,41,metal_catalyst,GMT-oNF-2,Acetonitrile,CC(C1=CC=C(C2=[N]([Ir+]345([N]6=CC=CC=C6C7=[N]5C=CC=C7)C8=C(C9=[N]4C=CC=C9)C=CC(C(C)(C)C)=C8)C=CC=C2)C3=C1)(C)C,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,769.005,8.582500000000005,0,0,0,0,0,0,1,0,1,0,0.9279526,0.8862543,0.95757145,0.9238244,0.99804413,0.9387293760000001,0.8869161395406943,0.9905426124593059
42,42,42,42,42,42,42,metal_catalyst,GMT-oNF-2,Acetonitrile,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,804.9850000000001,8.860700000000003,0,0,0,0,0,0,1,0,1,0,0.9307817,0.88862216,0.9725704,0.92582643,0.9950645,0.9425730379999999,0.8906847883636341,0.9944612876363658
43,43,43,43,43,43,43,metal_catalyst,GMT-oNF-2,Acetonitrile,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,30,25,CF,0.153,c1(c2ncccc2)ncccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,976.959,11.176499999999988,0,0,0,0,0,0,1,0,1,0,0.9409682,0.9163825,1.0,0.9406027,0.97744226,0.955079132,0.9137851287771589,0.9963731352228412
44,44,44,44,44,44,44,metal_catalyst,GMT-oNF-2,Acetonitrile,CC1=CC(C2=CC=C(C)C=C2[Ir+3]345([N](C=C6)=C(C7=[N]5C=CC(C(C)(C)C)=C7)C=C6C(C)(C)C)[N](C=C8)=C(C9=CC=C(C)C=C94)C=C8C)=[N]3C=C1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,825.1129999999998,9.816179999999996,0,0,0,0,0,0,1,0,1,0,0.95418656,0.93611157,0.9779184,0.947826,1.0,0.9632085060000002,0.931416961059025,0.9950000509409753
45,45,45,45,45,45,45,metal_catalyst,GMT-oNF-2,Acetonitrile,CC(C)(C)C1=CC(C2=[N]3C=CC(C(C)(C)C)=C2)=[N]([Ir+]453([N]6=C(C7=C5C=CC=C7)C=CC=C6)C8=CC=CC=C8C9=CC=CC=[N]94)C=C1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,769.005,8.582500000000005,0,0,0,0,0,0,1,0,1,0,0.92809975,0.88558006,0.9575713,0.92409086,0.99784195,0.9386367840000001,0.8866890711976635,0.9905844968023366
46,46,46,46,46,46,46,metal_catalyst,GMT-oNF-2,Acetonitrile,FC(C(C=C1)=C[N]2=C1C3=CC=CC=[N]3[Ir+]245([N]6=CC=CC=C6C7=C5C=C(C(F)(F)F)C=C7)[N]8=C(C9=C4C=C(C(F)(F)F)C=C9)C=CC=C8)(F)F,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,860.7800000000004,9.0439,0,0,0,0,0,0,1,0,1,0,0.91799796,0.8857774,0.9780424,0.9267517,0.9790014,0.937514172,0.8873183239708853,0.9877100200291147
47,47,47,47,47,47,47,metal_catalyst,GMT-oNF-2,Acetonitrile,C1(C2=CC=CC=C23)=[N]([Ir]345([N]6=C(C7=CC=CC=C75)C=CC=C6)[N]8=C(C9=CC=CC=C94)C=CC=C8)C=CC=C1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,654.7930000000002,5.767100000000005,0,0,0,0,0,0,1,0,1,0,0.93583214,0.82119226,0.9532192,0.9347415,0.9663106,0.9222591400000001,0.8502490338862744,0.9942692461137258
48,48,48,48,48,48,48,metal_catalyst,GMT-oNF-2,Acetonitrile,CC(C1=CC=C(C2=[N]([Ir+]345([N]6=CC=CC=C6C7=[N]5C=CC=C7)C8=C(C9=[N]4C=CC=C9)C=CC(C(C)(C)C)=C8)C=CC=C2)C3=C1)(C)C,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,769.005,8.582500000000005,0,0,0,0,0,0,1,0,1,0,0.9279526,0.8862543,0.95757145,0.9238244,0.99804413,0.9387293760000001,0.8869161395406943,0.9905426124593059
49,49,49,49,49,49,49,metal_catalyst,GMT-oNF-2,Acetonitrile,FC1=CC=C(C2=[N]([Ir+]345([N]6=CC=C(C(C)(C)C)C=C6C7=[N]5C=CC(C(C)(C)C)=C7)C8=C(C9=[N]4C=CC=C9)C=CC(F)=C8)C=CC=C2)C3=C1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,804.9850000000001,8.860700000000003,0,0,0,0,0,0,1,0,1,0,0.9307817,0.88862216,0.9725704,0.92582643,0.9950645,0.9425730379999999,0.8906847883636341,0.9944612876363658
50,50,50,50,50,50,50,metal_catalyst,GMT-oNF-2,Acetonitrile,CC(C)(C)C1=CC=[N]([Ir+]23([N]4=C(C5=C3C=C(F)C=C5F)C=CC(C(F)(F)F)=C4)6C(C=C(C(F)(F)F)C=C7)=C7C8=C(F)C=C(F)C=[N]82)C(C9=[N]6C=CC(C(C)(C)C)=C9)=C1,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,976.959,11.176499999999988,0,0,0,0,0,0,1,0,1,0,0.9409682,0.91638255,1.0,0.94060266,0.97744226,0.955079134,0.913785143431747,0.996373124568253
51,51,51,51,51,51,51,metal_catalyst,GMT-oNF-2,Acetonitrile,FC1=CC(F)=CC2=C1C3=CC=CC=[N]3[Ir]245([N]6=C(C(O5)=O)C=CC=C6)[N]7=CC=CC=C7C8=C4C=C(F)C=C8F,30,25,CF,0.153,c1(c2ccccc2)ccccn1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,694.6640000000001,5.103000000000002,0,0,0,0,0,0,1,0,1,0,0.956264,0.828951,0.9798075,0.95250565,0.97843194,0.939192018,0.8611270504355713,1.0172569855644287
52,52,52,52,52,52,52,metal_catalyst,GMT-oNF-2,Acetonitrile,CC([P]1(NC2=CC=CC(N3)=[N]2[Mn+]1(C=O)(C=O)[P]3(C(C)(C)C)C(C)(C)C)C(C)(C)C)(C)C,30,25,CF,0.153,[NH]c1nc([NH])ccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,510.5020000000004,7.342500000000007,0,0,0,0,0,0,1,0,1,0,0.90067685,0.9176377,0.9496411,0.9570229,0.9920069,0.94339709,0.8991646984526035,0.9876294815473966
53,53,53,53,53,53,53,metal_catalyst,GMT-oNF-2,Acetonitrile,Cl[Ni]12[N]3=C(N[P]2(c4ccccc4)c5ccccc5)C=CC=C3N[P]1(c6ccccc6)c7ccccc7,30,25,CF,0.153,[NH]c1nc([NH])ccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,571.6340000000001,6.6882000000000055,0,0,0,0,0,0,1,0,1,0,0.90861833,0.91111577,0.96022797,0.9103435,0.9345424,0.9249695939999999,0.8971496237968078,0.9527895642031919
54,54,54,54,54,54,54,metal_catalyst,GMT-oNF-2,Acetonitrile,Cl[Ni]12[N]3=C(N[P]2(C(C)(C)C)C(C)(C)C)C=CC=C3N[P]1(c4ccccc4)c5ccccc5,30,25,CF,0.153,[NH]c1nc([NH])ccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,531.6540000000001,7.634200000000008,0,0,0,0,0,0,1,0,1,0,0.9218064,0.90332526,0.908521,0.9233378,0.94125617,0.919649326,0.9012803739268662,0.9380182780731339
55,55,55,55,55,55,55,metal_catalyst,GMT-oNF-2,Acetonitrile,Br[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,30,25,CF,0.153,[NH]c1nc([NH])ccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,536.1250000000003,8.736300000000002,0,0,0,0,0,0,1,0,1,0,0.94173557,0.9257879,0.95293033,0.9750906,0.99639404,0.958387688,0.9238586439723737,0.9929167320276262
56,56,56,56,56,56,56,metal_catalyst,GMT-oNF-2,Acetonitrile,Cl[Ni]12[N]3=C(C=CC=C3N[P]2(C(C)(C)C)C(C)(C)C)N[P]1(C(C)(C)C)C(C)(C)C,30,25,CF,0.153,[NH]c1nc([NH])ccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,491.6740000000003,8.580200000000003,0,0,0,0,0,0,1,0,1,0,0.93645215,0.93933976,0.9296833,0.9411763,0.9939662,0.948123542,0.915844861745698,0.9804022222543021
57,57,57,57,57,57,57,metal_catalyst,GMT-oNF-2,Acetonitrile,[H][Ru]12(Cl)(C=O)[N]3=C(N[P](C(C)(C)C)2C(C)(C)C)C=CC=C3N[P](C(C)(C)C)1C(C)(C)C,30,25,CF,0.153,[NH]c1nc([NH])ccc1,GMT-oNF,300,87.0,-8.0,0,0,C(C)#N,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,564.0770000000002,8.038400000000006,0,0,0,0,0,0,1,0,1,0,0.9279248,0.89350617,0.90164244,0.8949276,0.94741404,0.91308301,0.8836824583164408,0.9424835616835593
