,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,membrane,solvent,solute_smiles,secondary_solute_smiles,secondary_solute_ratio,pressure,temperature,permeance,process_configuration,solute_category,membrane_family,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,membrane_SM122,membrane_DM500,membrane_PMPerformance,membrane_DM300,membrane_SS150101,membrane_SS336,membrane_GMT-oNF-2,membrane_DM150,process_configuration_CF,process_configuration_DE,rejection_mcmpnn_combi_v42d_fold3,rejection_mcmpnn_combi_v42d_fold2,rejection_mcmpnn_combi_v42d_fold4,rejection_mcmpnn_combi_v42d_fold0,rejection_mcmpnn_combi_v42d_fold1,mcmpnn_rejection_mean_predicted,mcmpnn_rejection_ci_lower,mcmpnn_rejection_ci_upper
36,36,36,36,36,36,36,DM300,Toluene,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)OCc4cc(CO[C@@H]([C@]5([H])C[C@@H]6CC[N@]5C[C@@H]6C=C)c(ccn7)c8c7ccc(OC)c8)cc(CO[C@@H]([C@]9([H])C[C@@H]%10CC[N@]9C[C@@H]%10C=C)c(ccn%11)c%12c%11ccc(OC)c%12)c4)C[C@@H]%13CC[N@]1C[C@@H]%13C=C,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)OCc4cc(CO[C@@H]([C@]5([H])C[C@@H]6CC[N@]5C[C@@H]6C=C)c(ccn7)c8c7ccc(OC)c8)cc(CO[C@@H]([C@]9([H])C[C@@H]%10CC[N@]9C[C@@H]%10C=C)c(ccn%11)c%12c%11ccc(OC)c%12)c4)C[C@@H]%13CC[N@]1C[C@@H]%13C=C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,1087.4189999999996,12.81989999999998,1087.4189999999996,12.81989999999998,0,0,0,1,0,0,0,0,1,0,0.6338078,0.6696983,0.7079419,0.86103034,1.0,0.7744956679999999,0.5846129838885623,0.9643783521114375
37,37,37,37,37,37,37,DM300,Toluene,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(O)c3)OCc4cc(CO[C@@H]([C@]5([H])C[C@@H]6CC[N@]5C[C@@H]6C=C)c(ccn7)c8c7ccc(O)c8)cc(CO[C@@H]([C@]9([H])C[C@@H]%10CC[N@]9C[C@@H]%10C=C)c(ccn%11)c%12c%11ccc(O)c%12)c4)C[C@@H]%13CC[N@]1C[C@@H]%13C=C,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(O)c3)OCc4cc(CO[C@@H]([C@]5([H])C[C@@H]6CC[N@]5C[C@@H]6C=C)c(ccn7)c8c7ccc(O)c8)cc(CO[C@@H]([C@]9([H])C[C@@H]%10CC[N@]9C[C@@H]%10C=C)c(ccn%11)c%12c%11ccc(O)c%12)c4)C[C@@H]%13CC[N@]1C[C@@H]%13C=C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,1045.3379999999995,11.910899999999987,1045.3379999999995,11.910899999999987,0,0,0,1,0,0,0,0,1,0,0.6528345,0.61007977,0.70183814,0.8633888,1.0,0.765628242,0.564001945745824,0.9672545382541761
38,38,38,38,38,38,38,DM300,Toluene,Cc1nc(NS(CC2(CCC3CC2=O)C3(C)C)(=O)=O)ccc1,Cc1nc(NS(CC2(CCC3CC2=O)C3(C)C)(=O)=O)ccc1,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,322.43,2.527120000000001,322.43,2.527120000000001,0,0,0,1,0,0,0,0,1,0,0.47446874,0.4264189,0.5545999,0.6627967,0.5231059,0.528278028,0.4170718067466813,0.6394842492533187
39,39,39,39,39,39,39,DM300,Toluene,O=C1CC2CCC1(CS(Nc3cccc(NS(CC4(CCC5CC4=O)C5(C)C)(=O)=O)n3)(=O)=O)C2(C)C,O=C1CC2CCC1(CS(Nc3cccc(NS(CC4(CCC5CC4=O)C5(C)C)(=O)=O)n3)(=O)=O)C2(C)C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,537.7040000000004,3.355800000000002,537.7040000000004,3.355800000000002,0,0,0,1,0,0,0,0,1,0,0.5849059,0.457425,0.6821023,0.77463996,0.8149063,0.662795892,0.4825797260909841,0.8430120579090159
40,40,40,40,40,40,40,DM300,Toluene,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)OC(C(C)(C)C)=O)C[C@@H]4CC[N@]1C[C@@H]4C=C,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)OC(C(C)(C)C)=O)C[C@@H]4CC[N@]1C[C@@H]4C=C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,408.5420000000002,4.770200000000004,408.5420000000002,4.770200000000004,0,0,0,1,0,0,0,0,1,0,0.5464171,0.5098574,0.61989486,0.58114827,0.65976727,0.5834169800000001,0.5101031805579529,0.6567307794420473
41,41,41,41,41,41,41,DM300,Toluene,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)OC(CCCCCCCCCCC)=O)C[C@@H]4CC[N@]1C[C@@H]4C=C,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)OC(CCCCCCCCCCC)=O)C[C@@H]4CC[N@]1C[C@@H]4C=C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,506.7310000000005,7.645000000000008,506.7310000000005,7.645000000000008,0,0,0,1,0,0,0,0,1,0,0.5844581,0.6735299,0.71017075,0.6712657,0.84087837,0.6960605639999999,0.5803310508113992,0.8117900771886006
42,42,42,42,42,42,42,DM300,Toluene,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)OC(C45CC6CC(CC(C5)C6)C4)=O)C[C@@H]7CC[N@]1C[C@@H]7C=C,[H][C@@]1([C@@H](c(ccn2)c3c2ccc(OC)c3)OC(C45CC6CC(CC(C5)C6)C4)=O)C[C@@H]7CC[N@]1C[C@@H]7C=C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,486.6560000000004,5.940500000000006,486.6560000000004,5.940500000000006,0,0,0,1,0,0,0,0,1,0,0.56875193,0.654352,0.6234403,0.6595623,0.7667574,0.654572786,0.5647240396032247,0.7444215323967753
43,43,43,43,43,43,43,DM300,Toluene,CC1(CCCC(N1[O])(C)C)C,CC1(CCCC(N1[O])(C)C)C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,156.249,2.375000000000001,156.249,2.375000000000001,0,0,0,1,0,0,0,0,1,0,0.16834351,0.37701672,0.3043247,0.4529983,0.29503375,0.319543396,0.18812757168416389,0.4509592203158361
44,44,44,44,44,44,44,DM300,Toluene,CC1(CC(CC(C)(N1[O])C)OCc2cc(COC(CC3(C)C)CC(C)(N3[O])C)cc(COC(CC4(C)C)CC(C)(N4[O])C)c2)C,CC1(CC(CC(C)(N1[O])C)OCc2cc(COC(CC3(C)C)CC(C)(N3[O])C)cc(COC(CC4(C)C)CC(C)(N4[O])C)c2)C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,630.8910000000002,7.33770000000001,630.8910000000002,7.33770000000001,0,0,0,1,0,0,0,0,1,0,0.5956394,0.5429654,0.6328409,0.7445061,0.9291948,0.68902932,0.4987155867053922,0.8793430532946077
45,45,45,45,45,45,45,DM300,Toluene,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,N#Cc1c(n2c3ccccc3c4ccccc24)c(C#N)c(n5c6ccccc6c7ccccc57)c(Cl)c1n8c9ccccc9c%10ccccc8%10,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,658.1640000000001,11.374659999999984,658.1640000000001,11.374659999999984,0,0,0,1,0,0,0,0,1,0,0.63034904,0.68966484,0.8118162,0.7816043,0.9302831,0.768743496,0.6251149005088806,0.9123720914911194
46,46,46,46,46,46,46,DM300,Toluene,CC(c1ccc(c2cc3c(CCCC3)c(c4c(O5)c(c6ccc(C(C)(C)C)cc6)cc7c4CCCC7)c2OP5(O)=O)cc1)(C)C,CC(c1ccc(c2cc3c(CCCC3)c(c4c(O5)c(c6ccc(C(C)(C)C)cc6)cc7c4CCCC7)c2OP5(O)=O)cc1)(C)C,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,620.7700000000004,10.911799999999989,620.7700000000004,10.911799999999989,0,0,0,1,0,0,0,0,1,0,0.7201042,0.71926445,0.7005549,0.7392412,0.93489355,0.7628116599999999,0.6421657204819459,0.8834575995180539
47,47,47,47,47,47,47,DM300,Toluene,Oc(c(c1ccccc1)c2)c(c3c(O)c(c4ccccc4)cc5c3cccc5)c6c2cccc6,Oc(c(c1ccccc1)c2)c(c3c(O)c(c4ccccc4)cc5c3cccc5)c6c2cccc6,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0,0,0,1,0,0,0,0,1,0,0.6659971,0.58456933,0.7648518,0.63856286,0.6933638,0.6694689779999999,0.5865372608925208,0.7524006951074791
48,48,48,48,48,48,48,DM300,Toluene,O=P1(O)Oc(c(c2c(C(C)C)cc(C(C)C)cc2C(C)C)c3)c(c4c(O1)c(c5c(C(C)C)cc(C(C)C)cc5C(C)C)cc6c4cccc6)c7c3cccc7,O=P1(O)Oc(c(c2c(C(C)C)cc(C(C)C)cc2C(C)C)c3)c(c4c(O1)c(c5c(C(C)C)cc(C(C)C)cc5C(C)C)cc6c4cccc6)c7c3cccc7,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,752.9760000000002,15.60599999999996,752.9760000000002,15.60599999999996,0,0,0,1,0,0,0,0,1,0,0.7684642,0.75469583,0.8107028,0.83879733,0.98389995,0.831312022,0.7175391838253731,0.9450848601746269
49,49,49,49,49,49,49,DM300,Toluene,FC(F)(c1cc(C(F)(F)F)cc(c(c2)c(O)c(c(c(O)c(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c4)c5c4cccc5)c6c2cccc6)c1)F,FC(F)(c1cc(C(F)(F)F)cc(c(c2)c(O)c(c(c(O)c(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c4)c5c4cccc5)c6c2cccc6)c1)F,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,710.5140000000001,12.480399999999989,710.5140000000001,12.480399999999989,0,0,0,1,0,0,0,0,1,0,0.72033775,0.78713524,0.8296056,0.7550469,0.9377003,0.805965158,0.701723960156477,0.910206355843523
50,50,50,50,50,50,50,DM300,Toluene,Oc(c([Si](c1ccccc1)(c2ccccc2)c3ccccc3)c4)c(c5c(O)c([Si](c6ccccc6)(c7ccccc7)c8ccccc8)cc9c5cccc9)c%10c4cccc%10,Oc(c([Si](c1ccccc1)(c2ccccc2)c3ccccc3)c4)c(c5c(O)c([Si](c6ccccc6)(c7ccccc7)c8ccccc8)cc9c5cccc9)c%10c4cccc%10,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,803.1220000000002,7.826000000000009,803.1220000000002,7.826000000000009,0,0,0,1,0,0,0,0,1,0,0.68201673,0.62922716,0.7330877,0.727907,0.8890415,0.732256018,0.6116479574231057,0.8528640785768942
51,51,51,51,51,51,51,DM300,Toluene,O=c(c(NCc1ccccc1)c2NC[C@H]3N(CCC3)C(OC(C)(C)C)=O)c2=O,O=c(c(NCc1ccccc1)c2NC[C@H]3N(CCC3)C(OC(C)(C)C)=O)c2=O,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,385.46400000000017,2.706100000000001,385.46400000000017,2.706100000000001,0,0,0,1,0,0,0,0,1,0,0.5626898,0.4967701,0.6745461,0.60641766,0.5014129,0.568367312,0.47552634995038195,0.6612082740496181
52,52,52,52,52,52,52,DM300,Toluene,O=c(c(OC)c1Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1=O,O=c(c(OC)c1Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1=O,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,339.191,3.072400000000001,339.191,3.072400000000001,0,0,0,1,0,0,0,0,1,0,0.5309429,0.58956546,0.66039914,0.434439,0.4679921,0.53666772,0.42336382083767116,0.6499716191623287
53,53,53,53,53,53,53,DM300,Toluene,O=c(c(N[C@@H](c(ccn1)c2c1ccc(OC)c2)[C@H]3N4CCC(C3)C(C#C)C4)c5Nc6cc(C(F)(F)F)cc(C(F)(F)F)c6)c5=O,O=c(c(N[C@@H](c(ccn1)c2c1ccc(OC)c2)[C@H]3N4CCC(C3)C(C#C)C4)c5Nc6cc(C(F)(F)F)cc(C(F)(F)F)c6)c5=O,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,0,0,0,1,0,0,0,0,1,0,0.6648356,0.6176745,0.83501196,0.71814865,0.9255151,0.7522371620000001,0.5954416426556053,0.909032681344395
54,54,54,54,54,54,54,DM300,Toluene,CCC1C2C[C@@H]([C@@H](NC(NCc3ccccc3)=S)c(ccn4)c5c4ccc(OC)c5)N(CC2)C1,CCC1C2C[C@@H]([C@@H](NC(NCc3ccccc3)=S)c(ccn4)c5c4ccc(OC)c5)N(CC2)C1,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,474.6740000000003,5.069200000000004,474.6740000000003,5.069200000000004,0,0,0,1,0,0,0,0,1,0,0.7148671,0.44389397,0.7601408,0.75193,0.87563115,0.709292604,0.5104910802313863,0.9080941277686138
55,55,55,55,55,55,55,DM300,Toluene,O=c(c(N[C@@H]([C@@H]1[N@@](CC[C@H]2C1)C[C@@H]2C=C)c3ccnc4ccc(OC)cc34)c5N6CCOCCOCCOCCOCC6)c5=O,O=c(c(N[C@@H]([C@@H]1[N@@](CC[C@H]2C1)C[C@@H]2C=C)c3ccnc4ccc(OC)cc34)c5N6CCOCCOCCOCCOCC6)c5=O,0.5,30,25,0.127,CF,organocatalyst,DM,300,59.0,-37.5,0,0,Cc1ccccc1,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,620.7470000000002,2.775400000000002,620.7470000000002,2.775400000000002,0,0,0,1,0,0,0,0,1,0,0.573669,0.49565205,0.69101113,0.6543283,0.67623425,0.6181789460000001,0.516211761408285,0.7201461305917153
