,doi,year,journal,membrane,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solute_name,secondary_solute_name,secondary_solute_ratio,solvent,pressure,permeance,rejection,temperature,process_configuration,exclude,solute_smiles,secondary_solute_smiles,solute_category,solvent_smiles,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,batch,date,solute_identifier,secondary_solute_identifier,solute_type,solute_reactions
141,10.1039/c3ra44860f,2013,Royal Society of Chemistry,DM200,200,59,-20,0,0,Hoveyda-Grubbs Catalyst M700,Hoveyda-Grubbs Catalyst M700,0.5,Dichloromethane,20,0.4,1,25,CF,0,CC(C)Oc1c(C=[Ru]([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)(Cl)Cl)cccc1,CC(C)Oc1c(C=[Ru]([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)(Cl)Cl)cccc1,metal_catalyst,C(Cl)Cl,84.933,1.25,0.43,1322,8.93,18.2,6.3,6.1,63.9,600.617,10.0163,600.617,10.0163,,,,,Grubbs catalyst,alkene metathesis
142,10.1039/c3ra44860f,2013,Royal Society of Chemistry,DM200,200,59,-20,0,0,M2 Grubbs Catalyst M202,M2 Grubbs Catalyst M202,0.5,Acetone,20,0.8,0.99,25,CF,0,Cc1cc(C)c(N2CCN(C2=[Ru](Cl)(Cl)([P](C3CCCCC3)(C4CCCCC4)C5CCCCC5)=C6C=C(C7=CC=CC=C76)c8ccccc8)c9c(C)cc(C)cc9C)c(C)c1,Cc1cc(C)c(N2CCN(C2=[Ru](Cl)(Cl)([P](C3CCCCC3)(C4CCCCC4)C5CCCCC5)=C6C=C(C7=CC=CC=C76)c8ccccc8)c9c(C)cc(C)cc9C)c(C)c1,metal_catalyst,CC(=O)C,58.08,-0.24,0.32,784,20.7,15.5,10.4,7,74,949.11,15.54502,949.11,15.54502,,,,,Grubbs catalyst,alkene metathesis
143,10.1039/c3ra44860f,2013,Royal Society of Chemistry,DM200,200,59,-20,0,0,Hoveyda-Grubbs Catalyst M700,Hoveyda-Grubbs Catalyst M700,0.5,Dichloromethane,20,0.4,0.35,25,CF,0,CC(C)Oc1c(C=[Ru]([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)(Cl)Cl)cccc1,CC(C)Oc1c(C=[Ru]([P](C2CCCCC2)(C3CCCCC3)C4CCCCC4)(Cl)Cl)cccc1,metal_catalyst,C(Cl)Cl,84.933,1.25,0.43,1322,8.93,18.2,6.3,6.1,63.9,600.617,10.0163,600.617,10.0163,,,,,Grubbs catalyst,alkene metathesis
144,10.3389/fchem.2020.00375,2020,Frontiers in Chemistry,DM500,500,59,-31,0,0,Palladium(II)acetate,Palladium(II)acetate,0.5,Methanol,40,0.15,0.905,25,DE,0,CC(O[Pd]OC(C)=O)=O,CC(O[Pd]OC(C)=O)=O,metal_catalyst,CO,32.042,-0.77,0.593,791,32.6,15.1,12.3,22.3,40.7,224.508,0.0251,224.508,0.0251,,,,,Transition metal complex,"cross coupling, precursor"
145,10.3389/fchem.2020.00375,2020,Frontiers in Chemistry,DM500,500,59,-31,0,0,Palladium(II)acetate,Palladium(II)acetate,0.5,2-propanol,40,0.02,0.903,25,DE,0,CC(O[Pd]OC(C)=O)=O,CC(O[Pd]OC(C)=O)=O,metal_catalyst,C(C)(C)O,60.096,0.05,2.27,785,18.6,15.8,6.1,16.4,76.8,224.508,0.0251,224.508,0.0251,,,,,Transition metal complex,"cross coupling, precursor"
146,10.3389/fchem.2020.00375,2020,Frontiers in Chemistry,DM500,500,59,-31,0,0,Palladium(II)acetate,Palladium(II)acetate,0.5,1-Butanol,40,2.1,0.95,25,DE,0,CC(O[Pd]OC(C)=O)=O,CC(O[Pd]OC(C)=O)=O,metal_catalyst,CCCCO,74.12,0.9,2.544,810,17.1,16,5.7,15.8,91.5,224.508,0.0251,224.508,0.0251,,,,,Transition metal complex,"cross coupling, precursor"
147,10.1021/acs.oprd.4c00359,2025,Organic Proocess Research & Development,DM500,500,59,-31,0,0,DTBM-MeOBiPhep Ir complex,[Ir(COD)Cl]2,0.01,Tetrahydrofuran,15,3.36,0.94129979,25,CF,0,COc1c(c2c(OC)cccc2[P](c3cc(C(C)(C)C)c(OC)c(C(C)(C)C)c3)([Ir+][P]4(c5cc(C(C)(C)C)c(OC)c(C(C)(C)C)c5)c6cc(C(C)(C)C)c(OC)c(C(C)(C)C)c6)c7cc(C(C)(C)C)c(OC)c(C(C)(C)C)c7)c4ccc1.[Cl-],C1=C\CC/C=C\CC/1.[Cl-].[Ir+].[Cl-].[Ir+].C2=C\CC/C=C\CC/2,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889,7.58,16.8,5.7,8,81.7,1379.258,14.3031,671.708,-0.6514,,,,,Transition metal complex,asymmetric hydrogenation
148,10.1021/acs.oprd.4c00359,2025,Organic Proocess Research & Development,DM500,500,59,-31,0,0,[Ir(COD)Cl]2,[Ir(COD)Cl]2,0.5,Tetrahydrofuran,15,3.36,0.722222222,25,CF,0,C1=C\CC/C=C\CC/1.[Cl-].[Ir+].[Cl-].[Ir+].C2=C\CC/C=C\CC/2,C1=C\CC/C=C\CC/1.[Cl-].[Ir+].[Cl-].[Ir+].C2=C\CC/C=C\CC/2,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889,7.58,16.8,5.7,8,81.7,671.708,-0.6514,671.708,-0.6514,,,,,Transition metal complex,"C-H activation, cross coupling"
149,10.1021/acs.oprd.4c00359,2025,Organic Proocess Research & Development,DM500,500,59,-31,0,0,DTBM-SegPhos Ir complex,[Ir(COD)Cl]2,0.01,Tetrahydrofuran,15,3.36,0.496503497,25,CF,0,CC(c1c(OC)c(C(C)(C)C)cc([P]2(c3ccc(OCO4)c4c3c5c6c(OCO6)ccc5[P](c7cc(C(C)(C)C)c(OC)c(C(C)(C)C)c7)(c8cc(C(C)(C)C)c(OC)c(C(C)(C)C)c8)[Ir+]2)c9cc(C(C)(C)C)c(OC)c(C(C)(C)C)c9)c1)(C)C.[Cl-],C1=C\CC/C=C\CC/1.[Cl-].[Ir+].[Cl-].[Ir+].C2=C\CC/C=C\CC/2,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889,7.58,16.8,5.7,8,81.7,1407.224,13.7433,671.708,-0.6514,,,,,Transition metal complex,asymmetric hydrogenation
150,10.1021/acs.oprd.4c00359,2025,Organic Proocess Research & Development,DM500,500,59,-31,0,0,[Ir(COD)Cl]2,[Ir(COD)Cl]2,0.5,Tetrahydrofuran,15,3.36,0.640495868,25,CF,0,C1=C\CC/C=C\CC/1.[Cl-].[Ir+].[Cl-].[Ir+].C2=C\CC/C=C\CC/2,C1=C\CC/C=C\CC/1.[Cl-].[Ir+].[Cl-].[Ir+].C2=C\CC/C=C\CC/2,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889,7.58,16.8,5.7,8,81.7,671.708,-0.6514,671.708,-0.6514,,,,,Transition metal complex,"C-H activation, cross coupling"
151,10.1021/acs.iecr.7b03770,2017,Industrial and engineering chemistry research,PEEK,300,-1,0,1,1,Pd(DPPB),Pd(tfa)2,0.01,Toluene,10,0.003,0.9,100,CF,0,O=C(O[Pd]1([P](CCCC[P]1(c2ccccc2)c3ccccc3)(c4ccccc4)c5ccccc5)OC(C(F)(F)F)=O)C(F)(F)F,O=C(C(F)(F)F)O[Pd]OC(C(F)(F)F)=O,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867,2.38,18,1.4,2,106.8,758.928,7.1423,332.448,1.1099,,,,,Transition metal complex,cross coupling
152,10.1021/acs.iecr.7b03770,2017,Industrial and engineering chemistry research,PEEK,300,-1,0,1,1,DPPB,Pd(DPPB),0.25,Toluene,10,0.003,0.68,90,CF,0,c1(P(CCCCP(c2ccccc2)c3ccccc3)c4ccccc4)ccccc1,O=C(O[Pd]1([P](CCCC[P]1(c2ccccc2)c3ccccc3)(c4ccccc4)c5ccccc5)OC(C(F)(F)F)=O)C(F)(F)F,ligand,Cc1ccccc1,92.141,2.73,0.59,867,2.38,18,1.4,2,106.8,426.48,6.0324,758.928,7.1423,,,,,Phosphine ligand,cross coupling
153,10.1021/acs.iecr.7b03770,2017,Industrial and engineering chemistry research,PEEK,300,-1,0,1,1,Pd(DPPB),Pd(tfa)2,0.01,Toluene,10,0.003,0.92,90,CF,0,O=C(O[Pd]1([P](CCCC[P]1(c2ccccc2)c3ccccc3)(c4ccccc4)c5ccccc5)OC(C(F)(F)F)=O)C(F)(F)F,O=C(C(F)(F)F)O[Pd]OC(C(F)(F)F)=O,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867,2.38,18,1.4,2,106.8,758.928,7.1423,332.448,1.1099,,,,,Transition metal complex,cross coupling
154,10.1021/acs.iecr.7b03770,2017,Industrial and engineering chemistry research,PEEK,300,-1,0,1,1,Pd(DPPB),Pd(tfa)2,0.01,Toluene,10,0.003,0.92,120,CF,0,O=C(O[Pd]1([P](CCCC[P]1(c2ccccc2)c3ccccc3)(c4ccccc4)c5ccccc5)OC(C(F)(F)F)=O)C(F)(F)F,O=C(C(F)(F)F)O[Pd]OC(C(F)(F)F)=O,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867,2.38,18,1.4,2,106.8,758.928,7.1423,332.448,1.1099,,,,,Transition metal complex,cross coupling
155,10.1021/acs.iecr.7b03770,2017,Industrial and engineering chemistry research,PEEK,300,-1,0,1,1,DPPB,Pd(DPPB),0.25,Toluene,10,0.003,0.7,100,CF,0,c1(P(CCCCP(c2ccccc2)c3ccccc3)c4ccccc4)ccccc1,O=C(O[Pd]1([P](CCCC[P]1(c2ccccc2)c3ccccc3)(c4ccccc4)c5ccccc5)OC(C(F)(F)F)=O)C(F)(F)F,ligand,Cc1ccccc1,92.141,2.73,0.59,867,2.38,18,1.4,2,106.8,426.48,6.0324,758.928,7.1423,,,,,Phosphine ligand,cross coupling
156,10.1021/acs.iecr.7b03770,2017,Industrial and engineering chemistry research,PEEK,300,-1,0,1,1,DPPB,Pd(DPPB),0.25,Toluene,10,0.003,0.63,120,CF,0,c1(P(CCCCP(c2ccccc2)c3ccccc3)c4ccccc4)ccccc1,O=C(O[Pd]1([P](CCCC[P]1(c2ccccc2)c3ccccc3)(c4ccccc4)c5ccccc5)OC(C(F)(F)F)=O)C(F)(F)F,ligand,Cc1ccccc1,92.141,2.73,0.59,867,2.38,18,1.4,2,106.8,426.48,6.0324,758.928,7.1423,,,,,Phosphine ligand,cross coupling
157,10.1002/cssc.201200466,2012,ChemSusChem,SM228,228,-1,0,1,1,OctaSi-Ru-Grubbs-Hoveyda-type olefin metathesis catalyst,OctaSi-Ru-Grubbs-Hoveyda-type olefin metathesis catalyst,0.5,Toluene,30,0,1,30,DE,0,CC(C[Si]1(O[Si](CC(C)C)(O2)O[Si](CCCNC(OCCc3ccc(OC(C)C)c(C=[Ru](Cl)(Cl)=C4N(c5c(C)cc(C)cc5C)CCN4c6c(C)cc(C)cc6C)c3)=O)(O7)O8)O[Si]9(CC(C)C)O[Si]2(CC(C)C)O[Si]7(CC(C)C)O[Si](O9)(CC(C)C)O[Si]8(CC(C)C)O1)C,CC(C[Si]1(O[Si](CC(C)C)(O2)O[Si](CCCNC(OCCc3ccc(OC(C)C)c(C=[Ru](Cl)(Cl)=C4N(c5c(C)cc(C)cc5C)CCN4c6c(C)cc(C)cc6C)c3)=O)(O7)O8)O[Si]9(CC(C)C)O[Si]2(CC(C)C)O[Si]7(CC(C)C)O[Si](O9)(CC(C)C)O[Si]8(CC(C)C)O1)C,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867,2.38,18,1.4,2,106.8,1571.273,16.07952,1571.273,16.07952,,,,,Grubbs catalyst,alkene metathesis
158,10.1002/cssc.201200466,2012,ChemSusChem,PM280,280,-1,0,1,1,OctaSi-Ru-Grubbs-Hoveyda-type olefin metathesis catalyst,OctaSi-Ru-Grubbs-Hoveyda-type olefin metathesis catalyst,0.5,Toluene,30,1.16,0.98,30,DE,0,CC(C[Si]1(O[Si](CC(C)C)(O2)O[Si](CCCNC(OCCc3ccc(OC(C)C)c(C=[Ru](Cl)(Cl)=C4N(c5c(C)cc(C)cc5C)CCN4c6c(C)cc(C)cc6C)c3)=O)(O7)O8)O[Si]9(CC(C)C)O[Si]2(CC(C)C)O[Si]7(CC(C)C)O[Si](O9)(CC(C)C)O[Si]8(CC(C)C)O1)C,CC(C[Si]1(O[Si](CC(C)C)(O2)O[Si](CCCNC(OCCc3ccc(OC(C)C)c(C=[Ru](Cl)(Cl)=C4N(c5c(C)cc(C)cc5C)CCN4c6c(C)cc(C)cc6C)c3)=O)(O7)O8)O[Si]9(CC(C)C)O[Si]2(CC(C)C)O[Si]7(CC(C)C)O[Si](O9)(CC(C)C)O[Si]8(CC(C)C)O1)C,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867,2.38,18,1.4,2,106.8,1571.273,16.07952,1571.273,16.07952,,,,,Grubbs catalyst,alkene metathesis
159,10.1002/cssc.201200466,2012,ChemSusChem,SM240,400,-1,0,1,1,OctaSi-Ru-Grubbs-Hoveyda-type olefin metathesis catalyst,OctaSi-Ru-Grubbs-Hoveyda-type olefin metathesis catalyst,0.5,Toluene,30,2.53,0.72,30,DE,0,CC(C[Si]1(O[Si](CC(C)C)(O2)O[Si](CCCNC(OCCc3ccc(OC(C)C)c(C=[Ru](Cl)(Cl)=C4N(c5c(C)cc(C)cc5C)CCN4c6c(C)cc(C)cc6C)c3)=O)(O7)O8)O[Si]9(CC(C)C)O[Si]2(CC(C)C)O[Si]7(CC(C)C)O[Si](O9)(CC(C)C)O[Si]8(CC(C)C)O1)C,CC(C[Si]1(O[Si](CC(C)C)(O2)O[Si](CCCNC(OCCc3ccc(OC(C)C)c(C=[Ru](Cl)(Cl)=C4N(c5c(C)cc(C)cc5C)CCN4c6c(C)cc(C)cc6C)c3)=O)(O7)O8)O[Si]9(CC(C)C)O[Si]2(CC(C)C)O[Si]7(CC(C)C)O[Si](O9)(CC(C)C)O[Si]8(CC(C)C)O1)C,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867,2.38,18,1.4,2,106.8,1571.273,16.07952,1571.273,16.07952,,,,,Grubbs catalyst,alkene metathesis
160,10.1002/cssc.201200466,2012,ChemSusChem,DM500,500,59,-31,0,0,OctaSi-Ru-Grubbs-Hoveyda-type olefin metathesis catalyst,OctaSi-Ru-Grubbs-Hoveyda-type olefin metathesis catalyst,0.5,Dichloromethane,30,0,0.71,30,DE,0,CC(C[Si]1(O[Si](CC(C)C)(O2)O[Si](CCCNC(OCCc3ccc(OC(C)C)c(C=[Ru](Cl)(Cl)=C4N(c5c(C)cc(C)cc5C)CCN4c6c(C)cc(C)cc6C)c3)=O)(O7)O8)O[Si]9(CC(C)C)O[Si]2(CC(C)C)O[Si]7(CC(C)C)O[Si](O9)(CC(C)C)O[Si]8(CC(C)C)O1)C,CC(C[Si]1(O[Si](CC(C)C)(O2)O[Si](CCCNC(OCCc3ccc(OC(C)C)c(C=[Ru](Cl)(Cl)=C4N(c5c(C)cc(C)cc5C)CCN4c6c(C)cc(C)cc6C)c3)=O)(O7)O8)O[Si]9(CC(C)C)O[Si]2(CC(C)C)O[Si]7(CC(C)C)O[Si](O9)(CC(C)C)O[Si]8(CC(C)C)O1)C,metal_catalyst,C(Cl)Cl,84.933,1.25,0.43,1322,8.93,18.2,6.3,6.1,63.9,1571.273,16.07952,1571.273,16.07952,,,,,Grubbs catalyst,alkene metathesis
161,10.1021/om900214j,2009,Organometallics,PDMS,300,-1,0,1,1,(NHC)Pd(allyl)Cl,(NHC)Pd(allyl)Cl,0.5,2-propanol,5,1.06,0.98,25,CF,0,CC(C)c1cc(CN(C2CCCCC2)C3CCCCC3)cc(C(C)C)c1N(/C4=[Pd](Cl)\C/C=C\c5ccccc5)CCN4c6c(C(C)C)cc(CN(C7CCCCC7)C8CCCCC8)cc6C(C)C,CC(C)c1cc(CN(C2CCCCC2)C3CCCCC3)cc(C(C)C)c1N(/C4=[Pd](Cl)\C/C=C\c5ccccc5)CCN4c6c(C(C)C)cc(CN(C7CCCCC7)C8CCCCC8)cc6C(C)C,metal_catalyst,C(C)(C)O,60.096,0.05,2.27,785,18.6,15.8,6.1,16.4,76.8,1036.327,17.4327,1036.327,17.4327,,,,,Transition metal complex,cross coupling
162,10.1021/om900214j,2009,Organometallics,PDMS,300,-1,0,1,1,(NHC)Pd(allyl)Cl,(NHC)Pd(allyl)Cl,0.5,Tetrahydrofuran,5,1.06,0.995,25,CF,0,CC(C)c1cc(CN(C2CCCCC2)C3CCCCC3)cc(C(C)C)c1N(/C4=[Pd](Cl)\C/C=C\c5ccccc5)CCN4c6c(C(C)C)cc(CN(C7CCCCC7)C8CCCCC8)cc6C(C)C,CC(C)c1cc(CN(C2CCCCC2)C3CCCCC3)cc(C(C)C)c1N(/C4=[Pd](Cl)\C/C=C\c5ccccc5)CCN4c6c(C(C)C)cc(CN(C7CCCCC7)C8CCCCC8)cc6C(C)C,metal_catalyst,C1CCOC1,72.107,0.46,0.55,889,7.58,16.8,5.7,8,81.7,1036.327,17.4327,1036.327,17.4327,,,,,Transition metal complex,cross coupling
163,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,Rh(BIPHEPHOS),Rh(acac)(CO)2,0.01,Toluene-Nonanal-mix,20,2.03,0.99,5,CF,0,COc1cc(c2cc(OC)cc(C(C)(C)C)c2O[P]34Oc5c(c6c(O3)cccc6)cccc5)c(O[P]7(Oc8c(c9c(O7)cccc9)cccc8)[Rh+]4%10O[C-](C=C(C)O%10)C)c(C(C)(C)C)c1,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,Cc1ccccc1.C(CCCC=O)CCCC,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,988.813,14.85539,258.035,0.60719,,,,,Transition metal complex,hydroformylation
164,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,BIPHEPHOS,Rh(BIPHEPHOS),0.2,Toluene-Nonanal-mix,20,2.03,0.97,5,CF,0,COc1cc(C(C)(C)C)c(OP2Oc3ccccc3c4ccccc4O2)c(c5cc(OC)cc(C(C)(C)C)c5OP6Oc7ccccc7c8ccccc8O6)c1,COc1cc(c2cc(OC)cc(C(C)(C)C)c2O[P]34Oc5c(c6c(O3)cccc6)cccc5)c(O[P]7(Oc8c(c9c(O7)cccc9)cccc8)[Rh+]4%10O[C-](C=C(C)O%10)C)c(C(C)(C)C)c1,ligand,Cc1ccccc1.C(CCCC=O)CCCC,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,786.798,14.8568,988.813,14.85539,,,,,Phosphine ligand,hydroformylation
165,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,Rh(Xantphos)acac,Rh(acac)(CO)2,0.01,Toluene-Nonanal-mix,20,2.03,0.99,5,CF,0,CC(c1c2c([P]3(c4ccccc4)c5ccccc5)ccc1)(c6c(O2)c([P]([Rh+]73O[C-](C=C(C)O7)C)(c8ccccc8)c9ccccc9)ccc6)C,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,Cc1ccccc1.C(CCCC=O)CCCC,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,780.647,9.03599,258.035,0.60719,,,,,Transition metal complex,"carbonylation, hydrogenation, cross coupling"
166,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,Xantphos,Rh(Xantphos)acac,0.2,Toluene-Nonanal-mix,20,2.03,0.98,5,CF,0,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(P(c6ccccc6)c7ccccc7)cccc15,CC(c1c2c([P]3(c4ccccc4)c5ccccc5)ccc1)(c6c(O2)c([P]([Rh+]73O[C-](C=C(C)O7)C)(c8ccccc8)c9ccccc9)ccc6)C,ligand,Cc1ccccc1.C(CCCC=O)CCCC,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,578.632,7.6346,780.647,9.03599,,,,,Phosphine ligand,cross coupling
167,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,Rh(TPP),Rh(acac)(CO)2,0.01,Toluene-Nonanal-mix,20,2.03,0.95,5,CF,0,CC1=C[C-](C)O[Rh+]([P](c2ccccc2)(c3ccccc3)c4ccccc4)([P](c5ccccc5)(c6ccccc6)c7ccccc7)O1,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,Cc1ccccc1.C(CCCC=O)CCCC,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,726.599,8.29099,258.035,0.60719,,,,,Transition metal complex,hydroformylation
168,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,Triphenylphosphine,Rh(TPP),0.2,Toluene-Nonanal-mix,20,2.03,0.8,5,CF,0,c1(P(c2ccccc2)c3ccccc3)ccccc1,CC1=C[C-](C)O[Rh+]([P](c2ccccc2)(c3ccccc3)c4ccccc4)([P](c5ccccc5)(c6ccccc6)c7ccccc7)O1,ligand,Cc1ccccc1.C(CCCC=O)CCCC,104.66625,2.8725,0.7925,856.75,3.9925,17.525,2.425,2.475,123.15,262.292,3.4448,726.599,8.29099,,,,,Phosphine ligand,cross coupling
169,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,Rh(BIPHEPHOS),Rh(acac)(CO)2,0.01,Toluene-Tridecanal-mix,20,2.03,0.95,5,CF,0,COc1cc(c2cc(OC)cc(C(C)(C)C)c2O[P]34Oc5c(c6c(O3)cccc6)cccc5)c(O[P]7(Oc8c(c9c(O7)cccc9)cccc8)[Rh+]4%10O[C-](C=C(C)O%10)C)c(C(C)(C)C)c1,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,Cc1ccccc1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150,988.813,14.85539,258.035,0.60719,,,,,Transition metal complex,hydroformylation
170,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,BIPHEPHOS,Rh(BIPHEPHOS),0.2,Toluene-Tridecanal-mix,20,2.03,0.98,5,CF,0,COc1cc(C(C)(C)C)c(OP2Oc3ccccc3c4ccccc4O2)c(c5cc(OC)cc(C(C)(C)C)c5OP6Oc7ccccc7c8ccccc8O6)c1,COc1cc(c2cc(OC)cc(C(C)(C)C)c2O[P]34Oc5c(c6c(O3)cccc6)cccc5)c(O[P]7(Oc8c(c9c(O7)cccc9)cccc8)[Rh+]4%10O[C-](C=C(C)O%10)C)c(C(C)(C)C)c1,ligand,Cc1ccccc1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150,786.798,14.8568,988.813,14.85539,,,,,Phosphine ligand,hydroformylation
171,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,Rh(Xantphos)acac,Rh(acac)(CO)2,0.01,Toluene-Tridecanal-mix,20,2.03,0.95,5,CF,0,CC(c1c2c([P]3(c4ccccc4)c5ccccc5)ccc1)(c6c(O2)c([P]([Rh+]73O[C-](C=C(C)O7)C)(c8ccccc8)c9ccccc9)ccc6)C,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,Cc1ccccc1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150,780.647,9.03599,258.035,0.60719,,,,,Transition metal complex,"carbonylation, hydrogenation, cross coupling"
172,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,Xantphos,Rh(Xantphos)acac,0.2,Toluene-Tridecanal-mix,20,2.03,0.92,5,CF,0,CC1(C)c2cccc(P(c3ccccc3)c4ccccc4)c2Oc5c(P(c6ccccc6)c7ccccc7)cccc15,CC(c1c2c([P]3(c4ccccc4)c5ccccc5)ccc1)(c6c(O2)c([P]([Rh+]73O[C-](C=C(C)O7)C)(c8ccccc8)c9ccccc9)ccc6)C,ligand,Cc1ccccc1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150,578.632,7.6346,780.647,9.03599,,,,,Phosphine ligand,cross coupling
173,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,Rh(TPP),Rh(acac)(CO)2,0.01,Toluene-Tridecanal-mix,20,2.03,0.93,5,CF,0,CC1=C[C-](C)O[Rh+]([P](c2ccccc2)(c3ccccc3)c4ccccc4)([P](c5ccccc5)(c6ccccc6)c7ccccc7)O1,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,Cc1ccccc1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150,726.599,8.29099,258.035,0.60719,,,,,Transition metal complex,hydroformylation
174,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,Triphenylphosphine,Rh(TPP),0.2,Toluene-Tridecanal-mix,20,2.03,0.61,5,CF,0,c1(P(c2ccccc2)c3ccccc3)ccccc1,CC1=C[C-](C)O[Rh+]([P](c2ccccc2)(c3ccccc3)c4ccccc4)([P](c5ccccc5)(c6ccccc6)c7ccccc7)O1,ligand,Cc1ccccc1.C(CCCC=C)CCCC.CCCCCCCCCCCCC=O,123.0066,3.5026,0.797,835.4,2.568,17.16,1.64,2.64,150,262.292,3.4448,726.599,8.29099,,,,,Phosphine ligand,cross coupling
175,10.1016/j.cep.2015.07.019,2016,Chemical Engineering and processing,GMT-oNF-2,300,87,-8,0,0,Rh(acac)(CO)2,Rh(acac)(CO)2,0.5,Toluene,20,2.03,0.85,5,CF,0,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,CC(O[Rh+]([C]=O)([C]=O)O1)=C[C-]1C,metal_catalyst,Cc1ccccc1,92.141,2.73,0.59,867,2.38,18,1.4,2,106.8,258.035,0.60719,258.035,0.60719,,,,,Transition metal complex,"hydroformylation, precursor"
176,10.1002/cplu.201900553,2019,ChemPlusChem,PV46,600,-1,0,1,1,BIPHEPHOS,BIPHEPHOS,0.5,Toluene,5,2.4,0.73,27,CF,0,COc1cc(C(C)(C)C)c(OP2Oc3ccccc3c4ccccc4O2)c(c5cc(OC)cc(C(C)(C)C)c5OP6Oc7ccccc7c8ccccc8O6)c1,COc1cc(C(C)(C)C)c(OP2Oc3ccccc3c4ccccc4O2)c(c5cc(OC)cc(C(C)(C)C)c5OP6Oc7ccccc7c8ccccc8O6)c1,ligand,Cc1ccccc1,92.141,2.73,0.59,867,2.38,18,1.4,2,106.8,786.798,14.8568,786.798,14.8568,,,,,Phosphine ligand,hydroformylation
