id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM300,membrane_GMT-oNF-2,membrane_NFX,membrane_PMPerformance,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source
476,300,-1.0,0.0,1,1,Petroleum ether,1.418404367,30.0,21.0,CCCCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,ligand,-0.104510328,469.6700000000003,9.5804,469.6700000000003,9.5804,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,1,0,PMPerformance,0,1,DE,-0.043562804239433775,cat
477,500,82.0,0.0,0,1,Petroleum ether,0.762989989,30.0,21.0,CCCCC,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,ligand,-0.023191935,265.381,4.456800000000004,265.381,4.456800000000004,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,0,1,SS336,0,1,DE,-0.010381351659686467,cat
478,500,82.0,0.0,0,1,Petroleum ether,0.762989989,30.0,21.0,CCCCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,ligand,-0.114262892,469.6700000000003,9.5804,469.6700000000003,9.5804,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,0,1,SS336,0,1,DE,-0.04737725221591817,cat
479,300,87.0,-8.0,0,0,Petroleum ether,3.650866078,20.0,21.0,CCCCC,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,ligand,-0.058871836,265.381,4.456800000000004,265.381,4.456800000000004,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,1,0,0,0,GMT-oNF-2,0,1,DE,-0.02525335179003911,cat
480,300,87.0,-8.0,0,0,Petroleum ether,3.650866078,20.0,21.0,CCCCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,ligand,-0.149725071,469.6700000000003,9.5804,469.6700000000003,9.5804,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,1,0,0,0,GMT-oNF-2,0,1,DE,-0.060971575228484086,cat
481,300,-1.0,0.0,1,1,Petroleum ether,1.418404367,20.0,21.0,CCCCC,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,ligand,-0.072407544,265.381,4.456800000000004,265.381,4.456800000000004,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,1,0,PMPerformance,0,1,DE,-0.030764643220495207,cat
482,300,-1.0,0.0,1,1,Petroleum ether,1.418404367,20.0,21.0,CCCCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,ligand,-0.182382226,469.6700000000003,9.5804,469.6700000000003,9.5804,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,1,0,PMPerformance,0,1,DE,-0.07312504203403805,cat
483,500,82.0,0.0,0,1,Petroleum ether,0.762989989,20.0,21.0,CCCCC,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,ligand,-0.05298182,265.381,4.456800000000004,265.381,4.456800000000004,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,0,1,SS336,0,1,DE,-0.022833119850176147,cat
484,500,82.0,0.0,0,1,Petroleum ether,0.762989989,20.0,21.0,CCCCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,ligand,-0.168728637,469.6700000000003,9.5804,469.6700000000003,9.5804,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,0,1,SS336,0,1,DE,-0.06808512232522412,cat
485,300,87.0,-8.0,0,0,Petroleum ether,3.650866078,10.0,21.0,CCCCC,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,ligand,-0.087075947,265.381,4.456800000000004,265.381,4.456800000000004,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,1,0,0,0,GMT-oNF-2,0,1,DE,-0.03665920989514044,cat
486,300,87.0,-8.0,0,0,Petroleum ether,3.650866078,10.0,21.0,CCCCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,ligand,-0.178796998,469.6700000000003,9.5804,469.6700000000003,9.5804,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,1,0,0,0,GMT-oNF-2,0,1,DE,-0.07180728676981857,cat
487,300,-1.0,0.0,1,1,Petroleum ether,1.418404367,10.0,21.0,CCCCC,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,ligand,-0.078042703,265.381,4.456800000000004,265.381,4.456800000000004,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,1,0,PMPerformance,0,1,DE,-0.0330386321808571,cat
488,300,-1.0,0.0,1,1,Petroleum ether,1.418404367,10.0,21.0,CCCCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,ligand,-0.165737851,469.6700000000003,9.5804,469.6700000000003,9.5804,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,1,0,PMPerformance,0,1,DE,-0.06697328736209536,cat
489,500,82.0,0.0,0,1,Petroleum ether,0.762989989,10.0,21.0,CCCCC,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,ligand,-0.116865832,265.381,4.456800000000004,265.381,4.456800000000004,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,0,1,SS336,0,1,DE,-0.04838968197737981,cat
490,500,82.0,0.0,0,1,Petroleum ether,0.762989989,10.0,21.0,CCCCC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,ligand,-0.231999554,469.6700000000003,9.5804,469.6700000000003,9.5804,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,0,1,SS336,0,1,DE,-0.09096291950297086,cat
491,225,-1.0,0.0,1,1,Ethanol,0.24,10.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.866471787,264.3179999999999,0.09960000000000102,264.3179999999999,0.09960000000000102,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,0.8711866267001129,cat
492,225,-1.0,0.0,1,1,Ethanol,0.24,10.0,21.0,C(C)O,C1(C=CC=C2)=C2OCCOCCOC(C=CC=C3)=C3OCCOCCO1,C1(C=CC=C2)=C2OCCOCCOC(C=CC=C3)=C3OCCOCCO1,organocatalyst,0.937465412,360.40600000000023,2.948800000000001,360.40600000000023,2.948800000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,1.1969897819835191,cat
493,225,-1.0,0.0,1,1,Ethanol,0.24,10.0,21.0,C(C)O,OC1=C(CC2=CC=CC(C3)=C2O)C=CC=C1CC4=C(O)C(CC5=C(O)C3=CC=C5)=CC=C4,OC1=C(CC2=CC=CC(C3)=C2O)C=CC=C1CC4=C(O)C(CC5=C(O)C3=CC=C5)=CC=C4,organocatalyst,0.892554339,424.4960000000001,5.185600000000006,424.4960000000001,5.185600000000006,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,0.9647878197812287,cat
494,225,-1.0,0.0,1,1,Ethanol,0.24,10.0,21.0,C(C)O,[H][C@@]1(O[C@](O2)([H])[C@H](OC(C3=CC=CC=C3)=O)C(OC(C4=CC=CC=C4)=O)[C@@](O[C@@]5([H])O[C@H](COC(C6=CC=CC=C6)=O)[C@@]([C@H](OC(C7=CC=CC=C7)=O)[C@H]5OC(C8=CC=CC=C8)=O)([H])O[C@@]9([H])O[C@@H]([C@](O[C@]%10([H])[C@H](OC(C%11=CC=CC=C%11)=O)[C@@H](OC(C%12=CC=CC=C%12)=O)[C@@](O%13)([H])[C@@H](COC(C%14=CC=CC=C%14)=O)O%10)([H])[C@H](OC(C%15=CC=CC=C%15)=O)[C@H]9OC(C%16=CC=CC=C%16)=O)COC(C%17=CC=CC=C%17)=O)([H])[C@H]2COC(C%18=CC=CC=C%18)=O)[C@@H](COC(C%19=CC=CC=C%19)=O)O[C@](O[C@]%20([H])[C@@H](COC(C%21=CC=CC=C%21)=O)O[C@@](O[C@]%22([H])[C@@H](COC(C%23=CC=CC=C%23)=O)O[C@@]%13([H])[C@H](OC(C%24=CC=CC=C%24)=O)[C@H]%22OC(C%25=CC=CC=C%25)=O)([H])[C@@H]([C@H]%20OC(C%26=CC=CC=C%26)=O)OC(C%27=CC=CC=C%27)=O)([C@@H]([C@H]1OC(C%28=CC=CC=C%28)=O)OC(C%29=CC=CC=C%29)=O)[H],[H][C@@]1(O[C@](O2)([H])[C@H](OC(C3=CC=CC=C3)=O)C(OC(C4=CC=CC=C4)=O)[C@@](O[C@@]5([H])O[C@H](COC(C6=CC=CC=C6)=O)[C@@]([C@H](OC(C7=CC=CC=C7)=O)[C@H]5OC(C8=CC=CC=C8)=O)([H])O[C@@]9([H])O[C@@H]([C@](O[C@]%10([H])[C@H](OC(C%11=CC=CC=C%11)=O)[C@@H](OC(C%12=CC=CC=C%12)=O)[C@@](O%13)([H])[C@@H](COC(C%14=CC=CC=C%14)=O)O%10)([H])[C@H](OC(C%15=CC=CC=C%15)=O)[C@H]9OC(C%16=CC=CC=C%16)=O)COC(C%17=CC=CC=C%17)=O)([H])[C@H]2COC(C%18=CC=CC=C%18)=O)[C@@H](COC(C%19=CC=CC=C%19)=O)O[C@](O[C@]%20([H])[C@@H](COC(C%21=CC=CC=C%21)=O)O[C@@](O[C@]%22([H])[C@@H](COC(C%23=CC=CC=C%23)=O)O[C@@]%13([H])[C@H](OC(C%24=CC=CC=C%24)=O)[C@H]%22OC(C%25=CC=CC=C%25)=O)([H])[C@@H]([C@H]%20OC(C%26=CC=CC=C%26)=O)OC(C%27=CC=CC=C%27)=O)([C@@H]([C@H]1OC(C%28=CC=CC=C%28)=O)OC(C%29=CC=CC=C%29)=O)[H],organocatalyst,0.93954918,3321.254999999984,23.928100000000036,3321.254999999984,23.928100000000036,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,1.2114723175114714,cat
495,225,-1.0,0.0,1,1,Ethanol,0.24,20.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.818107649,264.3179999999999,0.09960000000000102,264.3179999999999,0.09960000000000102,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,0.7378044573882985,cat
496,225,-1.0,0.0,1,1,Ethanol,0.24,20.0,21.0,C(C)O,C1(C=CC=C2)=C2OCCOCCOC(C=CC=C3)=C3OCCOCCO1,C1(C=CC=C2)=C2OCCOCCOC(C=CC=C3)=C3OCCOCCO1,organocatalyst,0.92017663,360.40600000000023,2.948800000000001,360.40600000000023,2.948800000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,1.0924630452334956,cat
497,225,-1.0,0.0,1,1,Ethanol,0.24,20.0,21.0,C(C)O,OC1=C(CC2=CC=CC(C3)=C2O)C=CC=C1CC4=C(O)C(CC5=C(O)C3=CC=C5)=CC=C4,OC1=C(CC2=CC=CC(C3)=C2O)C=CC=C1CC4=C(O)C(CC5=C(O)C3=CC=C5)=CC=C4,organocatalyst,0.877506155,424.4960000000001,5.185600000000006,424.4960000000001,5.185600000000006,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,0.9083546873366954,cat
498,225,-1.0,0.0,1,1,Ethanol,0.24,20.0,21.0,C(C)O,[H][C@@]1(O[C@](O2)([H])[C@H](OC(C3=CC=CC=C3)=O)C(OC(C4=CC=CC=C4)=O)[C@@](O[C@@]5([H])O[C@H](COC(C6=CC=CC=C6)=O)[C@@]([C@H](OC(C7=CC=CC=C7)=O)[C@H]5OC(C8=CC=CC=C8)=O)([H])O[C@@]9([H])O[C@@H]([C@](O[C@]%10([H])[C@H](OC(C%11=CC=CC=C%11)=O)[C@@H](OC(C%12=CC=CC=C%12)=O)[C@@](O%13)([H])[C@@H](COC(C%14=CC=CC=C%14)=O)O%10)([H])[C@H](OC(C%15=CC=CC=C%15)=O)[C@H]9OC(C%16=CC=CC=C%16)=O)COC(C%17=CC=CC=C%17)=O)([H])[C@H]2COC(C%18=CC=CC=C%18)=O)[C@@H](COC(C%19=CC=CC=C%19)=O)O[C@](O[C@]%20([H])[C@@H](COC(C%21=CC=CC=C%21)=O)O[C@@](O[C@]%22([H])[C@@H](COC(C%23=CC=CC=C%23)=O)O[C@@]%13([H])[C@H](OC(C%24=CC=CC=C%24)=O)[C@H]%22OC(C%25=CC=CC=C%25)=O)([H])[C@@H]([C@H]%20OC(C%26=CC=CC=C%26)=O)OC(C%27=CC=CC=C%27)=O)([C@@H]([C@H]1OC(C%28=CC=CC=C%28)=O)OC(C%29=CC=CC=C%29)=O)[H],[H][C@@]1(O[C@](O2)([H])[C@H](OC(C3=CC=CC=C3)=O)C(OC(C4=CC=CC=C4)=O)[C@@](O[C@@]5([H])O[C@H](COC(C6=CC=CC=C6)=O)[C@@]([C@H](OC(C7=CC=CC=C7)=O)[C@H]5OC(C8=CC=CC=C8)=O)([H])O[C@@]9([H])O[C@@H]([C@](O[C@]%10([H])[C@H](OC(C%11=CC=CC=C%11)=O)[C@@H](OC(C%12=CC=CC=C%12)=O)[C@@](O%13)([H])[C@@H](COC(C%14=CC=CC=C%14)=O)O%10)([H])[C@H](OC(C%15=CC=CC=C%15)=O)[C@H]9OC(C%16=CC=CC=C%16)=O)COC(C%17=CC=CC=C%17)=O)([H])[C@H]2COC(C%18=CC=CC=C%18)=O)[C@@H](COC(C%19=CC=CC=C%19)=O)O[C@](O[C@]%20([H])[C@@H](COC(C%21=CC=CC=C%21)=O)O[C@@](O[C@]%22([H])[C@@H](COC(C%23=CC=CC=C%23)=O)O[C@@]%13([H])[C@H](OC(C%24=CC=CC=C%24)=O)[C@H]%22OC(C%25=CC=CC=C%25)=O)([H])[C@@H]([C@H]%20OC(C%26=CC=CC=C%26)=O)OC(C%27=CC=CC=C%27)=O)([C@@H]([C@H]1OC(C%28=CC=CC=C%28)=O)OC(C%29=CC=CC=C%29)=O)[H],organocatalyst,0.905279503,3321.254999999984,23.928100000000036,3321.254999999984,23.928100000000036,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,1.0189950551087765,cat
499,225,-1.0,0.0,1,1,Ethanol,0.24,30.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.808913078,264.3179999999999,0.09960000000000102,264.3179999999999,0.09960000000000102,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,0.7165022025332971,cat
500,225,-1.0,0.0,1,1,Ethanol,0.24,30.0,21.0,C(C)O,C1(C=CC=C2)=C2OCCOCCOC(C=CC=C3)=C3OCCOCCO1,C1(C=CC=C2)=C2OCCOCCOC(C=CC=C3)=C3OCCOCCO1,organocatalyst,0.929301533,360.40600000000023,2.948800000000001,360.40600000000023,2.948800000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,1.1444901299745738,cat
501,225,-1.0,0.0,1,1,Ethanol,0.24,30.0,21.0,C(C)O,OC1=C(CC2=CC=CC(C3)=C2O)C=CC=C1CC4=C(O)C(CC5=C(O)C3=CC=C5)=CC=C4,OC1=C(CC2=CC=CC(C3)=C2O)C=CC=C1CC4=C(O)C(CC5=C(O)C3=CC=C5)=CC=C4,organocatalyst,0.903702119,424.4960000000001,5.185600000000006,424.4960000000001,5.185600000000006,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,1.0118966179025433,cat
502,225,-1.0,0.0,1,1,Ethanol,0.24,30.0,21.0,C(C)O,[H][C@@]1(O[C@](O2)([H])[C@H](OC(C3=CC=CC=C3)=O)C(OC(C4=CC=CC=C4)=O)[C@@](O[C@@]5([H])O[C@H](COC(C6=CC=CC=C6)=O)[C@@]([C@H](OC(C7=CC=CC=C7)=O)[C@H]5OC(C8=CC=CC=C8)=O)([H])O[C@@]9([H])O[C@@H]([C@](O[C@]%10([H])[C@H](OC(C%11=CC=CC=C%11)=O)[C@@H](OC(C%12=CC=CC=C%12)=O)[C@@](O%13)([H])[C@@H](COC(C%14=CC=CC=C%14)=O)O%10)([H])[C@H](OC(C%15=CC=CC=C%15)=O)[C@H]9OC(C%16=CC=CC=C%16)=O)COC(C%17=CC=CC=C%17)=O)([H])[C@H]2COC(C%18=CC=CC=C%18)=O)[C@@H](COC(C%19=CC=CC=C%19)=O)O[C@](O[C@]%20([H])[C@@H](COC(C%21=CC=CC=C%21)=O)O[C@@](O[C@]%22([H])[C@@H](COC(C%23=CC=CC=C%23)=O)O[C@@]%13([H])[C@H](OC(C%24=CC=CC=C%24)=O)[C@H]%22OC(C%25=CC=CC=C%25)=O)([H])[C@@H]([C@H]%20OC(C%26=CC=CC=C%26)=O)OC(C%27=CC=CC=C%27)=O)([C@@H]([C@H]1OC(C%28=CC=CC=C%28)=O)OC(C%29=CC=CC=C%29)=O)[H],[H][C@@]1(O[C@](O2)([H])[C@H](OC(C3=CC=CC=C3)=O)C(OC(C4=CC=CC=C4)=O)[C@@](O[C@@]5([H])O[C@H](COC(C6=CC=CC=C6)=O)[C@@]([C@H](OC(C7=CC=CC=C7)=O)[C@H]5OC(C8=CC=CC=C8)=O)([H])O[C@@]9([H])O[C@@H]([C@](O[C@]%10([H])[C@H](OC(C%11=CC=CC=C%11)=O)[C@@H](OC(C%12=CC=CC=C%12)=O)[C@@](O%13)([H])[C@@H](COC(C%14=CC=CC=C%14)=O)O%10)([H])[C@H](OC(C%15=CC=CC=C%15)=O)[C@H]9OC(C%16=CC=CC=C%16)=O)COC(C%17=CC=CC=C%17)=O)([H])[C@H]2COC(C%18=CC=CC=C%18)=O)[C@@H](COC(C%19=CC=CC=C%19)=O)O[C@](O[C@]%20([H])[C@@H](COC(C%21=CC=CC=C%21)=O)O[C@@](O[C@]%22([H])[C@@H](COC(C%23=CC=CC=C%23)=O)O[C@@]%13([H])[C@H](OC(C%24=CC=CC=C%24)=O)[C@H]%22OC(C%25=CC=CC=C%25)=O)([H])[C@@H]([C@H]%20OC(C%26=CC=CC=C%26)=O)OC(C%27=CC=CC=C%27)=O)([C@@H]([C@H]1OC(C%28=CC=CC=C%28)=O)OC(C%29=CC=CC=C%29)=O)[H],organocatalyst,0.954285714,3321.254999999984,23.928100000000036,3321.254999999984,23.928100000000036,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,1.3305502846977348,cat
503,300,87.0,-8.0,0,0,Cyclohexane,1.720593979,30.0,21.0,C1CCCCC1,CC(C)(C)P(C(C)(C)C)C(C=CC=C1)=C1C2=CC=CC=C2,CC(C)(C)P(C(C)(C)C)C(C=CC=C1)=C1C2=CC=CC=C2,ligand,-0.053672468,298.41,6.0578000000000065,298.41,6.0578000000000065,0.5,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,1,0,0,0,GMT-oNF-2,0,1,DE,-0.02311760899357918,cat
504,300,87.0,-8.0,0,0,Cyclohexane,1.720593979,30.0,21.0,C1CCCCC1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,ligand,-0.033891429,265.381,4.456800000000004,265.381,4.456800000000004,0.5,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,1,0,0,0,GMT-oNF-2,0,1,DE,-0.014894790121953475,cat
505,300,87.0,-8.0,0,0,Cyclohexane,1.720593979,30.0,21.0,C1CCCCC1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,ligand,-0.03428644,469.6700000000003,9.5804,469.6700000000003,9.5804,0.5,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,1,0,0,0,GMT-oNF-2,0,1,DE,-0.015060525735537155,cat
506,300,-1.0,0.0,1,1,Cyclohexane,0.838347025,30.0,21.0,C1CCCCC1,CC(C)(C)P(C(C)(C)C)C(C=CC=C1)=C1C2=CC=CC=C2,CC(C)(C)P(C(C)(C)C)C(C=CC=C1)=C1C2=CC=CC=C2,ligand,-0.042235392,298.41,6.0578000000000065,298.41,6.0578000000000065,0.5,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,0,0,1,0,PMPerformance,0,1,DE,-0.018382312177699096,cat
507,300,-1.0,0.0,1,1,Cyclohexane,0.838347025,30.0,21.0,C1CCCCC1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,ligand,-0.063320549,265.381,4.456800000000004,265.381,4.456800000000004,0.5,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,0,0,1,0,PMPerformance,0,1,DE,-0.027072447222131046,cat
508,300,-1.0,0.0,1,1,Cyclohexane,0.838347025,30.0,21.0,C1CCCCC1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,ligand,-0.039494653,469.6700000000003,9.5804,469.6700000000003,9.5804,0.5,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,0,0,1,0,PMPerformance,0,1,DE,-0.017239852756620766,cat
509,300,87.0,-8.0,0,0,Cyclohexane,1.720593979,10.0,21.0,C1CCCCC1,CC(C)(C)P(C(C)(C)C)C(C=CC=C1)=C1C2=CC=CC=C2,CC(C)(C)P(C(C)(C)C)C(C=CC=C1)=C1C2=CC=CC=C2,ligand,-0.126893889,298.41,6.0578000000000065,298.41,6.0578000000000065,0.5,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,1,0,0,0,GMT-oNF-2,0,1,DE,-0.05226824362831657,cat
510,300,87.0,-8.0,0,0,Cyclohexane,1.720593979,10.0,21.0,C1CCCCC1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,ligand,-0.077371294,265.381,4.456800000000004,265.381,4.456800000000004,0.5,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,1,0,0,0,GMT-oNF-2,0,1,DE,-0.032768318524211436,cat
511,300,87.0,-8.0,0,0,Cyclohexane,1.720593979,10.0,21.0,C1CCCCC1,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,CC(C)C1=CC(C(C)C)=CC(C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C([O])=CC=C2OC,ligand,-0.065143082,469.6700000000003,9.5804,469.6700000000003,9.5804,0.5,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,1,0,0,0,GMT-oNF-2,0,1,DE,-0.027815493201936714,cat
512,300,-1.0,0.0,1,1,Cyclohexane,0.838347025,10.0,21.0,C1CCCCC1,CC(C)(C)P(C(C)(C)C)C(C=CC=C1)=C1C2=CC=CC=C2,CC(C)(C)P(C(C)(C)C)C(C=CC=C1)=C1C2=CC=CC=C2,ligand,0.001890537,298.41,6.0578000000000065,298.41,6.0578000000000065,0.5,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,0,0,1,0,PMPerformance,0,1,DE,0.00038692761729309307,cat
513,300,-1.0,0.0,1,1,Cyclohexane,0.838347025,10.0,21.0,C1CCCCC1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,CN(C)C1=CC=C(P(C(C)(C)C)C(C)(C)C)C=C1,ligand,-0.063652456,265.381,4.456800000000004,265.381,4.456800000000004,0.5,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,0,0,1,0,PMPerformance,0,1,DE,-0.027207860286960303,cat
